Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_1,163840,375.0,0.17066666666666666
128,1,blackhole,riscv_1,164864,371.0,0.3450134770889488
256,1,blackhole,riscv_1,165888,372.0,0.6881720430107527
512,1,blackhole,riscv_1,166912,380.0,1.3473684210526315
1024,1,blackhole,riscv_1,167936,388.0,2.6391752577319587
2048,1,blackhole,riscv_1,168960,404.0,5.069306930693069
4096,1,blackhole,riscv_1,169984,443.0,9.246049661399548
8192,1,blackhole,riscv_1,171008,508.0,16.125984251968504
16384,1,blackhole,riscv_1,172032,635.0,25.801574803149606
32768,1,blackhole,riscv_1,173056,916.0,35.77292576419214
65536,1,blackhole,riscv_1,174080,1445.0,45.35363321799308
64,4,blackhole,riscv_1,175104,460.0,0.5565217391304348
128,4,blackhole,riscv_1,176128,461.0,1.1106290672451193
256,4,blackhole,riscv_1,177152,469.0,2.183368869936034
512,4,blackhole,riscv_1,178176,466.0,4.394849785407725
1024,4,blackhole,riscv_1,179200,480.0,8.533333333333333
2048,4,blackhole,riscv_1,180224,500.0,16.384
4096,4,blackhole,riscv_1,181248,644.0,25.440993788819874
8192,4,blackhole,riscv_1,182272,908.0,36.08810572687225
16384,4,blackhole,riscv_1,183296,1444.0,45.38504155124654
32768,4,blackhole,riscv_1,184320,2509.0,52.24073335990435
65536,4,blackhole,riscv_1,185344,4639.0,56.50873032981246
64,16,blackhole,riscv_1,186368,878.0,1.1662870159453302
128,16,blackhole,riscv_1,187392,880.0,2.327272727272727
256,16,blackhole,riscv_1,188416,886.0,4.623024830699774
512,16,blackhole,riscv_1,189440,886.0,9.246049661399548
1024,16,blackhole,riscv_1,190464,896.0,18.285714285714285
2048,16,blackhole,riscv_1,191488,924.0,35.46320346320346
4096,16,blackhole,riscv_1,192512,1449.0,45.22843340234645
8192,16,blackhole,riscv_1,193536,2505.0,52.32415169660678
16384,16,blackhole,riscv_1,194560,4640.0,56.49655172413793
32768,16,blackhole,riscv_1,195584,8906.0,58.86907702672356
65536,16,blackhole,riscv_1,196608,17357.0,60.41228322866855
64,64,blackhole,riscv_1,197632,2561.0,1.5993752440452949
128,64,blackhole,riscv_1,198656,2560.0,3.2
256,64,blackhole,riscv_1,199680,2568.0,6.38006230529595
512,64,blackhole,riscv_1,200704,2567.0,12.76509544215037
1024,64,blackhole,riscv_1,201728,2574.0,25.46076146076146
2048,64,blackhole,riscv_1,202752,2593.0,50.54839953721558
4096,64,blackhole,riscv_1,203776,4678.0,56.03762291577597
8192,64,blackhole,riscv_1,204800,8887.0,58.9949364239901
16384,64,blackhole,riscv_1,205824,17407.0,60.23875452404205
32768,64,blackhole,riscv_1,206848,34386.0,60.988541848426685
65536,64,blackhole,riscv_1,207872,68336.0,61.37766331070007
64,256,blackhole,riscv_1,208896,9281.0,1.765327012175412
128,256,blackhole,riscv_1,209920,9278.0,3.5317956456132786
256,256,blackhole,riscv_1,210944,9288.0,7.0559862187769165
512,256,blackhole,riscv_1,211968,9289.0,14.110453224243729
1024,256,blackhole,riscv_1,212992,9296.0,28.199655765920827
2048,256,blackhole,riscv_1,214016,9312.0,56.302405498281786
4096,256,blackhole,riscv_1,215040,17608.0,59.55111313039527
8192,256,blackhole,riscv_1,216064,34447.0,60.88054112114263
16384,256,blackhole,riscv_1,217088,68352.0,61.36329588014981
32768,256,blackhole,riscv_1,218112,136275.0,61.55647037240873
65536,256,blackhole,riscv_1,219136,272695.0,61.5237389757788
