Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Loopback,Latency (cycles),Bandwidth (bytes/cycle)
128,64,blackhole,riscv_0,34816,true,24456.0,0.33496892378148513
256,64,blackhole,riscv_0,35840,true,24589.0,0.6663142055390622
512,64,blackhole,riscv_0,36864,true,24842.0,1.3190564366798165
1024,64,blackhole,riscv_0,37888,true,25389.0,2.581275355468904
2048,64,blackhole,riscv_0,38912,true,26563.0,4.934382411625193
4096,64,blackhole,riscv_0,39936,true,28769.0,9.11203031040356
8192,64,blackhole,riscv_0,40960,true,33500.0,15.650388059701493
16384,64,blackhole,riscv_0,41984,true,42273.0,24.804863624535756
32768,64,blackhole,riscv_0,43008,true,83289.0,25.179219344691376
65536,64,blackhole,riscv_0,44032,true,165819.0,25.294471682979633
64,256,blackhole,riscv_0,45056,true,96011.0,0.17064711335159513
128,256,blackhole,riscv_0,46080,true,96264.0,0.34039724092080115
256,256,blackhole,riscv_0,47104,true,96779.0,0.6771717004722099
512,256,blackhole,riscv_0,48128,true,97804.0,1.3401496871293608
1024,256,blackhole,riscv_0,49152,true,99925.0,2.62340755566675
2048,256,blackhole,riscv_0,50176,true,104436.0,5.02018461067065
4096,256,blackhole,riscv_0,51200,true,113443.0,9.243197024056133
8192,256,blackhole,riscv_0,52224,true,131307.0,15.97136481680337
16384,256,blackhole,riscv_0,53248,true,165849.0,25.289896230908838
32768,256,blackhole,riscv_0,54272,true,331203.0,25.327693287802344
65536,256,blackhole,riscv_0,55296,true,663525.0,25.284979465732263
64,1,blackhole,riscv_0,56320,false,893.0,0.07166853303471445
128,1,blackhole,riscv_0,57344,false,891.0,0.143658810325477
256,1,blackhole,riscv_0,58368,false,892.0,0.28699551569506726
512,1,blackhole,riscv_0,59392,false,901.0,0.5682574916759157
1024,1,blackhole,riscv_0,60416,false,907.0,1.1289966923925028
2048,1,blackhole,riscv_0,61440,false,948.0,2.160337552742616
4096,1,blackhole,riscv_0,62464,false,971.0,4.218331616889804
8192,1,blackhole,riscv_0,63488,false,1037.0,7.899710703953713
16384,1,blackhole,riscv_0,64512,false,1173.0,13.967604433077579
32768,1,blackhole,riscv_0,65536,false,2176.0,15.058823529411764
65536,1,blackhole,riscv_0,66560,false,3115.0,21.03884430176565
64,4,blackhole,riscv_0,67584,false,2018.0,0.12685827552031714
128,4,blackhole,riscv_0,68608,false,2017.0,0.25384234010907286
256,4,blackhole,riscv_0,69632,false,2033.0,0.5036891293654697
512,4,blackhole,riscv_0,70656,false,2042.0,1.0029382957884427
1024,4,blackhole,riscv_0,71680,false,2071.0,1.9777885079671655
2048,4,blackhole,riscv_0,72704,false,2416.0,3.390728476821192
4096,4,blackhole,riscv_0,73728,false,2292.0,7.148342059336824
8192,4,blackhole,riscv_0,74752,false,2918.0,11.22960932145305
16384,4,blackhole,riscv_0,75776,false,3510.0,18.67122507122507
32768,4,blackhole,riscv_0,76800,false,6063.0,21.618340755401615
65536,4,blackhole,riscv_0,77824,false,11226.0,23.35150543381436
64,16,blackhole,riscv_0,78848,false,6518.0,0.15710340595274624
128,16,blackhole,riscv_0,79872,false,6508.0,0.3146896127842655
256,16,blackhole,riscv_0,80896,false,6537.0,0.6265871194737648
512,16,blackhole,riscv_0,81920,false,6604.0,1.2404603270745003
1024,16,blackhole,riscv_0,82944,false,6743.0,2.429779030105294
2048,16,blackhole,riscv_0,83968,false,7380.0,4.440108401084011
4096,16,blackhole,riscv_0,84992,false,7578.0,8.648192135128003
8192,16,blackhole,riscv_0,86016,false,9085.0,14.427297743533297
16384,16,blackhole,riscv_0,87040,false,10868.0,24.120721383879278
32768,16,blackhole,riscv_0,88064,false,21216.0,24.71191553544495
65536,16,blackhole,riscv_0,89088,false,41733.0,25.12582368868761
64,64,blackhole,riscv_0,90112,false,24393.0,0.16791702537613248
128,64,blackhole,riscv_0,91136,false,24459.0,0.3349278384234842
256,64,blackhole,riscv_0,92160,false,24584.0,0.6664497233973316
512,64,blackhole,riscv_0,93184,false,24851.0,1.3185787292261881
1024,64,blackhole,riscv_0,94208,false,25361.0,2.584125231654903
2048,64,blackhole,riscv_0,95232,false,26525.0,4.941451460885957
4096,64,blackhole,riscv_0,96256,false,29118.0,9.002816127481283
8192,64,blackhole,riscv_0,97280,false,33112.0,15.83377627446243
16384,64,blackhole,riscv_0,98304,false,41741.0,25.121008121511224
32768,64,blackhole,riscv_0,99328,false,82916.0,25.292488783829416
65536,64,blackhole,riscv_0,100352,false,165609.0,25.326546262582347
64,256,blackhole,riscv_0,101376,false,96026.0,0.17062045695957345
128,256,blackhole,riscv_0,102400,false,96266.0,0.34039016890698687
256,256,blackhole,riscv_0,103424,false,96794.0,0.6770667603363845
512,256,blackhole,riscv_0,104448,false,97804.0,1.3401496871293608
1024,256,blackhole,riscv_0,105472,false,99886.0,2.6244318523116354
2048,256,blackhole,riscv_0,106496,false,104738.0,5.005709484618763
4096,256,blackhole,riscv_0,107520,false,113233.0,9.26033930038063
8192,256,blackhole,riscv_0,108544,false,131204.0,15.983902929788727
16384,256,blackhole,riscv_0,109568,false,165651.0,25.320124840779712
32768,256,blackhole,riscv_0,110592,false,330378.0,25.39094007470231
65536,256,blackhole,riscv_0,111616,false,660021.0,25.419215449205403
