Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Loopback,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_0,0,true,895.0,0.07150837988826815
128,1,blackhole,riscv_0,1024,true,893.0,0.1433370660694289
256,1,blackhole,riscv_0,2048,true,891.0,0.287317620650954
512,1,blackhole,riscv_0,3072,true,899.0,0.5695216907675195
1024,1,blackhole,riscv_0,4096,true,909.0,1.1265126512651265
2048,1,blackhole,riscv_0,5120,true,923.0,2.218851570964247
4096,1,blackhole,riscv_0,6144,true,958.0,4.275574112734864
8192,1,blackhole,riscv_0,7168,true,1029.0,7.961127308066083
16384,1,blackhole,riscv_0,8192,true,1163.0,14.087704213241617
32768,1,blackhole,riscv_0,9216,true,2222.0,14.747074707470746
65536,1,blackhole,riscv_0,10240,true,3497.0,18.740634829854162
64,4,blackhole,riscv_0,11264,true,2020.0,0.12673267326732673
128,4,blackhole,riscv_0,12288,true,2017.0,0.25384234010907286
256,4,blackhole,riscv_0,13312,true,2026.0,0.5054294175715696
512,4,blackhole,riscv_0,14336,true,2043.0,1.002447381302007
1024,4,blackhole,riscv_0,15360,true,2084.0,1.965451055662188
2048,4,blackhole,riscv_0,16384,true,2162.0,3.7890841813135987
4096,4,blackhole,riscv_0,17408,true,2299.0,7.126576772509787
8192,4,blackhole,riscv_0,18432,true,2569.0,12.755157648890618
16384,4,blackhole,riscv_0,19456,true,3521.0,18.61289406418631
32768,4,blackhole,riscv_0,20480,true,6098.0,21.494260413250245
65536,4,blackhole,riscv_0,21504,true,10871.0,24.11406494342747
64,16,blackhole,riscv_0,22528,true,6507.0,0.1573689872445059
128,16,blackhole,riscv_0,23552,true,6506.0,0.31478635106055947
256,16,blackhole,riscv_0,24576,true,6546.0,0.6257256339749465
512,16,blackhole,riscv_0,25600,true,6613.0,1.2387721155300166
1024,16,blackhole,riscv_0,26624,true,6739.0,2.4312212494435377
2048,16,blackhole,riscv_0,27648,true,7020.0,4.6678062678062675
4096,16,blackhole,riscv_0,28672,true,7947.0,8.246633949918207
8192,16,blackhole,riscv_0,29696,true,8692.0,15.079613437643811
16384,16,blackhole,riscv_0,30720,true,11277.0,23.24589873193225
32768,16,blackhole,riscv_0,31744,true,21222.0,24.704928847422487
65536,16,blackhole,riscv_0,32768,true,41838.0,25.062765906592094
64,64,blackhole,riscv_0,33792,true,24396.0,0.1678963764551566
