RISC-V Processor,Kernel,Run Host ID,Transaction Size (bytes),Number of Transactions,Latency (cycles),Bandwidth (bytes/cycle)
riscv_1,Receiver,71680,64,1,683.0,0.09370424597364568
riscv_1,Receiver,72704,128,1,713.5,0.17940165399650343
riscv_1,Receiver,73728,256,1,712.5,0.3593125783041392
riscv_1,Receiver,74752,512,1,718.0,0.7130933052453527
riscv_1,Receiver,75776,1024,1,721.5,1.4195115203123319
riscv_1,Receiver,76800,2048,1,739.0,2.7714952800388217
riscv_1,Receiver,77824,4096,1,778.5,5.261662750481823
riscv_1,Receiver,78848,8192,1,841.5,9.735412912446405
riscv_1,Receiver,79872,16384,1,987.0,16.600223375599498
riscv_1,Receiver,80896,32768,1,1392.5,23.532290122711853
riscv_1,Receiver,81920,65536,1,2227.0,29.428143562255254
riscv_1,Receiver,82944,131072,1,3899.0,33.616880109794806
riscv_1,Receiver,83968,262144,1,7196.5,36.426600658054824
riscv_1,Receiver,84992,524288,1,13837.0,37.89031808472437
riscv_1,Receiver,86016,64,4,2011.0,0.12730035446656307
riscv_1,Receiver,87040,128,4,2022.5,0.25315242635374646
riscv_1,Receiver,88064,256,4,2025.0,0.5056869047918078
riscv_1,Receiver,89088,512,4,2012.5,1.017657905366901
riscv_1,Receiver,90112,1024,4,2031.0,2.016764478854337
riscv_1,Receiver,91136,2048,4,2071.0,3.9556360409486926
riscv_1,Receiver,92160,4096,4,2233.0,7.33726748321836
riscv_1,Receiver,93184,8192,4,2506.0,13.075892993630575
riscv_1,Receiver,94208,16384,4,3044.0,21.529715066212873
riscv_1,Receiver,95232,32768,4,4345.5,30.162786892173692
riscv_1,Receiver,96256,65536,4,6899.5,37.99466143675187
riscv_1,Receiver,97280,131072,4,11881.0,44.12828328514565
riscv_1,Receiver,98304,262144,4,22085.0,47.47910696826179
riscv_1,Receiver,99328,524288,4,42368.5,49.497906117521495
riscv_1,Receiver,100352,64,16,7245.0,0.14133912365087203
riscv_1,Receiver,101376,128,16,7301.5,0.28049053250064804
riscv_1,Receiver,102400,256,16,7340.0,0.5580384060866173
riscv_1,Receiver,103424,512,16,7309.0,1.1208104848359057
riscv_1,Receiver,104448,1024,16,7323.0,2.2373378051733175
riscv_1,Receiver,105472,2048,16,7524.0,4.355131480769666
riscv_1,Receiver,106496,4096,16,8019.0,8.1725963260442
riscv_1,Receiver,107520,8192,16,9102.5,14.399567902968958
riscv_1,Receiver,108544,16384,16,11330.5,23.136140624789444
riscv_1,Receiver,109568,32768,16,15967.0,32.835725740814766
riscv_1,Receiver,110592,65536,16,25326.5,41.402326934379104
riscv_1,Receiver,111616,131072,16,44038.5,47.620877929782615
riscv_1,Receiver,112640,262144,16,82134.0,51.066598553531136
riscv_1,Receiver,113664,524288,16,156823.0,53.49092929900243
riscv_1,Receiver,114688,64,64,28456.5,0.14393900460437561
riscv_1,Receiver,115712,128,64,28398.5,0.28846595092251687
riscv_1,Receiver,116736,256,64,28443.0,0.5760292863745331
riscv_1,Receiver,117760,512,64,28304.5,1.1576958771619978
riscv_1,Receiver,118784,1024,64,28435.0,2.3047654849783625
riscv_1,Receiver,119808,2048,64,29232.0,4.48385356855631
riscv_1,Receiver,120832,4096,64,31240.5,8.391159017632067
riscv_1,Receiver,121856,8192,64,35539.0,14.752469538924384
riscv_1,Receiver,122880,16384,64,44275.0,23.68325317299612
riscv_1,Receiver,123904,32768,64,62441.0,33.586137528981745
riscv_1,Receiver,124928,65536,64,100069.5,41.91391000950667
riscv_1,Receiver,125952,131072,64,172636.5,48.59116123009717
riscv_1,Receiver,126976,262144,64,319692.5,52.47922928824961
riscv_1,Receiver,128000,524288,64,612849.0,54.751548920496944
riscv_1,Receiver,129024,64,256,112173.0,0.14606010415877924
riscv_1,Receiver,130048,128,256,112975.0,0.2900464719124626
riscv_1,Receiver,131072,256,256,112665.0,0.5816890784241068
riscv_1,Receiver,132096,512,256,112897.0,1.160987450193872
riscv_1,Receiver,133120,1024,256,113004.5,2.3197660346916416
riscv_1,Receiver,134144,2048,256,116095.0,4.516025680695796
riscv_1,Receiver,135168,4096,256,124134.5,8.447095707143863
riscv_1,Receiver,136192,8192,256,141124.0,14.860349781982503
riscv_1,Receiver,137216,16384,256,176743.5,23.731022663133928
riscv_1,Receiver,138240,32768,256,248548.5,33.75038676197059
riscv_1,Receiver,139264,65536,256,394832.0,42.49203712939767
riscv_1,Receiver,140288,131072,256,686847.5,48.852812311322154
riscv_1,Receiver,141312,262144,256,1289288.5,52.05108399110899
riscv_1,Receiver,142336,524288,256,2438614.5,55.038517978326226
