Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_1,0,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,489.0,0.130879345603272
128,1,blackhole,riscv_1,1024,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,489.0,0.261758691206544
256,1,blackhole,riscv_1,2048,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,497.0,0.5150905432595574
512,1,blackhole,riscv_1,3072,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,506.0,1.0118577075098814
1024,1,blackhole,riscv_1,4096,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,529.0,1.9357277882797732
2048,1,blackhole,riscv_1,5120,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,546.0,3.750915750915751
4096,1,blackhole,riscv_1,6144,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,585.0,7.001709401709402
8192,1,blackhole,riscv_1,7168,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,674.0,12.154302670623146
16384,1,blackhole,riscv_1,8192,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,849.0,19.297997644287396
64,4,blackhole,riscv_1,9216,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,559.0,0.45796064400715564
128,4,blackhole,riscv_1,10240,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,559.0,0.9159212880143113
256,4,blackhole,riscv_1,11264,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,575.0,1.7808695652173914
512,4,blackhole,riscv_1,12288,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,591.0,3.4653130287648053
1024,4,blackhole,riscv_1,13312,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,591.0,6.930626057529611
2048,4,blackhole,riscv_1,14336,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,681.0,12.029368575624082
4096,4,blackhole,riscv_1,15360,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,847.0,19.343565525383706
8192,4,blackhole,riscv_1,16384,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,1255.0,26.10996015936255
16384,4,blackhole,riscv_1,17408,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,1888.0,34.71186440677966
64,16,blackhole,riscv_1,18432,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,807.0,1.2688971499380421
128,16,blackhole,riscv_1,19456,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,825.0,2.4824242424242424
256,16,blackhole,riscv_1,20480,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,848.0,4.830188679245283
512,16,blackhole,riscv_1,21504,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,824.0,9.941747572815533
1024,16,blackhole,riscv_1,22528,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,854.0,19.185011709601874
2048,16,blackhole,riscv_1,23552,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,1247.0,26.27746591820369
4096,16,blackhole,riscv_1,24576,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,2039.0,32.14124570868073
8192,16,blackhole,riscv_1,25600,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,3464.0,37.838337182448036
16384,16,blackhole,riscv_1,26624,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,6071.0,43.17970680283314
64,64,blackhole,riscv_1,27648,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,1855.0,2.2080862533692724
128,64,blackhole,riscv_1,28672,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,1880.0,4.357446808510638
256,64,blackhole,riscv_1,29696,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,1904.0,8.605042016806722
512,64,blackhole,riscv_1,30720,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,1925.0,17.022337662337662
1024,64,blackhole,riscv_1,31744,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,2038.0,32.15701668302257
2048,64,blackhole,riscv_1,32768,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,3559.0,36.82832256251756
4096,64,blackhole,riscv_1,33792,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,6679.0,39.24898936966612
8192,64,blackhole,riscv_1,34816,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,12615.0,41.560681728101464
16384,64,blackhole,riscv_1,35840,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,22832.0,45.92571829011913
64,256,blackhole,riscv_1,36864,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,6087.0,2.6916379168720224
128,256,blackhole,riscv_1,37888,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,6102.0,5.370042608980662
256,256,blackhole,riscv_1,38912,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,6135.0,10.682314588427058
512,256,blackhole,riscv_1,39936,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,6151.0,21.30905543814014
1024,256,blackhole,riscv_1,40960,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,6958.0,37.67519402127048
2048,256,blackhole,riscv_1,41984,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,12903.0,40.633031078043864
4096,256,blackhole,riscv_1,43008,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,25983.0,40.35623292152561
8192,256,blackhole,riscv_1,44032,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,48984.0,42.813000163318634
16384,256,blackhole,riscv_1,45056,DRAM Sharded,unicast,one_from_one,False,False,False,0,0,89897.0,46.65677386342147
64,1,blackhole,riscv_1,46080,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,508.0,0.12598425196850394
128,1,blackhole,riscv_1,47104,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,513.0,0.24951267056530213
256,1,blackhole,riscv_1,48128,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,497.0,0.5150905432595574
512,1,blackhole,riscv_1,49152,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,649.0,0.7889060092449923
1024,1,blackhole,riscv_1,50176,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,529.0,1.9357277882797732
2048,1,blackhole,riscv_1,51200,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,547.0,3.7440585009140768
4096,1,blackhole,riscv_1,52224,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,585.0,7.001709401709402
8192,1,blackhole,riscv_1,53248,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,673.0,12.172362555720653
16384,1,blackhole,riscv_1,54272,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,849.0,19.297997644287396
64,4,blackhole,riscv_1,55296,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,559.0,0.45796064400715564
128,4,blackhole,riscv_1,56320,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,567.0,0.9029982363315696
256,4,blackhole,riscv_1,57344,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,574.0,1.78397212543554
512,4,blackhole,riscv_1,58368,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,592.0,3.4594594594594597
1024,4,blackhole,riscv_1,59392,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,591.0,6.930626057529611
2048,4,blackhole,riscv_1,60416,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,682.0,12.011730205278592
4096,4,blackhole,riscv_1,61440,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,847.0,19.343565525383706
8192,4,blackhole,riscv_1,62464,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1248.0,26.256410256410255
16384,4,blackhole,riscv_1,63488,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1887.0,34.730259671436144
64,16,blackhole,riscv_1,64512,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,815.0,1.2564417177914111
128,16,blackhole,riscv_1,65536,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,823.0,2.488456865127582
256,16,blackhole,riscv_1,66560,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,839.0,4.882002383790226
512,16,blackhole,riscv_1,67584,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,824.0,9.941747572815533
1024,16,blackhole,riscv_1,68608,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,854.0,19.185011709601874
2048,16,blackhole,riscv_1,69632,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1250.0,26.2144
4096,16,blackhole,riscv_1,70656,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1982.0,33.06559031281534
8192,16,blackhole,riscv_1,71680,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,3407.0,38.47138244790138
16384,16,blackhole,riscv_1,72704,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,6095.0,43.00968006562756
64,64,blackhole,riscv_1,73728,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1870.0,2.190374331550802
128,64,blackhole,riscv_1,74752,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1862.0,4.399570354457572
256,64,blackhole,riscv_1,75776,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1902.0,8.614090431125131
512,64,blackhole,riscv_1,76800,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,1927.0,17.004670472236636
1024,64,blackhole,riscv_1,77824,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,2039.0,32.14124570868073
2048,64,blackhole,riscv_1,78848,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,3474.0,37.729418537708696
4096,64,blackhole,riscv_1,79872,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,6799.0,38.55625827327548
8192,64,blackhole,riscv_1,80896,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,12560.0,41.74267515923567
16384,64,blackhole,riscv_1,81920,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,22999.0,45.59224314100613
64,256,blackhole,riscv_1,82944,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,6110.0,2.681505728314239
128,256,blackhole,riscv_1,83968,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,6103.0,5.369162706865476
256,256,blackhole,riscv_1,84992,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,6223.0,10.531255021693717
512,256,blackhole,riscv_1,86016,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,6143.0,21.336806120787887
1024,256,blackhole,riscv_1,87040,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,6836.0,38.34757167934465
2048,256,blackhole,riscv_1,88064,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,12916.0,40.592133787550324
4096,256,blackhole,riscv_1,89088,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,25880.0,40.51684698608965
8192,256,blackhole,riscv_1,90112,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,48968.0,42.82698905407613
16384,256,blackhole,riscv_1,91136,DRAM Sharded,unicast,one_from_one,False,False,False,0,1,89710.0,46.75402965109798
