Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,109,blackhole,riscv_1,0,L1,unicast,one_from_all,True,False,False,109,1,3848.0,1.812889812889813
128,109,blackhole,riscv_1,1024,L1,unicast,one_from_all,True,False,False,109,1,3840.0,3.6333333333333333
256,109,blackhole,riscv_1,2048,L1,unicast,one_from_all,True,False,False,109,1,3847.0,7.253444242266701
512,109,blackhole,riscv_1,3072,L1,unicast,one_from_all,True,False,False,109,1,3847.0,14.506888484533402
1024,109,blackhole,riscv_1,4096,L1,unicast,one_from_all,True,False,False,109,1,3851.0,28.983640612827838
2048,109,blackhole,riscv_1,5120,L1,unicast,one_from_all,True,False,False,109,1,4054.0,55.06462752836705
4096,109,blackhole,riscv_1,6144,L1,unicast,one_from_all,True,False,False,109,1,7716.0,57.86210471747019
8192,109,blackhole,riscv_1,7168,L1,unicast,one_from_all,True,False,False,109,1,14961.0,59.683710981886236
16384,109,blackhole,riscv_1,8192,L1,unicast,one_from_all,True,False,False,109,1,29016.0,61.547284256961674
32768,109,blackhole,riscv_1,9216,L1,unicast,one_from_all,True,False,False,109,1,57865.0,61.72491143178087
65536,109,blackhole,riscv_1,10240,L1,unicast,one_from_all,True,False,False,109,1,117171.0,60.96580211827158
64,436,blackhole,riscv_1,11264,L1,unicast,one_from_all,True,False,False,109,1,14938.0,1.867987682420672
128,436,blackhole,riscv_1,12288,L1,unicast,one_from_all,True,False,False,109,1,14933.0,3.7372262773722627
256,436,blackhole,riscv_1,13312,L1,unicast,one_from_all,True,False,False,109,1,14929.0,7.4764552213812046
512,436,blackhole,riscv_1,14336,L1,unicast,one_from_all,True,False,False,109,1,14933.0,14.94890510948905
1024,436,blackhole,riscv_1,15360,L1,unicast,one_from_all,True,False,False,109,1,14959.0,29.845845310515408
2048,436,blackhole,riscv_1,16384,L1,unicast,one_from_all,True,False,False,109,1,15145.0,58.95860019808518
4096,436,blackhole,riscv_1,17408,L1,unicast,one_from_all,True,False,False,109,1,29223.0,61.1113164288403
8192,436,blackhole,riscv_1,18432,L1,unicast,one_from_all,True,False,False,109,1,57843.0,61.748387877530554
16384,436,blackhole,riscv_1,19456,L1,unicast,one_from_all,True,False,False,109,1,116263.0,61.4419376757868
32768,436,blackhole,riscv_1,20480,L1,unicast,one_from_all,True,False,False,109,1,232052.0,61.56744178029062
65536,436,blackhole,riscv_1,21504,L1,unicast,one_from_all,True,False,False,109,1,468392.0,61.00380877555552
64,1744,blackhole,riscv_1,22528,L1,unicast,one_from_all,True,False,False,109,1,60723.0,1.8381173525682197
128,1744,blackhole,riscv_1,23552,L1,unicast,one_from_all,True,False,False,109,1,60732.0,3.6756899163538166
256,1744,blackhole,riscv_1,24576,L1,unicast,one_from_all,True,False,False,109,1,60722.0,7.352590494384243
512,1744,blackhole,riscv_1,25600,L1,unicast,one_from_all,True,False,False,109,1,60746.0,14.69937115201001
1024,1744,blackhole,riscv_1,26624,L1,unicast,one_from_all,True,False,False,109,1,60745.0,29.39922627376739
2048,1744,blackhole,riscv_1,27648,L1,unicast,one_from_all,True,False,False,109,1,60837.0,58.7095353156796
4096,1744,blackhole,riscv_1,28672,L1,unicast,one_from_all,True,False,False,109,1,116750.0,61.185644539614565
8192,1744,blackhole,riscv_1,29696,L1,unicast,one_from_all,True,False,False,109,1,234574.0,60.90550529896749
16384,1744,blackhole,riscv_1,30720,L1,unicast,one_from_all,True,False,False,109,1,463873.0,61.59810120442449
32768,1744,blackhole,riscv_1,31744,L1,unicast,one_from_all,True,False,False,109,1,922095.0,61.97560121245642
65536,1744,blackhole,riscv_1,32768,L1,unicast,one_from_all,True,False,False,109,1,1843710.0,61.99173622749782
64,6976,blackhole,riscv_1,33792,L1,unicast,one_from_all,True,False,False,109,1,243901.0,1.83051320002788
128,6976,blackhole,riscv_1,34816,L1,unicast,one_from_all,True,False,False,109,1,243908.0,3.6609213309936535
256,6976,blackhole,riscv_1,35840,L1,unicast,one_from_all,True,False,False,109,1,243831.0,7.324154844954087
512,6976,blackhole,riscv_1,36864,L1,unicast,one_from_all,True,False,False,109,1,243864.0,14.646327461207886
1024,6976,blackhole,riscv_1,37888,L1,unicast,one_from_all,True,False,False,109,1,243892.0,29.289291981696817
2048,6976,blackhole,riscv_1,38912,L1,unicast,one_from_all,True,False,False,109,1,243910.0,58.574260997909064
4096,6976,blackhole,riscv_1,39936,L1,unicast,one_from_all,True,False,False,109,1,468025.0,61.05164467710058
8192,6976,blackhole,riscv_1,40960,L1,unicast,one_from_all,True,False,False,109,1,920390.0,62.09040950032052
16384,6976,blackhole,riscv_1,41984,L1,unicast,one_from_all,True,False,False,109,1,1842323.0,62.03840694601327
