Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Grid Dimensions,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
128,16,blackhole,riscv_1,65536,6x6,36,73728,1449.0,50.88198757763975
256,16,blackhole,riscv_1,66560,6x6,36,147456,1674.0,88.08602150537635
512,16,blackhole,riscv_1,67584,6x6,36,294912,2373.0,124.27812895069532
1024,16,blackhole,riscv_1,68608,6x6,36,589824,3741.0,157.66479550922213
2048,16,blackhole,riscv_1,69632,6x6,36,1179648,6956.0,169.58711903392754
4096,16,blackhole,riscv_1,70656,6x6,36,2359296,13210.0,178.599242997729
8192,16,blackhole,riscv_1,71680,6x6,36,4718592,27696.0,170.37088388214906
16384,16,blackhole,riscv_1,72704,6x6,36,9437184,57936.0,162.88980944490473
64,64,blackhole,riscv_1,73728,6x6,36,147456,3381.0,43.6131322094055
128,64,blackhole,riscv_1,74752,6x6,36,294912,3368.0,87.56294536817101
256,64,blackhole,riscv_1,75776,6x6,36,589824,5312.0,111.03614457831326
512,64,blackhole,riscv_1,76800,6x6,36,1179648,8121.0,145.25895825637238
1024,64,blackhole,riscv_1,77824,6x6,36,2359296,13781.0,171.1991872868442
2048,64,blackhole,riscv_1,78848,6x6,36,4718592,26386.0,178.82937921625106
4096,64,blackhole,riscv_1,79872,6x6,36,9437184,52514.0,179.70796359066154
8192,64,blackhole,riscv_1,80896,6x6,36,18874368,107996.0,174.7691395977629
16384,64,blackhole,riscv_1,81920,6x6,36,37748736,221514.0,170.41241637097428
64,256,blackhole,riscv_1,82944,6x6,36,589824,11108.0,53.099027727763776
128,256,blackhole,riscv_1,83968,6x6,36,1179648,11050.0,106.75547511312217
256,256,blackhole,riscv_1,84992,6x6,36,2359296,20304.0,116.19858156028369
512,256,blackhole,riscv_1,86016,6x6,36,4718592,30208.0,156.20338983050848
1024,256,blackhole,riscv_1,87040,6x6,36,9437184,53365.0,176.84219994378338
2048,256,blackhole,riscv_1,88064,6x6,36,18874368,104113.0,181.28733203346363
4096,256,blackhole,riscv_1,89088,6x6,36,37748736,212894.0,177.31235262618955
8192,256,blackhole,riscv_1,90112,6x6,36,75497472,436857.0,172.81964578798096
16384,256,blackhole,riscv_1,91136,6x6,36,150994944,903473.0,167.12723457148138
64,1,blackhole,riscv_1,92160,11x10,110,7040,1623.0,4.337646333949476
128,1,blackhole,riscv_1,93184,11x10,110,14080,1592.0,8.844221105527637
256,1,blackhole,riscv_1,94208,11x10,110,28160,1721.0,16.362579895409645
512,1,blackhole,riscv_1,95232,11x10,110,56320,1648.0,34.1747572815534
1024,1,blackhole,riscv_1,96256,11x10,110,112640,1592.0,70.7537688442211
2048,1,blackhole,riscv_1,97280,11x10,110,225280,1845.0,122.1029810298103
4096,1,blackhole,riscv_1,98304,11x10,110,450560,2899.0,155.4191100379441
8192,1,blackhole,riscv_1,99328,11x10,110,901120,4905.0,183.7145769622834
16384,1,blackhole,riscv_1,100352,11x10,110,1802240,10575.0,170.42458628841607
64,4,blackhole,riscv_1,101376,11x10,110,28160,1849.0,15.229853975121687
128,4,blackhole,riscv_1,102400,11x10,110,56320,1776.0,31.71171171171171
256,4,blackhole,riscv_1,103424,11x10,110,112640,1718.0,65.56461001164145
512,4,blackhole,riscv_1,104448,11x10,110,225280,1778.0,126.70416197975253
1024,4,blackhole,riscv_1,105472,11x10,110,450560,2875.0,156.71652173913043
2048,4,blackhole,riscv_1,106496,11x10,110,901120,5089.0,177.07211632933777
4096,4,blackhole,riscv_1,107520,11x10,110,1802240,9967.0,180.8207083375138
8192,4,blackhole,riscv_1,108544,11x10,110,3604480,19105.0,188.66684114106255
16384,4,blackhole,riscv_1,109568,11x10,110,7208960,39587.0,182.10422613484224
64,16,blackhole,riscv_1,110592,11x10,110,112640,2249.0,50.08448199199644
128,16,blackhole,riscv_1,111616,11x10,110,225280,2271.0,99.19859092910612
256,16,blackhole,riscv_1,112640,11x10,110,450560,3256.0,138.3783783783784
512,16,blackhole,riscv_1,113664,11x10,110,901120,5249.0,171.67460468660698
1024,16,blackhole,riscv_1,114688,11x10,110,1802240,9448.0,190.75359864521593
2048,16,blackhole,riscv_1,115712,11x10,110,3604480,18205.0,197.9939577039275
4096,16,blackhole,riscv_1,116736,11x10,110,7208960,37137.0,194.11799553006435
8192,16,blackhole,riscv_1,117760,11x10,110,14417920,75666.0,190.54687706499618
16384,16,blackhole,riscv_1,118784,11x10,110,28835840,155389.0,185.57195168255154
64,64,blackhole,riscv_1,119808,11x10,110,450560,5924.0,76.05671843349089
128,64,blackhole,riscv_1,120832,11x10,110,901120,7734.0,116.5140936126196
256,64,blackhole,riscv_1,121856,11x10,110,1802240,11438.0,157.56600804336423
512,64,blackhole,riscv_1,122880,11x10,110,3604480,19080.0,188.9140461215933
1024,64,blackhole,riscv_1,123904,11x10,110,7208960,36658.0,196.65448196846526
2048,64,blackhole,riscv_1,124928,11x10,110,14417920,71373.0,202.00804225687585
4096,64,blackhole,riscv_1,125952,11x10,110,28835840,147382.0,195.65374333364997
8192,64,blackhole,riscv_1,126976,11x10,110,57671680,306444.0,188.19647309133154
16384,64,blackhole,riscv_1,128000,11x10,110,115343360,621254.0,185.66216072653054
64,256,blackhole,riscv_1,129024,11x10,110,1802240,21823.0,82.58442927186913
128,256,blackhole,riscv_1,130048,11x10,110,3604480,29929.0,120.43436132179491
256,256,blackhole,riscv_1,131072,11x10,110,7208960,44437.0,162.22877331953103
512,256,blackhole,riscv_1,132096,11x10,110,14417920,75435.0,191.1303771458872
1024,256,blackhole,riscv_1,133120,11x10,110,28835840,145040.0,198.8130170987314
2048,256,blackhole,riscv_1,134144,11x10,110,57671680,285592.0,201.93730916832405
4096,256,blackhole,riscv_1,135168,11x10,110,115343360,584334.0,197.39286093227503
8192,256,blackhole,riscv_1,136192,11x10,110,230686720,1194970.0,193.048126731215
16384,256,blackhole,riscv_1,137216,11x10,110,461373440,2488228.0,185.4224934370966
