Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_1,0,361.0,0.1772853185595568
128,1,blackhole,riscv_1,1024,375.0,0.3413333333333333
256,1,blackhole,riscv_1,2048,372.0,0.6881720430107527
512,1,blackhole,riscv_1,3072,387.0,1.322997416020672
1024,1,blackhole,riscv_1,4096,389.0,2.632390745501285
2048,1,blackhole,riscv_1,5120,407.0,5.031941031941032
4096,1,blackhole,riscv_1,6144,441.0,9.287981859410431
8192,1,blackhole,riscv_1,7168,511.0,16.031311154598825
16384,1,blackhole,riscv_1,8192,652.0,25.12883435582822
32768,1,blackhole,riscv_1,9216,904.0,36.24778761061947
65536,1,blackhole,riscv_1,10240,1444.0,45.38504155124654
64,4,blackhole,riscv_1,11264,468.0,0.5470085470085471
128,4,blackhole,riscv_1,12288,469.0,1.091684434968017
256,4,blackhole,riscv_1,13312,456.0,2.245614035087719
512,4,blackhole,riscv_1,14336,477.0,4.29350104821803
1024,4,blackhole,riscv_1,15360,448.0,9.142857142857142
2048,4,blackhole,riscv_1,16384,500.0,16.384
4096,4,blackhole,riscv_1,17408,631.0,25.96513470681458
8192,4,blackhole,riscv_1,18432,920.0,35.61739130434783
16384,4,blackhole,riscv_1,19456,1457.0,44.98009608785175
32768,4,blackhole,riscv_1,20480,2530.0,51.80711462450593
65536,4,blackhole,riscv_1,21504,4635.0,56.55749730312837
64,16,blackhole,riscv_1,22528,789.0,1.2978453738910012
128,16,blackhole,riscv_1,23552,817.0,2.5067319461444306
256,16,blackhole,riscv_1,24576,829.0,4.940892641737032
512,16,blackhole,riscv_1,25600,796.0,10.291457286432161
1024,16,blackhole,riscv_1,26624,850.0,19.275294117647057
2048,16,blackhole,riscv_1,27648,952.0,34.42016806722689
4096,16,blackhole,riscv_1,28672,1485.0,44.131986531986534
8192,16,blackhole,riscv_1,29696,2547.0,51.46132705143306
16384,16,blackhole,riscv_1,30720,4661.0,56.24200815275692
32768,16,blackhole,riscv_1,31744,8893.0,58.95513325087147
65536,16,blackhole,riscv_1,32768,17424.0,60.17998163452709
64,64,blackhole,riscv_1,33792,2209.0,1.854232684472612
128,64,blackhole,riscv_1,34816,2230.0,3.673542600896861
256,64,blackhole,riscv_1,35840,2230.0,7.347085201793722
512,64,blackhole,riscv_1,36864,2224.0,14.733812949640289
1024,64,blackhole,riscv_1,37888,2227.0,29.427929950606195
2048,64,blackhole,riscv_1,38912,2637.0,49.70496776640121
4096,64,blackhole,riscv_1,39936,4736.0,55.351351351351354
8192,64,blackhole,riscv_1,40960,8956.0,58.54041983028137
16384,64,blackhole,riscv_1,41984,17505.0,59.9015138531848
32768,64,blackhole,riscv_1,43008,34393.0,60.97612886343151
65536,64,blackhole,riscv_1,44032,68350.0,61.36509144111192
64,256,blackhole,riscv_1,45056,7733.0,2.1187120134488557
128,256,blackhole,riscv_1,46080,7734.0,4.2368761313679855
256,256,blackhole,riscv_1,47104,7694.0,8.517806082661814
512,256,blackhole,riscv_1,48128,7739.0,16.93655511047939
1024,256,blackhole,riscv_1,49152,7751.0,33.820668300864405
2048,256,blackhole,riscv_1,50176,9615.0,54.52813312532501
4096,256,blackhole,riscv_1,51200,17774.0,58.9949364239901
8192,256,blackhole,riscv_1,52224,34565.0,60.67270360190945
16384,256,blackhole,riscv_1,53248,68409.0,61.31216652779605
32768,256,blackhole,riscv_1,54272,136328.0,61.53253917023649
65536,256,blackhole,riscv_1,55296,273126.0,61.42665290012668
64,1,blackhole,riscv_0,0,366.0,0.17486338797814208
128,1,blackhole,riscv_0,1024,367.0,0.34877384196185285
256,1,blackhole,riscv_0,2048,368.0,0.6956521739130435
512,1,blackhole,riscv_0,3072,375.0,1.3653333333333333
1024,1,blackhole,riscv_0,4096,375.0,2.7306666666666666
2048,1,blackhole,riscv_0,5120,394.0,5.197969543147208
4096,1,blackhole,riscv_0,6144,434.0,9.43778801843318
8192,1,blackhole,riscv_0,7168,503.0,16.28628230616302
16384,1,blackhole,riscv_0,8192,634.0,25.842271293375394
32768,1,blackhole,riscv_0,9216,912.0,35.92982456140351
65536,1,blackhole,riscv_0,10240,1465.0,44.73447098976109
64,4,blackhole,riscv_0,11264,447.0,0.5727069351230425
128,4,blackhole,riscv_0,12288,489.0,1.047034764826176
256,4,blackhole,riscv_0,13312,448.0,2.2857142857142856
512,4,blackhole,riscv_0,14336,494.0,4.145748987854251
1024,4,blackhole,riscv_0,15360,458.0,8.943231441048034
2048,4,blackhole,riscv_0,16384,517.0,15.845261121856867
4096,4,blackhole,riscv_0,17408,645.0,25.4015503875969
8192,4,blackhole,riscv_0,18432,922.0,35.54013015184382
16384,4,blackhole,riscv_0,19456,1461.0,44.85694729637235
32768,4,blackhole,riscv_0,20480,2553.0,51.34038386212299
65536,4,blackhole,riscv_0,21504,4694.0,55.846612697060074
64,16,blackhole,riscv_0,22528,761.0,1.3455978975032852
128,16,blackhole,riscv_0,23552,746.0,2.745308310991957
256,16,blackhole,riscv_0,24576,766.0,5.347258485639687
512,16,blackhole,riscv_0,25600,764.0,10.722513089005236
1024,16,blackhole,riscv_0,26624,799.0,20.505632040050063
2048,16,blackhole,riscv_0,27648,949.0,34.52897787144362
4096,16,blackhole,riscv_0,28672,1501.0,43.66155896069287
8192,16,blackhole,riscv_0,29696,2560.0,51.2
16384,16,blackhole,riscv_0,30720,4711.0,55.645085969008704
32768,16,blackhole,riscv_0,31744,8967.0,58.46860711497714
65536,16,blackhole,riscv_0,32768,17476.0,60.0009155413138
64,64,blackhole,riscv_0,33792,1927.0,2.1255838090295796
128,64,blackhole,riscv_0,34816,1933.0,4.237972064148991
256,64,blackhole,riscv_0,35840,1925.0,8.511168831168831
512,64,blackhole,riscv_0,36864,1953.0,16.778289810547875
1024,64,blackhole,riscv_0,37888,1962.0,33.4026503567788
2048,64,blackhole,riscv_0,38912,2670.0,49.09063670411985
4096,64,blackhole,riscv_0,39936,4796.0,54.658882402001666
8192,64,blackhole,riscv_0,40960,8998.0,58.267170482329405
16384,64,blackhole,riscv_0,41984,17547.0,59.758135293782416
32768,64,blackhole,riscv_0,43008,34612.0,60.59031549751531
65536,64,blackhole,riscv_0,44032,68804.0,60.96017673391082
64,256,blackhole,riscv_0,45056,6715.0,2.4399106478034254
128,256,blackhole,riscv_0,46080,6687.0,4.900254224614924
256,256,blackhole,riscv_0,47104,6689.0,9.797578113320377
512,256,blackhole,riscv_0,48128,6684.0,19.6098144823459
1024,256,blackhole,riscv_0,49152,6706.0,39.09096331643305
2048,256,blackhole,riscv_0,50176,9654.0,54.30785166770251
4096,256,blackhole,riscv_0,51200,17933.0,58.47186750683098
8192,256,blackhole,riscv_0,52224,34843.0,60.18861751284332
16384,256,blackhole,riscv_0,53248,68763.0,60.996524293588124
32768,256,blackhole,riscv_0,54272,137140.0,61.16820767099315
65536,256,blackhole,riscv_0,55296,274723.0,61.0695718960553
