Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_1,0,245.0,0.2612244897959184
128,1,blackhole,riscv_1,1024,234.0,0.5470085470085471
256,1,blackhole,riscv_1,2048,234.0,1.0940170940170941
512,1,blackhole,riscv_1,3072,242.0,2.115702479338843
1024,1,blackhole,riscv_1,4096,251.0,4.079681274900398
2048,1,blackhole,riscv_1,5120,270.0,7.5851851851851855
4096,1,blackhole,riscv_1,6144,305.0,13.429508196721311
8192,1,blackhole,riscv_1,7168,369.0,22.200542005420054
16384,1,blackhole,riscv_1,8192,495.0,33.0989898989899
64,4,blackhole,riscv_1,9216,495.0,0.5171717171717172
128,4,blackhole,riscv_1,10240,495.0,1.0343434343434343
256,4,blackhole,riscv_1,11264,504.0,2.0317460317460316
512,4,blackhole,riscv_1,12288,504.0,4.063492063492063
1024,4,blackhole,riscv_1,13312,513.0,7.984405458089668
2048,4,blackhole,riscv_1,14336,530.0,15.456603773584906
4096,4,blackhole,riscv_1,15360,630.0,26.006349206349206
8192,4,blackhole,riscv_1,16384,830.0,39.47951807228916
16384,4,blackhole,riscv_1,17408,1295.0,50.60694980694981
64,16,blackhole,riscv_1,18432,896.0,1.1428571428571428
128,16,blackhole,riscv_1,19456,915.0,2.2382513661202186
256,16,blackhole,riscv_1,20480,890.0,4.602247191011236
512,16,blackhole,riscv_1,21504,899.0,9.112347052280311
1024,16,blackhole,riscv_1,22528,909.0,18.024202420242023
2048,16,blackhole,riscv_1,23552,946.0,34.6384778012685
4096,16,blackhole,riscv_1,24576,1430.0,45.82937062937063
8192,16,blackhole,riscv_1,25600,2429.0,53.961300946891726
16384,16,blackhole,riscv_1,26624,4386.0,59.768353853169174
64,64,blackhole,riscv_1,27648,2538.0,1.6138691883372736
128,64,blackhole,riscv_1,28672,2540.0,3.2251968503937007
256,64,blackhole,riscv_1,29696,2540.0,6.4503937007874015
512,64,blackhole,riscv_1,30720,2547.0,12.865331762858265
1024,64,blackhole,riscv_1,31744,2547.0,25.73066352571653
2048,64,blackhole,riscv_1,32768,2630.0,49.837262357414446
4096,64,blackhole,riscv_1,33792,4601.0,56.97544012171267
8192,64,blackhole,riscv_1,34816,8651.0,60.6043231996301
16384,64,blackhole,riscv_1,35840,17100.0,61.32023391812866
64,256,blackhole,riscv_1,36864,9078.0,1.8048028200044062
128,256,blackhole,riscv_1,37888,9078.0,3.6096056400088123
256,256,blackhole,riscv_1,38912,9078.0,7.219211280017625
512,256,blackhole,riscv_1,39936,9078.0,14.43842256003525
1024,256,blackhole,riscv_1,40960,9090.0,28.838723872387238
2048,256,blackhole,riscv_1,41984,9364.0,55.989747970952585
4096,256,blackhole,riscv_1,43008,17263.0,60.741238486937384
8192,256,blackhole,riscv_1,44032,33876.0,61.90671862085252
16384,256,blackhole,riscv_1,45056,66993.0,62.60809338289075
64,1,blackhole,riscv_0,0,218.0,0.29357798165137616
128,1,blackhole,riscv_0,1024,220.0,0.5818181818181818
256,1,blackhole,riscv_0,2048,219.0,1.1689497716894977
512,1,blackhole,riscv_0,3072,231.0,2.2164502164502164
1024,1,blackhole,riscv_0,4096,236.0,4.338983050847458
2048,1,blackhole,riscv_0,5120,257.0,7.968871595330739
4096,1,blackhole,riscv_0,6144,286.0,14.321678321678322
8192,1,blackhole,riscv_0,7168,346.0,23.67630057803468
16384,1,blackhole,riscv_0,8192,491.0,33.36863543788187
64,4,blackhole,riscv_0,9216,473.0,0.5412262156448203
128,4,blackhole,riscv_0,10240,472.0,1.0847457627118644
256,4,blackhole,riscv_0,11264,478.0,2.1422594142259412
512,4,blackhole,riscv_0,12288,481.0,4.257796257796258
1024,4,blackhole,riscv_0,13312,487.0,8.410677618069816
2048,4,blackhole,riscv_0,14336,514.0,15.937743190661479
4096,4,blackhole,riscv_0,15360,647.0,25.323029366306027
8192,4,blackhole,riscv_0,16384,900.0,36.40888888888889
16384,4,blackhole,riscv_0,17408,1420.0,46.15211267605634
64,16,blackhole,riscv_0,18432,855.0,1.1976608187134503
128,16,blackhole,riscv_0,19456,828.0,2.473429951690821
256,16,blackhole,riscv_0,20480,836.0,4.899521531100478
512,16,blackhole,riscv_0,21504,838.0,9.77565632458234
1024,16,blackhole,riscv_0,22528,844.0,19.412322274881518
2048,16,blackhole,riscv_0,23552,922.0,35.54013015184382
4096,16,blackhole,riscv_0,24576,1441.0,45.4795281054823
8192,16,blackhole,riscv_0,25600,2477.0,52.915623738393215
16384,16,blackhole,riscv_0,26624,4566.0,57.412176960140165
64,64,blackhole,riscv_0,27648,2317.0,1.767803193785067
128,64,blackhole,riscv_0,28672,2324.0,3.5249569707401034
256,64,blackhole,riscv_0,29696,2325.0,7.0468817204301075
512,64,blackhole,riscv_0,30720,2367.0,13.84368398817068
1024,64,blackhole,riscv_0,31744,2332.0,28.102915951972555
2048,64,blackhole,riscv_0,32768,2572.0,50.96111975116641
4096,64,blackhole,riscv_0,33792,4569.0,57.37448019260232
8192,64,blackhole,riscv_0,34816,8768.0,59.7956204379562
16384,64,blackhole,riscv_0,35840,17178.0,61.04179764815461
64,256,blackhole,riscv_0,36864,8245.0,1.987143723468769
128,256,blackhole,riscv_0,37888,8273.0,3.960836455941013
256,256,blackhole,riscv_0,38912,8256.0,7.937984496124031
512,256,blackhole,riscv_0,39936,8253.0,15.881739973343027
1024,256,blackhole,riscv_0,40960,8257.0,31.74809252755238
2048,256,blackhole,riscv_0,41984,9095.0,57.645739417262234
4096,256,blackhole,riscv_0,43008,17092.0,61.34893517435057
8192,256,blackhole,riscv_0,44032,33950.0,61.77178203240059
16384,256,blackhole,riscv_0,45056,67256.0,62.363268704650885
