Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,110,blackhole,riscv_1,0,4903.0,1.435855598613094
128,110,blackhole,riscv_1,1024,4906.0,2.8699551569506725
256,110,blackhole,riscv_1,2048,4904.0,5.742251223491028
512,110,blackhole,riscv_1,3072,4916.0,11.45646867371847
1024,110,blackhole,riscv_1,4096,4922.0,22.8850060950833
2048,110,blackhole,riscv_1,5120,4939.0,45.61247216035635
4096,110,blackhole,riscv_1,6144,7497.0,60.098706149126315
8192,110,blackhole,riscv_1,7168,14610.0,61.67830253251198
16384,110,blackhole,riscv_1,8192,28954.0,62.244940250051805
32768,110,blackhole,riscv_1,9216,57993.0,62.15370820616281
65536,110,blackhole,riscv_1,10240,116486.0,61.8869220335491
64,440,blackhole,riscv_1,11264,17437.0,1.6149567012674197
128,440,blackhole,riscv_1,12288,17439.0,3.229542978381788
256,440,blackhole,riscv_1,13312,17445.0,6.456864431069074
512,440,blackhole,riscv_1,14336,17447.0,12.912248524101564
1024,440,blackhole,riscv_1,15360,17454.0,25.81414002520912
2048,440,blackhole,riscv_1,16384,17470.0,51.58099599313108
4096,440,blackhole,riscv_1,17408,29381.0,61.34032197678772
8192,440,blackhole,riscv_1,18432,58135.0,62.00189214758751
16384,440,blackhole,riscv_1,19456,116260.0,62.00722518493033
32768,440,blackhole,riscv_1,20480,234322.0,61.53037273495446
65536,440,blackhole,riscv_1,21504,474805.0,60.73196364823454
64,1760,blackhole,riscv_1,22528,63636.0,1.7700672575271859
128,1760,blackhole,riscv_1,23552,63637.0,3.5400788849254363
256,1760,blackhole,riscv_1,24576,63646.0,7.079156584860007
512,1760,blackhole,riscv_1,25600,63650.0,14.157423409269443
1024,1760,blackhole,riscv_1,26624,63651.0,28.314401973260434
2048,1760,blackhole,riscv_1,27648,63670.0,56.61190513585676
4096,1760,blackhole,riscv_1,28672,117504.0,61.350762527233115
8192,1760,blackhole,riscv_1,29696,237945.0,60.593498497551955
16384,1760,blackhole,riscv_1,30720,473769.0,60.86476742885246
32768,1760,blackhole,riscv_1,31744,933497.0,61.78025210579145
65536,1760,blackhole,riscv_1,32768,1855479.0,62.16365693171413
64,7040,blackhole,riscv_1,33792,248432.0,1.8136149932375862
128,7040,blackhole,riscv_1,34816,248437.0,3.6271569854731784
256,7040,blackhole,riscv_1,35840,248446.0,7.254051182148234
512,7040,blackhole,riscv_1,36864,248432.0,14.50891994590069
1024,7040,blackhole,riscv_1,37888,248455.0,29.015153649554247
2048,7040,blackhole,riscv_1,38912,248470.0,58.02680404072926
4096,7040,blackhole,riscv_1,39936,467623.0,61.66471709047673
8192,7040,blackhole,riscv_1,40960,930289.0,61.99329455685276
16384,7040,blackhole,riscv_1,41984,1855156.0,62.17448020543825
32768,7040,blackhole,riscv_1,43008,3714615.0,62.102457455214065
65536,7040,blackhole,riscv_1,44032,7423653.0,62.1491117647875
64,28160,blackhole,riscv_1,45056,987641.0,1.8247926118903528
128,28160,blackhole,riscv_1,46080,987637.0,3.649600004860085
256,28160,blackhole,riscv_1,47104,987643.0,7.299155666571828
512,28160,blackhole,riscv_1,48128,987657.0,14.598104402641807
1024,28160,blackhole,riscv_1,49152,987647.0,29.196504419089006
2048,28160,blackhole,riscv_1,50176,987670.0,58.39164903257161
4096,28160,blackhole,riscv_1,51200,1880085.0,61.35007725714529
8192,28160,blackhole,riscv_1,52224,3725673.0,61.918133985457125
16384,28160,blackhole,riscv_1,53248,7429873.0,62.09708295148517
32768,28160,blackhole,riscv_1,54272,14878647.0,62.018198294508906
65536,28160,blackhole,riscv_1,55296,29869599.0,61.78501961141159
