Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_0,0,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,389.0,0.16452442159383032
128,1,blackhole,riscv_0,1024,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,389.0,0.32904884318766064
256,1,blackhole,riscv_0,2048,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,389.0,0.6580976863753213
512,1,blackhole,riscv_0,3072,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,397.0,1.2896725440806045
1024,1,blackhole,riscv_0,4096,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,405.0,2.528395061728395
2048,1,blackhole,riscv_0,5120,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,422.0,4.8530805687203795
4096,1,blackhole,riscv_0,6144,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,461.0,8.885032537960955
8192,1,blackhole,riscv_0,7168,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,533.0,15.369606003752345
16384,1,blackhole,riscv_0,8192,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,677.0,24.20088626292467
64,4,blackhole,riscv_0,9216,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,513.0,0.49902534113060426
128,4,blackhole,riscv_0,10240,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,513.0,0.9980506822612085
256,4,blackhole,riscv_0,11264,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,520.0,1.9692307692307693
512,4,blackhole,riscv_0,12288,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,523.0,3.915869980879541
1024,4,blackhole,riscv_0,13312,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,530.0,7.728301886792453
2048,4,blackhole,riscv_0,14336,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,544.0,15.058823529411764
4096,4,blackhole,riscv_0,15360,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,657.0,24.93759512937595
8192,4,blackhole,riscv_0,16384,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,932.0,35.1587982832618
16384,4,blackhole,riscv_0,17408,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,1505.0,43.545514950166115
64,16,blackhole,riscv_0,18432,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,941.0,1.0882040382571732
128,16,blackhole,riscv_0,19456,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,941.0,2.1764080765143463
256,16,blackhole,riscv_0,20480,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,949.0,4.316122233930453
512,16,blackhole,riscv_0,21504,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,948.0,8.641350210970463
1024,16,blackhole,riscv_0,22528,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,957.0,17.120167189132708
2048,16,blackhole,riscv_0,23552,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,982.0,33.36863543788187
4096,16,blackhole,riscv_0,24576,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,1412.0,46.41359773371105
8192,16,blackhole,riscv_0,25600,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2469.0,53.08707978938842
16384,16,blackhole,riscv_0,26624,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,4753.0,55.15337681464338
64,64,blackhole,riscv_0,27648,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2853.0,1.4356817385208553
128,64,blackhole,riscv_0,28672,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2858.0,2.8663400979706086
256,64,blackhole,riscv_0,29696,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2862.0,5.7246680642907055
512,64,blackhole,riscv_0,30720,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2861.0,11.453337993708493
1024,64,blackhole,riscv_0,31744,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2868.0,22.850767085076708
2048,64,blackhole,riscv_0,32768,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2884.0,45.447988904299585
4096,64,blackhole,riscv_0,33792,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,4693.0,55.858512678457274
8192,64,blackhole,riscv_0,34816,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9080.0,57.7409691629956
16384,64,blackhole,riscv_0,35840,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,18109.0,57.9035838533326
64,256,blackhole,riscv_0,36864,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,10341.0,1.5843728846339813
