Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_0,0,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,388.0,0.16494845360824742
128,1,blackhole,riscv_0,1024,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,388.0,0.32989690721649484
256,1,blackhole,riscv_0,2048,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,388.0,0.6597938144329897
512,1,blackhole,riscv_0,3072,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,396.0,1.292929292929293
1024,1,blackhole,riscv_0,4096,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,404.0,2.5346534653465347
2048,1,blackhole,riscv_0,5120,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,422.0,4.8530805687203795
4096,1,blackhole,riscv_0,6144,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,460.0,8.904347826086957
8192,1,blackhole,riscv_0,7168,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,532.0,15.398496240601503
16384,1,blackhole,riscv_0,8192,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,678.0,24.16519174041298
64,4,blackhole,riscv_0,9216,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,471.0,0.5435244161358811
128,4,blackhole,riscv_0,10240,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,470.0,1.0893617021276596
256,4,blackhole,riscv_0,11264,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,477.0,2.146750524109015
512,4,blackhole,riscv_0,12288,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,477.0,4.29350104821803
1024,4,blackhole,riscv_0,13312,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,485.0,8.445360824742268
2048,4,blackhole,riscv_0,14336,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,538.0,15.226765799256505
4096,4,blackhole,riscv_0,15360,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,677.0,24.20088626292467
8192,4,blackhole,riscv_0,16384,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,955.0,34.31204188481676
16384,4,blackhole,riscv_0,17408,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,1549.0,42.308586184635246
64,16,blackhole,riscv_0,18432,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,781.0,1.3111395646606914
128,16,blackhole,riscv_0,19456,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,782.0,2.6189258312020463
256,16,blackhole,riscv_0,20480,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,789.0,5.191381495564005
512,16,blackhole,riscv_0,21504,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,789.0,10.38276299112801
1024,16,blackhole,riscv_0,22528,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,802.0,20.428927680798004
2048,16,blackhole,riscv_0,23552,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,984.0,33.300813008130085
4096,16,blackhole,riscv_0,24576,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,1747.0,37.513451631368056
8192,16,blackhole,riscv_0,25600,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,3195.0,41.02410015649452
16384,16,blackhole,riscv_0,26624,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,5693.0,46.04672404707536
64,64,blackhole,riscv_0,27648,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,2029.0,2.018728437654017
128,64,blackhole,riscv_0,28672,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,2029.0,4.037456875308034
256,64,blackhole,riscv_0,29696,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,2037.0,8.043200785468827
512,64,blackhole,riscv_0,30720,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,2037.0,16.086401570937653
1024,64,blackhole,riscv_0,31744,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,2045.0,32.04694376528117
2048,64,blackhole,riscv_0,32768,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,3263.0,40.16916947594238
4096,64,blackhole,riscv_0,33792,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,6493.0,40.37332511935931
8192,64,blackhole,riscv_0,34816,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,12669.0,41.383534612045146
16384,64,blackhole,riscv_0,35840,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,22366.0,46.88258964499687
64,256,blackhole,riscv_0,36864,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,7023.0,2.332906165456358
128,256,blackhole,riscv_0,37888,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,7022.0,4.666476787240103
256,256,blackhole,riscv_0,38912,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,7030.0,9.322332859174965
512,256,blackhole,riscv_0,39936,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,7029.0,18.647318252952054
1024,256,blackhole,riscv_0,40960,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,7037.0,37.25223816967458
2048,256,blackhole,riscv_0,41984,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,13102.0,40.0158754388643
4096,256,blackhole,riscv_0,43008,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,26320.0,39.83951367781155
8192,256,blackhole,riscv_0,44032,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,50652.0,41.403143015083316
16384,256,blackhole,riscv_0,45056,DRAM Sharded,unicast,one_to_one,False,False,False,0,0,88956.0,47.150321507262014
64,1,blackhole,riscv_0,46080,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,390.0,0.1641025641025641
128,1,blackhole,riscv_0,47104,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,397.0,0.3224181360201511
256,1,blackhole,riscv_0,48128,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,397.0,0.6448362720403022
512,1,blackhole,riscv_0,49152,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,397.0,1.2896725440806045
1024,1,blackhole,riscv_0,50176,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,405.0,2.528395061728395
2048,1,blackhole,riscv_0,51200,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,429.0,4.773892773892774
4096,1,blackhole,riscv_0,52224,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,461.0,8.885032537960955
8192,1,blackhole,riscv_0,53248,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,531.0,15.427495291902071
16384,1,blackhole,riscv_0,54272,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,677.0,24.20088626292467
64,4,blackhole,riscv_0,55296,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,473.0,0.5412262156448203
128,4,blackhole,riscv_0,56320,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,473.0,1.0824524312896406
256,4,blackhole,riscv_0,57344,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,482.0,2.12448132780083
512,4,blackhole,riscv_0,58368,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,480.0,4.266666666666667
1024,4,blackhole,riscv_0,59392,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,489.0,8.376278118609408
2048,4,blackhole,riscv_0,60416,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,535.0,15.312149532710281
4096,4,blackhole,riscv_0,61440,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,682.0,24.023460410557185
8192,4,blackhole,riscv_0,62464,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,964.0,33.99170124481328
16384,4,blackhole,riscv_0,63488,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,1553.0,42.19961365099807
64,16,blackhole,riscv_0,64512,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,785.0,1.3044585987261146
128,16,blackhole,riscv_0,65536,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,785.0,2.608917197452229
256,16,blackhole,riscv_0,66560,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,793.0,5.1651954602774275
512,16,blackhole,riscv_0,67584,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,793.0,10.330390920554855
1024,16,blackhole,riscv_0,68608,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,801.0,20.454431960049938
2048,16,blackhole,riscv_0,69632,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,992.0,33.03225806451613
4096,16,blackhole,riscv_0,70656,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,1740.0,37.66436781609195
8192,16,blackhole,riscv_0,71680,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,3180.0,41.21761006289308
16384,16,blackhole,riscv_0,72704,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,5705.0,45.9498685363716
64,64,blackhole,riscv_0,73728,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,2033.0,2.014756517461879
128,64,blackhole,riscv_0,74752,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,2034.0,4.027531956735497
256,64,blackhole,riscv_0,75776,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,2041.0,8.027437530622244
512,64,blackhole,riscv_0,76800,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,2041.0,16.054875061244488
1024,64,blackhole,riscv_0,77824,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,2049.0,31.98438262567106
2048,64,blackhole,riscv_0,78848,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,3261.0,40.19380558111009
4096,64,blackhole,riscv_0,79872,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,6649.0,39.42607910964055
8192,64,blackhole,riscv_0,80896,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,12668.0,41.38680138932744
16384,64,blackhole,riscv_0,81920,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,22441.0,46.725903480237065
64,256,blackhole,riscv_0,82944,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,7025.0,2.332241992882562
128,256,blackhole,riscv_0,83968,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,7024.0,4.665148063781321
256,256,blackhole,riscv_0,84992,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,7035.0,9.315707178393746
512,256,blackhole,riscv_0,86016,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,7033.0,18.6367126404095
1024,256,blackhole,riscv_0,87040,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,7041.0,37.23107513137339
2048,256,blackhole,riscv_0,88064,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,13277.0,39.48843865331023
4096,256,blackhole,riscv_0,89088,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,26281.0,39.898633994140255
8192,256,blackhole,riscv_0,90112,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,50636.0,41.416225610237774
16384,256,blackhole,riscv_0,91136,DRAM Sharded,unicast,one_to_one,False,False,False,0,1,89185.0,47.029253798284465
