Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,64,blackhole,riscv_0,27648,3012.0,1.3598937583001327
128,64,blackhole,riscv_0,28672,3012.0,2.7197875166002654
256,64,blackhole,riscv_0,29696,3021.0,5.423369745117511
512,64,blackhole,riscv_0,30720,3031.0,10.810953480699439
1024,64,blackhole,riscv_0,31744,3024.0,21.67195767195767
2048,64,blackhole,riscv_0,32768,3103.0,42.24041250402836
4096,64,blackhole,riscv_0,33792,4647.0,56.411448246180335
8192,64,blackhole,riscv_0,34816,8988.0,58.331998219848685
16384,64,blackhole,riscv_0,35840,18004.0,58.24127971561875
64,256,blackhole,riscv_0,36864,11058.0,1.4816422499547839
128,256,blackhole,riscv_0,37888,11058.0,2.9632844999095678
256,256,blackhole,riscv_0,38912,11062.0,5.924425962755379
512,256,blackhole,riscv_0,39936,11070.0,11.840289069557363
1024,256,blackhole,riscv_0,40960,11101.0,23.61444914872534
2048,256,blackhole,riscv_0,41984,11351.0,46.188705840895075
4096,256,blackhole,riscv_0,43008,17532.0,59.809263061829796
8192,256,blackhole,riscv_0,44032,35028.0,59.870731985839896
16384,256,blackhole,riscv_0,45056,71140.0,58.958448130447
