Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_1,0,508.0,0.12598425196850394
128,1,blackhole,riscv_1,1024,504.0,0.25396825396825395
256,1,blackhole,riscv_1,2048,620.0,0.4129032258064516
512,1,blackhole,riscv_1,3072,521.0,0.982725527831094
1024,1,blackhole,riscv_1,4096,693.0,1.4776334776334776
2048,1,blackhole,riscv_1,5120,557.0,3.6768402154398565
4096,1,blackhole,riscv_1,6144,602.0,6.803986710963455
8192,1,blackhole,riscv_1,7168,683.0,11.994143484626647
16384,1,blackhole,riscv_1,8192,855.0,19.162573099415205
64,4,blackhole,riscv_1,9216,611.0,0.41898527004909986
128,4,blackhole,riscv_1,10240,612.0,0.8366013071895425
256,4,blackhole,riscv_1,11264,692.0,1.4797687861271676
512,4,blackhole,riscv_1,12288,629.0,3.2559618441971385
1024,4,blackhole,riscv_1,13312,647.0,6.330757341576507
2048,4,blackhole,riscv_1,14336,674.0,12.154302670623146
4096,4,blackhole,riscv_1,15360,810.0,20.22716049382716
8192,4,blackhole,riscv_1,16384,1054.0,31.089184060721063
16384,4,blackhole,riscv_1,17408,1601.0,40.934415990006244
64,16,blackhole,riscv_1,18432,1207.0,0.848384424192212
128,16,blackhole,riscv_1,19456,1288.0,1.5900621118012421
256,16,blackhole,riscv_1,20480,1238.0,3.308562197092084
512,16,blackhole,riscv_1,21504,1259.0,6.506751389992057
1024,16,blackhole,riscv_1,22528,1243.0,13.181013676588897
2048,16,blackhole,riscv_1,23552,1307.0,25.07115531752104
4096,16,blackhole,riscv_1,24576,1619.0,40.4793082149475
8192,16,blackhole,riscv_1,25600,2681.0,48.88922044013428
16384,16,blackhole,riscv_1,26624,4807.0,54.533804867900976
64,64,blackhole,riscv_1,27648,3429.0,1.194517351997667
128,64,blackhole,riscv_1,28672,3430.0,2.388338192419825
256,64,blackhole,riscv_1,29696,3457.0,4.739369395429563
512,64,blackhole,riscv_1,30720,3456.0,9.481481481481481
1024,64,blackhole,riscv_1,31744,3502.0,18.71387778412336
2048,64,blackhole,riscv_1,32768,3560.0,36.81797752808989
4096,64,blackhole,riscv_1,33792,4789.0,54.73877636249739
8192,64,blackhole,riscv_1,34816,9063.0,57.84927728125345
16384,64,blackhole,riscv_1,35840,17478.0,59.99404966243277
64,256,blackhole,riscv_1,36864,12320.0,1.3298701298701299
128,256,blackhole,riscv_1,37888,12331.0,2.657367610088395
256,256,blackhole,riscv_1,38912,12339.0,5.311289407569495
512,256,blackhole,riscv_1,39936,12348.0,10.614836410754778
1024,256,blackhole,riscv_1,40960,12484.0,20.9983979493752
2048,256,blackhole,riscv_1,41984,12642.0,41.4719190001582
4096,256,blackhole,riscv_1,43008,17472.0,60.014652014652015
8192,256,blackhole,riscv_1,44032,34594.0,60.62184193790831
16384,256,blackhole,riscv_1,45056,68289.0,61.41990657353307
64,1,blackhole,riscv_0,0,393.0,0.1628498727735369
128,1,blackhole,riscv_0,1024,386.0,0.3316062176165803
256,1,blackhole,riscv_0,2048,389.0,0.6580976863753213
512,1,blackhole,riscv_0,3072,395.0,1.2962025316455696
1024,1,blackhole,riscv_0,4096,404.0,2.5346534653465347
2048,1,blackhole,riscv_0,5120,425.0,4.818823529411764
4096,1,blackhole,riscv_0,6144,451.0,9.082039911308204
8192,1,blackhole,riscv_0,7168,523.0,15.663479923518164
16384,1,blackhole,riscv_0,8192,667.0,24.563718140929534
64,4,blackhole,riscv_0,9216,483.0,0.5300207039337475
128,4,blackhole,riscv_0,10240,488.0,1.0491803278688525
256,4,blackhole,riscv_0,11264,483.0,2.12008281573499
512,4,blackhole,riscv_0,12288,495.0,4.137373737373737
1024,4,blackhole,riscv_0,13312,503.0,8.14314115308151
2048,4,blackhole,riscv_0,14336,531.0,15.427495291902071
4096,4,blackhole,riscv_0,15360,657.0,24.93759512937595
8192,4,blackhole,riscv_0,16384,929.0,35.272335844994615
16384,4,blackhole,riscv_0,17408,1494.0,43.866131191432395
64,16,blackhole,riscv_0,18432,1022.0,1.0019569471624266
128,16,blackhole,riscv_0,19456,1013.0,2.0217176702862782
256,16,blackhole,riscv_0,20480,999.0,4.1001001001001
512,16,blackhole,riscv_0,21504,992.0,8.258064516129032
1024,16,blackhole,riscv_0,22528,1000.0,16.384
2048,16,blackhole,riscv_0,23552,1032.0,31.751937984496124
4096,16,blackhole,riscv_0,24576,1423.0,46.0548137737175
8192,16,blackhole,riscv_0,25600,2471.0,53.04411169566977
16384,16,blackhole,riscv_0,26624,4723.0,55.503705272072835
