Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
64,1,blackhole,riscv_0,0,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,7040,1574.0,4.472681067344346
128,1,blackhole,riscv_0,1024,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,14080,1537.0,9.160702667534158
256,1,blackhole,riscv_0,2048,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,28160,1548.0,18.191214470284237
512,1,blackhole,riscv_0,3072,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,56320,1698.0,33.168433451118965
1024,1,blackhole,riscv_0,4096,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,112640,1581.0,71.2460468058191
2048,1,blackhole,riscv_0,5120,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,225280,2185.0,103.10297482837528
4096,1,blackhole,riscv_0,6144,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,450560,4236.0,106.36449480642115
8192,1,blackhole,riscv_0,7168,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,901120,7544.0,119.44856839872746
16384,1,blackhole,riscv_0,8192,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,1802240,15780.0,114.21039290240812
64,4,blackhole,riscv_0,9216,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,28160,1726.0,16.31517960602549
128,4,blackhole,riscv_0,10240,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,56320,1692.0,33.28605200945626
256,4,blackhole,riscv_0,11264,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,112640,1718.0,65.56461001164145
512,4,blackhole,riscv_0,12288,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,225280,2519.0,89.43231441048034
1024,4,blackhole,riscv_0,13312,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,450560,4660.0,96.68669527896996
2048,4,blackhole,riscv_0,14336,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,901120,8645.0,104.23597455176403
4096,4,blackhole,riscv_0,15360,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,1802240,16140.0,111.6629491945477
8192,4,blackhole,riscv_0,16384,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,3604480,31961.0,112.77744751415788
16384,4,blackhole,riscv_0,17408,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,7208960,63263.0,113.95223116197461
64,16,blackhole,riscv_0,18432,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,112640,2200.0,51.2
128,16,blackhole,riscv_0,19456,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,225280,3329.0,67.67197356563533
256,16,blackhole,riscv_0,20480,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,450560,5243.0,85.93553309174136
512,16,blackhole,riscv_0,21504,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,901120,9110.0,98.91547749725576
1024,16,blackhole,riscv_0,22528,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,1802240,16522.0,109.08122503328894
2048,16,blackhole,riscv_0,23552,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,3604480,30780.0,117.10461338531513
4096,16,blackhole,riscv_0,24576,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,7208960,61026.0,118.12932192835841
8192,16,blackhole,riscv_0,25600,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,14417920,123796.0,116.46515234741025
16384,16,blackhole,riscv_0,26624,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,28835840,246521.0,116.97113024853867
64,64,blackhole,riscv_0,27648,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,450560,8918.0,50.522538685803994
128,64,blackhole,riscv_0,28672,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,901120,12533.0,71.89978456873853
256,64,blackhole,riscv_0,29696,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,1802240,19359.0,93.09571775401622
512,64,blackhole,riscv_0,30720,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,3604480,33079.0,108.96580912361317
1024,64,blackhole,riscv_0,31744,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,7208960,62231.0,115.84194372579583
2048,64,blackhole,riscv_0,32768,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,14417920,121037.0,119.11993853119294
4096,64,blackhole,riscv_0,33792,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,28835840,241292.0,119.50599273908792
8192,64,blackhole,riscv_0,34816,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,57671680,490284.0,117.62912923937962
16384,64,blackhole,riscv_0,35840,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,115343360,1007341.0,114.50279498203686
64,256,blackhole,riscv_0,36864,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,1802240,33300.0,54.12132132132132
128,256,blackhole,riscv_0,37888,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,3604480,47708.0,75.55294709482686
256,256,blackhole,riscv_0,38912,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,7208960,74390.0,96.9076488775373
512,256,blackhole,riscv_0,39936,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,14417920,128227.0,112.44059363472591
1024,256,blackhole,riscv_0,40960,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,28835840,247562.0,116.4792658000824
2048,256,blackhole,riscv_0,41984,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,57671680,484725.0,118.97814224560318
4096,256,blackhole,riscv_0,43008,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,115343360,971762.0,118.69507142695434
8192,256,blackhole,riscv_0,44032,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,230686720,1958954.0,117.76015159110423
16384,256,blackhole,riscv_0,45056,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,110,461373440,4011895.0,115.00137466209858
64,1,blackhole,riscv_0,46080,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,7040,1792.0,3.9285714285714284
128,1,blackhole,riscv_0,47104,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,14080,1605.0,8.77258566978193
256,1,blackhole,riscv_0,48128,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,28160,1703.0,16.53552554315913
512,1,blackhole,riscv_0,49152,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,56320,1604.0,35.11221945137157
1024,1,blackhole,riscv_0,50176,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,112640,1647.0,68.39101396478446
2048,1,blackhole,riscv_0,51200,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,225280,1860.0,121.11827956989248
4096,1,blackhole,riscv_0,52224,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,450560,2896.0,155.58011049723757
8192,1,blackhole,riscv_0,53248,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,901120,5085.0,177.21140609636186
16384,1,blackhole,riscv_0,54272,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,1802240,10380.0,173.626204238921
64,4,blackhole,riscv_0,55296,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,28160,1800.0,15.644444444444444
128,4,blackhole,riscv_0,56320,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,56320,1712.0,32.89719626168224
256,4,blackhole,riscv_0,57344,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,112640,1734.0,64.959630911188
512,4,blackhole,riscv_0,58368,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,225280,1761.0,127.92731402612152
1024,4,blackhole,riscv_0,59392,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,450560,2816.0,160.0
2048,4,blackhole,riscv_0,60416,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,901120,4929.0,182.82004463379997
4096,4,blackhole,riscv_0,61440,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,1802240,9751.0,184.82617167470002
8192,4,blackhole,riscv_0,62464,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,3604480,19354.0,186.23953704660536
16384,4,blackhole,riscv_0,63488,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,7208960,41825.0,172.36007172743575
64,16,blackhole,riscv_0,64512,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,112640,2231.0,50.48857014791573
128,16,blackhole,riscv_0,65536,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,225280,2218.0,101.56898106402164
256,16,blackhole,riscv_0,66560,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,450560,3167.0,142.26712977581306
512,16,blackhole,riscv_0,67584,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,901120,5185.0,173.79363548698169
1024,16,blackhole,riscv_0,68608,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,1802240,9374.0,192.25944100704075
2048,16,blackhole,riscv_0,69632,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,3604480,18557.0,194.23829282750444
4096,16,blackhole,riscv_0,70656,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,7208960,37934.0,190.03954236305162
8192,16,blackhole,riscv_0,71680,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,14417920,77234.0,186.67840588341923
16384,16,blackhole,riscv_0,72704,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,28835840,157891.0,182.63130894097827
64,64,blackhole,riscv_0,73728,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,450560,5830.0,77.28301886792453
128,64,blackhole,riscv_0,74752,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,901120,7769.0,115.98918779765735
256,64,blackhole,riscv_0,75776,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,1802240,11307.0,159.39152737242415
512,64,blackhole,riscv_0,76800,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,3604480,19215.0,187.58678116055165
1024,64,blackhole,riscv_0,77824,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,7208960,36177.0,199.26914890676397
2048,64,blackhole,riscv_0,78848,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,14417920,71073.0,202.86072066748272
4096,64,blackhole,riscv_0,79872,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,28835840,146215.0,197.2153335841056
8192,64,blackhole,riscv_0,80896,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,57671680,303375.0,190.10030490317263
16384,64,blackhole,riscv_0,81920,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,115343360,615567.0,187.3774260153647
64,256,blackhole,riscv_0,82944,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,1802240,21287.0,84.6638793629915
128,256,blackhole,riscv_0,83968,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,3604480,29330.0,122.89396522332083
256,256,blackhole,riscv_0,84992,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,7208960,44578.0,161.71564448831262
512,256,blackhole,riscv_0,86016,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,14417920,75820.0,190.15985228171985
1024,256,blackhole,riscv_0,87040,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,28835840,144744.0,199.21958768584537
2048,256,blackhole,riscv_0,88064,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,57671680,283284.0,203.58255319749793
4096,256,blackhole,riscv_0,89088,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,115343360,581696.0,198.2880404885026
8192,256,blackhole,riscv_0,90112,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,230686720,1202962.0,191.76559193058466
16384,256,blackhole,riscv_0,91136,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,110,461373440,2471148.0,186.70409056843215
