Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_0,0,L1,unicast,one_to_one,True,True,False,0,0,218.0,0.29357798165137616
128,1,blackhole,riscv_0,1024,L1,unicast,one_to_one,True,True,False,0,0,217.0,0.5898617511520737
256,1,blackhole,riscv_0,2048,L1,unicast,one_to_one,True,True,False,0,0,218.0,1.1743119266055047
512,1,blackhole,riscv_0,3072,L1,unicast,one_to_one,True,True,False,0,0,225.0,2.2755555555555556
1024,1,blackhole,riscv_0,4096,L1,unicast,one_to_one,True,True,False,0,0,241.0,4.24896265560166
2048,1,blackhole,riscv_0,5120,L1,unicast,one_to_one,True,True,False,0,0,260.0,7.876923076923077
4096,1,blackhole,riscv_0,6144,L1,unicast,one_to_one,True,True,False,0,0,281.0,14.576512455516013
8192,1,blackhole,riscv_0,7168,L1,unicast,one_to_one,True,True,False,0,0,353.0,23.206798866855525
16384,1,blackhole,riscv_0,8192,L1,unicast,one_to_one,True,True,False,0,0,490.0,33.436734693877554
32768,1,blackhole,riscv_0,9216,L1,unicast,one_to_one,True,True,False,0,0,752.0,43.57446808510638
65536,1,blackhole,riscv_0,10240,L1,unicast,one_to_one,True,True,False,0,0,1294.0,50.646058732612055
64,4,blackhole,riscv_0,11264,L1,unicast,one_to_one,True,True,False,0,0,278.0,0.920863309352518
128,4,blackhole,riscv_0,12288,L1,unicast,one_to_one,True,True,False,0,0,281.0,1.8220640569395017
256,4,blackhole,riscv_0,13312,L1,unicast,one_to_one,True,True,False,0,0,289.0,3.5432525951557095
512,4,blackhole,riscv_0,14336,L1,unicast,one_to_one,True,True,False,0,0,290.0,7.062068965517241
1024,4,blackhole,riscv_0,15360,L1,unicast,one_to_one,True,True,False,0,0,303.0,13.518151815181518
2048,4,blackhole,riscv_0,16384,L1,unicast,one_to_one,True,True,False,0,0,353.0,23.206798866855525
4096,4,blackhole,riscv_0,17408,L1,unicast,one_to_one,True,True,False,0,0,487.0,33.64271047227926
8192,4,blackhole,riscv_0,18432,L1,unicast,one_to_one,True,True,False,0,0,755.0,43.40132450331126
16384,4,blackhole,riscv_0,19456,L1,unicast,one_to_one,True,True,False,0,0,1289.0,50.842513576415826
32768,4,blackhole,riscv_0,20480,L1,unicast,one_to_one,True,True,False,0,0,2341.0,55.989747970952585
65536,4,blackhole,riscv_0,21504,L1,unicast,one_to_one,True,True,False,0,0,4498.0,58.28012449977768
64,16,blackhole,riscv_0,22528,L1,unicast,one_to_one,True,True,False,0,0,519.0,1.9730250481695568
128,16,blackhole,riscv_0,23552,L1,unicast,one_to_one,True,True,False,0,0,518.0,3.9536679536679538
256,16,blackhole,riscv_0,24576,L1,unicast,one_to_one,True,True,False,0,0,530.0,7.728301886792453
512,16,blackhole,riscv_0,25600,L1,unicast,one_to_one,True,True,False,0,0,528.0,15.515151515151516
1024,16,blackhole,riscv_0,26624,L1,unicast,one_to_one,True,True,False,0,0,535.0,30.624299065420562
2048,16,blackhole,riscv_0,27648,L1,unicast,one_to_one,True,True,False,0,0,754.0,43.45888594164456
4096,16,blackhole,riscv_0,28672,L1,unicast,one_to_one,True,True,False,0,0,1305.0,50.21915708812261
8192,16,blackhole,riscv_0,29696,L1,unicast,one_to_one,True,True,False,0,0,2339.0,56.03762291577597
16384,16,blackhole,riscv_0,30720,L1,unicast,one_to_one,True,True,False,0,0,4486.0,58.436023183236735
32768,16,blackhole,riscv_0,31744,L1,unicast,one_to_one,True,True,False,0,0,8657.0,60.56231951022294
65536,16,blackhole,riscv_0,32768,L1,unicast,one_to_one,True,True,False,0,0,17080.0,61.392037470725995
64,64,blackhole,riscv_0,33792,L1,unicast,one_to_one,True,True,False,0,0,1504.0,2.723404255319149
128,64,blackhole,riscv_0,34816,L1,unicast,one_to_one,True,True,False,0,0,1488.0,5.505376344086022
256,64,blackhole,riscv_0,35840,L1,unicast,one_to_one,True,True,False,0,0,1499.0,10.929953302201467
512,64,blackhole,riscv_0,36864,L1,unicast,one_to_one,True,True,False,0,0,1487.0,22.036314727639542
1024,64,blackhole,riscv_0,37888,L1,unicast,one_to_one,True,True,False,0,0,1494.0,43.866131191432395
2048,64,blackhole,riscv_0,38912,L1,unicast,one_to_one,True,True,False,0,0,2391.0,54.818904224173984
4096,64,blackhole,riscv_0,39936,L1,unicast,one_to_one,True,True,False,0,0,4488.0,58.409982174688054
8192,64,blackhole,riscv_0,40960,L1,unicast,one_to_one,True,True,False,0,0,8700.0,60.262988505747124
16384,64,blackhole,riscv_0,41984,L1,unicast,one_to_one,True,True,False,0,0,17082.0,61.38484954923311
32768,64,blackhole,riscv_0,43008,L1,unicast,one_to_one,True,True,False,0,0,34030.0,61.62656479576844
65536,64,blackhole,riscv_0,44032,L1,unicast,one_to_one,True,True,False,0,0,67631.0,62.01747719241176
64,256,blackhole,riscv_0,45056,L1,unicast,one_to_one,True,True,False,0,0,5319.0,3.0802782477909383
128,256,blackhole,riscv_0,46080,L1,unicast,one_to_one,True,True,False,0,0,5318.0,6.161714930424972
256,256,blackhole,riscv_0,47104,L1,unicast,one_to_one,True,True,False,0,0,5327.0,12.302609348601464
512,256,blackhole,riscv_0,48128,L1,unicast,one_to_one,True,True,False,0,0,5326.0,24.609838527975967
1024,256,blackhole,riscv_0,49152,L1,unicast,one_to_one,True,True,False,0,0,5336.0,49.12743628185907
2048,256,blackhole,riscv_0,50176,L1,unicast,one_to_one,True,True,False,0,0,8814.0,59.4835488994781
4096,256,blackhole,riscv_0,51200,L1,unicast,one_to_one,True,True,False,0,0,17280.0,60.681481481481484
8192,256,blackhole,riscv_0,52224,L1,unicast,one_to_one,True,True,False,0,0,34047.0,61.59579404940229
16384,256,blackhole,riscv_0,53248,L1,unicast,one_to_one,True,True,False,0,0,67674.0,61.97807134202205
32768,256,blackhole,riscv_0,54272,L1,unicast,one_to_one,True,True,False,0,0,134950.0,62.16085957762134
65536,256,blackhole,riscv_0,55296,L1,unicast,one_to_one,True,True,False,0,0,271127.0,61.879547223257
64,1,blackhole,riscv_0,56320,L1,unicast,one_to_one,True,False,False,0,0,207.0,0.30917874396135264
128,1,blackhole,riscv_0,57344,L1,unicast,one_to_one,True,False,False,0,0,209.0,0.6124401913875598
256,1,blackhole,riscv_0,58368,L1,unicast,one_to_one,True,False,False,0,0,207.0,1.2367149758454106
512,1,blackhole,riscv_0,59392,L1,unicast,one_to_one,True,False,False,0,0,222.0,2.3063063063063063
1024,1,blackhole,riscv_0,60416,L1,unicast,one_to_one,True,False,False,0,0,224.0,4.571428571428571
2048,1,blackhole,riscv_0,61440,L1,unicast,one_to_one,True,False,False,0,0,251.0,8.159362549800797
4096,1,blackhole,riscv_0,62464,L1,unicast,one_to_one,True,False,False,0,0,271.0,15.114391143911439
8192,1,blackhole,riscv_0,63488,L1,unicast,one_to_one,True,False,False,0,0,350.0,23.405714285714286
16384,1,blackhole,riscv_0,64512,L1,unicast,one_to_one,True,False,False,0,0,485.0,33.78144329896907
32768,1,blackhole,riscv_0,65536,L1,unicast,one_to_one,True,False,False,0,0,749.0,43.748998664886514
65536,1,blackhole,riscv_0,66560,L1,unicast,one_to_one,True,False,False,0,0,1281.0,51.160031225604996
64,4,blackhole,riscv_0,67584,L1,unicast,one_to_one,True,False,False,0,0,278.0,0.920863309352518
128,4,blackhole,riscv_0,68608,L1,unicast,one_to_one,True,False,False,0,0,279.0,1.8351254480286738
