Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_0,163840,359.0,0.17827298050139276
128,1,blackhole,riscv_0,164864,361.0,0.3545706371191136
256,1,blackhole,riscv_0,165888,367.0,0.6975476839237057
512,1,blackhole,riscv_0,166912,368.0,1.391304347826087
1024,1,blackhole,riscv_0,167936,375.0,2.7306666666666666
2048,1,blackhole,riscv_0,168960,393.0,5.211195928753181
4096,1,blackhole,riscv_0,169984,425.0,9.637647058823529
8192,1,blackhole,riscv_0,171008,503.0,16.28628230616302
16384,1,blackhole,riscv_0,172032,631.0,25.96513470681458
32768,1,blackhole,riscv_0,173056,900.0,36.40888888888889
65536,1,blackhole,riscv_0,174080,1442.0,45.447988904299585
64,4,blackhole,riscv_0,175104,430.0,0.5953488372093023
128,4,blackhole,riscv_0,176128,440.0,1.1636363636363636
256,4,blackhole,riscv_0,177152,438.0,2.3378995433789953
512,4,blackhole,riscv_0,178176,438.0,4.675799086757991
1024,4,blackhole,riscv_0,179200,451.0,9.082039911308204
2048,4,blackhole,riscv_0,180224,511.0,16.031311154598825
4096,4,blackhole,riscv_0,181248,632.0,25.924050632911392
8192,4,blackhole,riscv_0,182272,895.0,36.61229050279329
16384,4,blackhole,riscv_0,183296,1438.0,45.574408901251736
32768,4,blackhole,riscv_0,184320,2464.0,53.1948051948052
65536,4,blackhole,riscv_0,185344,4611.0,56.85187594881804
64,16,blackhole,riscv_0,186368,715.0,1.4321678321678322
128,16,blackhole,riscv_0,187392,713.0,2.8723702664796633
256,16,blackhole,riscv_0,188416,714.0,5.7366946778711485
512,16,blackhole,riscv_0,189440,713.0,11.489481065918653
1024,16,blackhole,riscv_0,190464,724.0,22.629834254143645
2048,16,blackhole,riscv_0,191488,912.0,35.92982456140351
4096,16,blackhole,riscv_0,192512,1444.0,45.38504155124654
8192,16,blackhole,riscv_0,193536,2500.0,52.4288
16384,16,blackhole,riscv_0,194560,4604.0,56.9383145091225
32768,16,blackhole,riscv_0,195584,8811.0,59.50380206559982
65536,16,blackhole,riscv_0,196608,17192.0,60.99208934388088
64,64,blackhole,riscv_0,197632,1811.0,2.2617338487023746
128,64,blackhole,riscv_0,198656,1818.0,4.506050605060506
256,64,blackhole,riscv_0,199680,1819.0,9.007146783947224
512,64,blackhole,riscv_0,200704,1820.0,18.004395604395604
1024,64,blackhole,riscv_0,201728,1829.0,35.83160196828868
2048,64,blackhole,riscv_0,202752,2548.0,51.44113029827316
4096,64,blackhole,riscv_0,203776,4618.0,56.765699436985706
8192,64,blackhole,riscv_0,204800,8794.0,59.61883102115078
16384,64,blackhole,riscv_0,205824,17252.0,60.77996753999536
32768,64,blackhole,riscv_0,206848,34126.0,61.453202836546915
65536,64,blackhole,riscv_0,207872,67716.0,61.93963022033198
64,256,blackhole,riscv_0,208896,6245.0,2.623538831064852
128,256,blackhole,riscv_0,209920,6248.0,5.2445582586427655
256,256,blackhole,riscv_0,210944,6233.0,10.514359056634044
512,256,blackhole,riscv_0,211968,6236.0,21.018601667735727
1024,256,blackhole,riscv_0,212992,6256.0,41.90281329923274
2048,256,blackhole,riscv_0,214016,9085.0,57.709190974133186
4096,256,blackhole,riscv_0,215040,17395.0,60.28031043403277
8192,256,blackhole,riscv_0,216064,34155.0,61.40102474015517
16384,256,blackhole,riscv_0,217088,67765.0,61.894842470301775
32768,256,blackhole,riscv_0,218112,135128.0,62.07897696998401
65536,256,blackhole,riscv_0,219136,271248.0,61.8519436088008
