Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
4096,4096,blackhole,unicast,l1,all_to_all,riscv_0,265216,11x10,4x4,5839805.0,2.87291282344718
8192,4096,blackhole,unicast,l1,all_to_all,riscv_0,266240,11x10,4x4,11602070.0,2.8921468254849256
16384,4096,blackhole,unicast,l1,all_to_all,riscv_0,267264,11x10,4x4,23359001.5,2.872960948374086
32768,4096,blackhole,unicast,l1,all_to_all,riscv_0,268288,11x10,4x4,46783067.5,2.8689565342688494
65536,4096,blackhole,unicast,l1,all_to_all,riscv_0,269312,11x10,4x4,93307871.0,2.876897288517624
64,110,blackhole,unicast,l1,all_to_all,riscv_0,270336,4x4,11x10,6326.0,1.1128676420611066
128,110,blackhole,unicast,l1,all_to_all,riscv_0,271360,4x4,11x10,6337.0,2.2218716033799657
256,110,blackhole,unicast,l1,all_to_all,riscv_0,272384,4x4,11x10,6440.5,4.372521742367335
512,110,blackhole,unicast,l1,all_to_all,riscv_0,273408,4x4,11x10,6782.5,8.30373296958301
1024,110,blackhole,unicast,l1,all_to_all,riscv_0,274432,4x4,11x10,8876.5,12.690976451864575
2048,110,blackhole,unicast,l1,all_to_all,riscv_0,275456,4x4,11x10,14989.5,15.029474077938652
4096,110,blackhole,unicast,l1,all_to_all,riscv_0,276480,4x4,11x10,28332.0,15.914835895559186
8192,110,blackhole,unicast,l1,all_to_all,riscv_0,277504,4x4,11x10,57905.0,15.618647743301683
16384,110,blackhole,unicast,l1,all_to_all,riscv_0,278528,4x4,11x10,115433.0,15.631411515041684
32768,110,blackhole,unicast,l1,all_to_all,riscv_0,279552,4x4,11x10,230012.5,15.714667058811436
65536,110,blackhole,unicast,l1,all_to_all,riscv_0,280576,4x4,11x10,455864.0,15.839060777188834
64,1760,blackhole,unicast,l1,all_to_all,riscv_0,281600,4x4,11x10,68917.0,1.6344298888274276
128,1760,blackhole,unicast,l1,all_to_all,riscv_0,282624,4x4,11x10,69118.0,3.2593816847039587
256,1760,blackhole,unicast,l1,all_to_all,riscv_0,283648,4x4,11x10,72304.0,6.231468211521525
512,1760,blackhole,unicast,l1,all_to_all,riscv_0,284672,4x4,11x10,83438.5,10.806678860627976
1024,1760,blackhole,unicast,l1,all_to_all,riscv_0,285696,4x4,11x10,128074.5,14.0795477789901
2048,1760,blackhole,unicast,l1,all_to_all,riscv_0,286720,4x4,11x10,231210.0,15.60322102602914
4096,1760,blackhole,unicast,l1,all_to_all,riscv_0,287744,4x4,11x10,455920.5,15.8475274903838
8192,1760,blackhole,unicast,l1,all_to_all,riscv_0,288768,4x4,11x10,911920.0,15.829710544936834
16384,1760,blackhole,unicast,l1,all_to_all,riscv_0,289792,4x4,11x10,1820149.5,15.871215743531268
32768,1760,blackhole,unicast,l1,all_to_all,riscv_0,290816,4x4,11x10,3694426.5,15.654278303664219
65536,1760,blackhole,unicast,l1,all_to_all,riscv_0,291840,4x4,11x10,7306462.0,15.81704660907652
64,28160,blackhole,unicast,l1,all_to_all,riscv_0,292864,4x4,11x10,1052569.5,1.7122312770979828
128,28160,blackhole,unicast,l1,all_to_all,riscv_0,293888,4x4,11x10,1064506.0,3.3861025584747946
256,28160,blackhole,unicast,l1,all_to_all,riscv_0,294912,4x4,11x10,1135617.0,6.348373459555304
512,28160,blackhole,unicast,l1,all_to_all,riscv_0,295936,4x4,11x10,1293733.0,11.150877449583831
1024,28160,blackhole,unicast,l1,all_to_all,riscv_0,296960,4x4,11x10,2019054.5,14.288162426814452
2048,28160,blackhole,unicast,l1,all_to_all,riscv_0,297984,4x4,11x10,3698620.0,15.609649036760976
4096,28160,blackhole,unicast,l1,all_to_all,riscv_0,299008,4x4,11x10,7254110.5,15.938820823828689
8192,28160,blackhole,unicast,l1,all_to_all,riscv_0,300032,4x4,11x10,14634019.0,15.786494526969037
16384,28160,blackhole,unicast,l1,all_to_all,riscv_0,301056,4x4,11x10,29427113.5,15.723469986224714
32768,28160,blackhole,unicast,l1,all_to_all,riscv_0,302080,4x4,11x10,58821729.0,15.729390680248653
65536,28160,blackhole,unicast,l1,all_to_all,riscv_0,303104,4x4,11x10,115902544.5,15.946442329920831
