Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,4,blackhole,riscv_0,0,L1,unicast,all_to_all,True,False,False,4,0,437.0,0.5871682902250588
128,4,blackhole,riscv_0,1024,L1,unicast,all_to_all,True,False,False,4,0,438.0,1.171643077694707
256,4,blackhole,riscv_0,2048,L1,unicast,all_to_all,True,False,False,4,0,438.5,2.33854486745482
512,4,blackhole,riscv_0,3072,L1,unicast,all_to_all,True,False,False,4,0,443.5,4.628690821994598
1024,4,blackhole,riscv_0,4096,L1,unicast,all_to_all,True,False,False,4,0,456.0,8.994957788939884
2048,4,blackhole,riscv_0,5120,L1,unicast,all_to_all,True,False,False,4,0,480.0,17.109440267335003
4096,4,blackhole,riscv_0,6144,L1,unicast,all_to_all,True,False,False,4,0,617.0,26.774858099392667
8192,4,blackhole,riscv_0,7168,L1,unicast,all_to_all,True,False,False,4,0,1033.0,31.997549800401373
16384,4,blackhole,riscv_0,8192,L1,unicast,all_to_all,True,False,False,4,0,1804.0,36.42083400721165
32768,4,blackhole,riscv_0,9216,L1,unicast,all_to_all,True,False,False,4,0,4385.0,30.13802595574259
65536,4,blackhole,riscv_0,10240,L1,unicast,all_to_all,True,False,False,4,0,10656.0,24.68882543869738
64,16,blackhole,riscv_0,11264,L1,unicast,all_to_all,True,False,False,4,0,684.5,1.497901440355601
128,16,blackhole,riscv_0,12288,L1,unicast,all_to_all,True,False,False,4,0,684.0,2.997842835130971
256,16,blackhole,riscv_0,13312,L1,unicast,all_to_all,True,False,False,4,0,688.0,5.9585236307046925
512,16,blackhole,riscv_0,14336,L1,unicast,all_to_all,True,False,False,4,0,723.5,11.324299743971874
1024,16,blackhole,riscv_0,15360,L1,unicast,all_to_all,True,False,False,4,0,816.0,20.07891385317794
2048,16,blackhole,riscv_0,16384,L1,unicast,all_to_all,True,False,False,4,0,1092.0,30.047642719907564
4096,16,blackhole,riscv_0,17408,L1,unicast,all_to_all,True,False,False,4,0,1899.5,34.77209553849059
8192,16,blackhole,riscv_0,18432,L1,unicast,all_to_all,True,False,False,4,0,5522.5,23.743343307015223
16384,16,blackhole,riscv_0,19456,L1,unicast,all_to_all,True,False,False,4,0,8395.5,31.420593411690348
32768,16,blackhole,riscv_0,20480,L1,unicast,all_to_all,True,False,False,4,0,21817.5,24.098212653107446
65536,16,blackhole,riscv_0,21504,L1,unicast,all_to_all,True,False,False,4,0,43583.0,24.239122920150074
64,64,blackhole,riscv_0,22528,L1,unicast,all_to_all,True,False,False,4,0,1798.0,2.2783686692628766
128,64,blackhole,riscv_0,23552,L1,unicast,all_to_all,True,False,False,4,0,1796.0,4.561757752487788
256,64,blackhole,riscv_0,24576,L1,unicast,all_to_all,True,False,False,4,0,1801.0,9.098921484463652
512,64,blackhole,riscv_0,25600,L1,unicast,all_to_all,True,False,False,4,0,1978.5,16.562931563936097
1024,64,blackhole,riscv_0,26624,L1,unicast,all_to_all,True,False,False,4,0,2875.0,22.80678819570533
2048,64,blackhole,riscv_0,27648,L1,unicast,all_to_all,True,False,False,4,0,3808.5,34.52211502952294
4096,64,blackhole,riscv_0,28672,L1,unicast,all_to_all,True,False,False,4,0,9951.5,26.40710031834577
8192,64,blackhole,riscv_0,29696,L1,unicast,all_to_all,True,False,False,4,0,21582.0,24.443787912261502
16384,64,blackhole,riscv_0,30720,L1,unicast,all_to_all,True,False,False,4,0,43937.0,24.170121115006552
32768,64,blackhole,riscv_0,31744,L1,unicast,all_to_all,True,False,False,4,0,85006.0,24.825549396746418
65536,64,blackhole,riscv_0,32768,L1,unicast,all_to_all,True,False,False,4,0,172014.5,24.538028538878464
64,256,blackhole,riscv_0,33792,L1,unicast,all_to_all,True,False,False,4,0,6261.0,2.6168584705620646
128,256,blackhole,riscv_0,34816,L1,unicast,all_to_all,True,False,False,4,0,6262.5,5.232471238180892
256,256,blackhole,riscv_0,35840,L1,unicast,all_to_all,True,False,False,4,0,6265.5,10.45995453839598
512,256,blackhole,riscv_0,36864,L1,unicast,all_to_all,True,False,False,4,0,7450.5,17.645943726798578
1024,256,blackhole,riscv_0,37888,L1,unicast,all_to_all,True,False,False,4,0,9459.0,27.925629367532302
2048,256,blackhole,riscv_0,38912,L1,unicast,all_to_all,True,False,False,4,0,17047.5,31.942433997975765
4096,256,blackhole,riscv_0,39936,L1,unicast,all_to_all,True,False,False,4,0,44364.5,23.659935969917875
8192,256,blackhole,riscv_0,40960,L1,unicast,all_to_all,True,False,False,4,0,87476.0,24.13013820971284
16384,256,blackhole,riscv_0,41984,L1,unicast,all_to_all,True,False,False,4,0,172660.5,24.472635439281234
32768,256,blackhole,riscv_0,43008,L1,unicast,all_to_all,True,False,False,4,0,348812.0,24.150219450513994
65536,256,blackhole,riscv_0,44032,L1,unicast,all_to_all,True,False,False,4,0,695840.0,24.233754328831843
64,1024,blackhole,riscv_0,45056,L1,unicast,all_to_all,True,False,False,4,0,24120.5,2.7170273015060515
