Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
64,2,blackhole,riscv_0,0,398.0,0.32160804020100503
128,2,blackhole,riscv_0,1024,398.0,0.6432160804020101
256,2,blackhole,riscv_0,2048,397.0,1.2896725440806045
512,2,blackhole,riscv_0,3072,407.0,2.515970515970516
1024,2,blackhole,riscv_0,4096,412.0,4.970873786407767
2048,2,blackhole,riscv_0,5120,451.0,9.082039911308204
4096,2,blackhole,riscv_0,6144,517.0,15.845261121856867
8192,2,blackhole,riscv_0,7168,643.0,25.480559875583204
16384,2,blackhole,riscv_0,8192,908.0,36.08810572687225
32768,2,blackhole,riscv_0,9216,1415.0,46.31519434628975
65536,2,blackhole,riscv_0,10240,2481.0,52.83031035872632
64,4,blackhole,riscv_0,11264,490.0,0.5224489795918368
128,4,blackhole,riscv_0,12288,489.0,1.047034764826176
256,4,blackhole,riscv_0,13312,488.0,2.098360655737705
512,4,blackhole,riscv_0,14336,497.0,4.120724346076459
1024,4,blackhole,riscv_0,15360,506.0,8.09486166007905
2048,4,blackhole,riscv_0,16384,519.0,15.784200385356455
4096,4,blackhole,riscv_0,17408,593.0,27.62900505902192
8192,4,blackhole,riscv_0,18432,864.0,37.925925925925924
16384,4,blackhole,riscv_0,19456,1383.0,47.38684020245842
32768,4,blackhole,riscv_0,20480,2414.0,54.29660314830157
65536,4,blackhole,riscv_0,21504,4537.0,57.779149217544635
64,8,blackhole,riscv_0,22528,641.0,0.7987519500780031
128,8,blackhole,riscv_0,23552,637.0,1.6075353218210362
256,8,blackhole,riscv_0,24576,645.0,3.1751937984496124
512,8,blackhole,riscv_0,25600,671.0,6.104321907600596
1024,8,blackhole,riscv_0,26624,671.0,12.208643815201192
2048,8,blackhole,riscv_0,27648,690.0,23.744927536231884
4096,8,blackhole,riscv_0,28672,877.0,37.36374002280502
8192,8,blackhole,riscv_0,29696,1402.0,46.744650499286735
16384,8,blackhole,riscv_0,30720,2439.0,53.740057400574
32768,8,blackhole,riscv_0,31744,4531.0,57.85566100198632
65536,8,blackhole,riscv_0,32768,8741.0,59.98032261754948
64,16,blackhole,riscv_0,33792,932.0,1.0987124463519313
128,16,blackhole,riscv_0,34816,934.0,2.1927194860813706
256,16,blackhole,riscv_0,35840,941.0,4.352816153028693
512,16,blackhole,riscv_0,36864,943.0,8.687168610816544
1024,16,blackhole,riscv_0,37888,950.0,17.246315789473684
2048,16,blackhole,riscv_0,38912,966.0,33.92132505175984
4096,16,blackhole,riscv_0,39936,1396.0,46.94555873925501
8192,16,blackhole,riscv_0,40960,2446.0,53.586263286999184
16384,16,blackhole,riscv_0,41984,4561.0,57.47511510633633
32768,16,blackhole,riscv_0,43008,8771.0,59.77516816782579
65536,16,blackhole,riscv_0,44032,17143.0,61.16642361313656
64,30,blackhole,riscv_0,45056,1452.0,1.322314049586777
128,30,blackhole,riscv_0,46080,1472.0,2.608695652173913
256,30,blackhole,riscv_0,47104,1477.0,5.199729180771834
512,30,blackhole,riscv_0,48128,1493.0,10.28801071667783
1024,30,blackhole,riscv_0,49152,1463.0,20.99794941900205
2048,30,blackhole,riscv_0,50176,1485.0,41.37373737373738
4096,30,blackhole,riscv_0,51200,2335.0,52.62526766595289
8192,30,blackhole,riscv_0,52224,4290.0,57.28671328671329
16384,30,blackhole,riscv_0,53248,8237.0,59.672210756343325
32768,30,blackhole,riscv_0,54272,16132.0,60.93726754277213
65536,30,blackhole,riscv_0,55296,32036.0,61.3709576726183
