Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Loopback,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_0,0,true,897.0,0.0713489409141583
128,1,blackhole,riscv_0,1024,true,897.0,0.1426978818283166
256,1,blackhole,riscv_0,2048,true,895.0,0.2860335195530726
512,1,blackhole,riscv_0,3072,true,904.0,0.5663716814159292
1024,1,blackhole,riscv_0,4096,true,913.0,1.12157721796276
2048,1,blackhole,riscv_0,5120,true,929.0,2.2045209903121634
4096,1,blackhole,riscv_0,6144,true,960.0,4.266666666666667
8192,1,blackhole,riscv_0,7168,true,1034.0,7.922630560928433
16384,1,blackhole,riscv_0,8192,true,1179.0,13.896522476675148
32768,1,blackhole,riscv_0,9216,true,1830.0,17.90601092896175
65536,1,blackhole,riscv_0,10240,true,3112.0,21.05912596401028
64,4,blackhole,riscv_0,11264,true,1193.0,0.2145850796311819
128,4,blackhole,riscv_0,12288,true,1192.0,0.42953020134228187
256,4,blackhole,riscv_0,13312,true,1203.0,0.8512053200332502
512,4,blackhole,riscv_0,14336,true,1193.0,1.7166806370494552
1024,4,blackhole,riscv_0,15360,true,1208.0,3.390728476821192
2048,4,blackhole,riscv_0,16384,true,1240.0,6.606451612903226
4096,4,blackhole,riscv_0,17408,true,1315.0,12.459315589353611
8192,4,blackhole,riscv_0,18432,true,1678.0,19.528009535160905
16384,4,blackhole,riscv_0,19456,true,2328.0,28.151202749140893
32768,4,blackhole,riscv_0,20480,true,4174.0,31.40201245807379
65536,4,blackhole,riscv_0,21504,true,7832.0,33.4708886618999
64,16,blackhole,riscv_0,22528,true,2557.0,0.40046929996089164
128,16,blackhole,riscv_0,23552,true,2578.0,0.7944142746314973
256,16,blackhole,riscv_0,24576,true,2574.0,1.5912975912975913
512,16,blackhole,riscv_0,25600,true,2606.0,3.143514965464313
1024,16,blackhole,riscv_0,26624,true,2714.0,6.036845983787767
2048,16,blackhole,riscv_0,27648,true,2916.0,11.237311385459533
4096,16,blackhole,riscv_0,28672,true,3364.0,19.48156956004756
8192,16,blackhole,riscv_0,29696,true,4569.0,28.68724009630116
16384,16,blackhole,riscv_0,30720,true,7056.0,37.151927437641724
32768,16,blackhole,riscv_0,31744,true,13602.0,38.54491986472578
65536,16,blackhole,riscv_0,32768,true,26621.0,39.38905375455467
64,64,blackhole,riscv_0,33792,true,7895.0,0.5188093730208994
128,64,blackhole,riscv_0,34816,true,7984.0,1.0260521042084167
256,64,blackhole,riscv_0,35840,true,8092.0,2.024715768660405
512,64,blackhole,riscv_0,36864,true,8321.0,3.9379882225694027
1024,64,blackhole,riscv_0,37888,true,8864.0,7.393501805054152
2048,64,blackhole,riscv_0,38912,true,9778.0,13.404786254857845
4096,64,blackhole,riscv_0,39936,true,11771.0,22.270325375923882
8192,64,blackhole,riscv_0,40960,true,16048.0,32.66999002991027
16384,64,blackhole,riscv_0,41984,true,25926.0,40.44495872868934
32768,64,blackhole,riscv_0,43008,true,51328.0,40.85785536159601
65536,64,blackhole,riscv_0,44032,true,102142.0,41.06346067239725
64,256,blackhole,riscv_0,45056,true,29406.0,0.5571652043800585
128,256,blackhole,riscv_0,46080,true,29663.0,1.1046758588140106
256,256,blackhole,riscv_0,47104,true,30170.0,2.172224063639377
512,256,blackhole,riscv_0,48128,true,31186.0,4.20291156288078
1024,256,blackhole,riscv_0,49152,true,33214.0,7.892575420003613
2048,256,blackhole,riscv_0,50176,true,37256.0,14.072578913463603
4096,256,blackhole,riscv_0,51200,true,45368.0,23.112678539940045
8192,256,blackhole,riscv_0,52224,true,62030.0,33.80867322263421
16384,256,blackhole,riscv_0,53248,true,101327.0,41.39374500379958
32768,256,blackhole,riscv_0,54272,true,202259.0,41.474584567312206
65536,256,blackhole,riscv_0,55296,true,404025.0,41.52519274797351
64,1,blackhole,riscv_0,56320,false,896.0,0.07142857142857142
128,1,blackhole,riscv_0,57344,false,895.0,0.1430167597765363
256,1,blackhole,riscv_0,58368,false,897.0,0.2853957636566332
512,1,blackhole,riscv_0,59392,false,905.0,0.5657458563535912
1024,1,blackhole,riscv_0,60416,false,928.0,1.103448275862069
2048,1,blackhole,riscv_0,61440,false,932.0,2.1974248927038627
4096,1,blackhole,riscv_0,62464,false,971.0,4.218331616889804
8192,1,blackhole,riscv_0,63488,false,1033.0,7.930300096805421
16384,1,blackhole,riscv_0,64512,false,1176.0,13.931972789115646
32768,1,blackhole,riscv_0,65536,false,1832.0,17.88646288209607
65536,1,blackhole,riscv_0,66560,false,3115.0,21.03884430176565
64,4,blackhole,riscv_0,67584,false,1192.0,0.21476510067114093
128,4,blackhole,riscv_0,68608,false,1204.0,0.42524916943521596
256,4,blackhole,riscv_0,69632,false,1194.0,0.8576214405360134
512,4,blackhole,riscv_0,70656,false,1191.0,1.7195633921074727
1024,4,blackhole,riscv_0,71680,false,1217.0,3.3656532456861132
2048,4,blackhole,riscv_0,72704,false,1257.0,6.517104216388226
4096,4,blackhole,riscv_0,73728,false,1326.0,12.355957767722474
8192,4,blackhole,riscv_0,74752,false,1680.0,19.504761904761907
16384,4,blackhole,riscv_0,75776,false,2268.0,28.895943562610228
32768,4,blackhole,riscv_0,76800,false,4049.0,32.37144974067671
65536,4,blackhole,riscv_0,77824,false,7450.0,35.18711409395973
64,16,blackhole,riscv_0,78848,false,2496.0,0.41025641025641024
128,16,blackhole,riscv_0,79872,false,2490.0,0.8224899598393575
256,16,blackhole,riscv_0,80896,false,2513.0,1.629924393155591
512,16,blackhole,riscv_0,81920,false,2509.0,3.2650458349940217
1024,16,blackhole,riscv_0,82944,false,2589.0,6.328312089609888
2048,16,blackhole,riscv_0,83968,false,2734.0,11.985369422092173
4096,16,blackhole,riscv_0,84992,false,3241.0,20.2209194692996
8192,16,blackhole,riscv_0,86016,false,4385.0,29.890992018244013
16384,16,blackhole,riscv_0,87040,false,6595.0,39.748900682335105
32768,16,blackhole,riscv_0,88064,false,12955.0,40.46993438826708
65536,16,blackhole,riscv_0,89088,false,24741.0,42.382118750252616
64,64,blackhole,riscv_0,90112,false,7728.0,0.5300207039337475
128,64,blackhole,riscv_0,91136,false,7729.0,1.059904256695562
