RISC-V Processor,Kernel,Run Host ID,Transaction Size (bytes),Number of Transactions,Latency (cycles),Bandwidth (bytes/cycle)
riscv_1,Receiver,143360,64,1,2291.0,0.027935399388913137
riscv_1,Receiver,144384,128,1,2304.0,0.05555555555555555
riscv_1,Receiver,145408,256,1,2315.0,0.11058315334773218
riscv_1,Receiver,146432,512,1,2333.0,0.21945992284612087
riscv_1,Receiver,147456,1024,1,2343.0,0.4370465215535638
riscv_1,Receiver,148480,2048,1,2355.0,0.8696390658174098
riscv_1,Receiver,149504,4096,1,2378.0,1.7224558452481076
riscv_1,Receiver,150528,8192,1,2511.0,3.2624452409398645
riscv_1,Receiver,151552,16384,1,2605.0,6.289443378119002
riscv_1,Receiver,152576,32768,1,3233.0,10.135477884317972
riscv_1,Receiver,153600,65536,1,4550.0,14.403516483516484
riscv_1,Receiver,154624,131072,1,7098.0,18.46604677373908
riscv_1,Receiver,155648,262144,1,12267.0,21.36985408005217
riscv_1,Receiver,156672,524288,1,22632.0,23.16578296217745
riscv_1,Receiver,157696,64,4,6799.0,0.03765259596999559
riscv_1,Receiver,158720,128,4,6782.0,0.07549395458566795
riscv_1,Receiver,159744,256,4,6810.0,0.15036710719530103
riscv_1,Receiver,160768,512,4,6805.0,0.30095518001469507
riscv_1,Receiver,161792,1024,4,6906.0,0.5931074428033594
riscv_1,Receiver,162816,2048,4,6879.0,1.1908707660997238
riscv_1,Receiver,163840,4096,4,7037.0,2.328264885604661
riscv_1,Receiver,164864,8192,4,7323.0,4.474668851563567
riscv_1,Receiver,165888,16384,4,7893.0,8.303053338401115
riscv_1,Receiver,166912,32768,4,9448.0,13.872988992379339
riscv_1,Receiver,167936,65536,4,13022.0,20.13085547534941
riscv_1,Receiver,168960,131072,4,19900.0,26.346130653266332
riscv_1,Receiver,169984,262144,4,33694.0,31.12055558853208
riscv_1,Receiver,171008,524288,4,61235.0,34.247603494733404
riscv_1,Receiver,172032,64,16,24727.0,0.041412221458324905
riscv_1,Receiver,173056,128,16,24716.0,0.08286130441819065
riscv_1,Receiver,174080,256,16,24700.0,0.16582995951417004
riscv_1,Receiver,175104,512,16,24923.0,0.3286923725073225
riscv_1,Receiver,176128,1024,16,25133.0,0.6518919349062985
riscv_1,Receiver,177152,2048,16,25027.0,1.3093059495744597
riscv_1,Receiver,178176,4096,16,25595.0,2.560500097675327
riscv_1,Receiver,179200,8192,16,26717.0,4.905940038177939
riscv_1,Receiver,180224,16384,16,28874.0,9.07889450716908
riscv_1,Receiver,181248,32768,16,34415.0,15.234287374691268
riscv_1,Receiver,182272,65536,16,46663.0,22.471251312603133
riscv_1,Receiver,183296,131072,16,70797.0,29.622046131898244
riscv_1,Receiver,184320,262144,16,119781.0,35.01643833329159
riscv_1,Receiver,185344,524288,16,216147.0,38.80973596672635
riscv_1,Receiver,186368,64,64,96106.0,0.04261960751670031
riscv_1,Receiver,187392,128,64,96223.0,0.08513557049769806
riscv_1,Receiver,188416,256,64,96322.0,0.1700961358775773
riscv_1,Receiver,189440,512,64,96319.0,0.3402028675546881
riscv_1,Receiver,190464,1024,64,97689.0,0.670863659163263
riscv_1,Receiver,191488,2048,64,97573.0,1.3433224355098234
riscv_1,Receiver,192512,4096,64,99997.0,2.621518645559367
riscv_1,Receiver,193536,8192,64,104123.0,5.035275587526291
riscv_1,Receiver,194560,16384,64,112956.0,9.283048266581678
riscv_1,Receiver,195584,32768,64,133886.0,15.66371390586021
riscv_1,Receiver,196608,65536,64,182475.0,22.985636388546375
riscv_1,Receiver,197632,131072,64,274876.0,30.517789839782303
riscv_1,Receiver,198656,262144,64,462022.0,36.312591175312
riscv_1,Receiver,199680,524288,64,835644.0,40.15397944579271
riscv_1,Receiver,200704,64,256,382056.0,0.042883765730678224
riscv_1,Receiver,201728,128,256,382081.0,0.08576191959296589
riscv_1,Receiver,202752,256,256,382227.0,0.1714583218872555
riscv_1,Receiver,203776,512,256,382261.0,0.3428861432372123
riscv_1,Receiver,204800,1024,256,386122.0,0.678914954340856
riscv_1,Receiver,205824,2048,256,387431.0,1.3532422547498781
riscv_1,Receiver,206848,4096,256,397779.0,2.6360768165237483
riscv_1,Receiver,207872,8192,256,414560.0,5.058741798533385
riscv_1,Receiver,208896,16384,256,450672.0,9.306777434586573
riscv_1,Receiver,209920,32768,256,532230.0,15.761246077823497
riscv_1,Receiver,210944,65536,256,720140.0,23.297158885772212
riscv_1,Receiver,211968,131072,256,1090143.0,30.779844479118793
riscv_1,Receiver,212992,262144,256,1844630.0,36.380663872971816
riscv_1,Receiver,214016,524288,256,3312051.0,40.524052316827245
