Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,4,blackhole,riscv_1,0,L1,unicast,all_from_all,True,False,False,4,1,438.0,0.5850726331607947
128,4,blackhole,riscv_1,1024,L1,unicast,all_from_all,True,False,False,4,1,442.5,1.1584835809905607
256,4,blackhole,riscv_1,2048,L1,unicast,all_from_all,True,False,False,4,1,447.0,2.2945484622903978
512,4,blackhole,riscv_1,3072,L1,unicast,all_from_all,True,False,False,4,1,447.5,4.5861606517344224
1024,4,blackhole,riscv_1,4096,L1,unicast,all_from_all,True,False,False,4,1,467.0,8.779936106929092
2048,4,blackhole,riscv_1,5120,L1,unicast,all_from_all,True,False,False,4,1,499.0,16.433729321192388
4096,4,blackhole,riscv_1,6144,L1,unicast,all_from_all,True,False,False,4,1,601.0,27.270366677744544
8192,4,blackhole,riscv_1,7168,L1,unicast,all_from_all,True,False,False,4,1,861.5,38.04276261707432
16384,4,blackhole,riscv_1,8192,L1,unicast,all_from_all,True,False,False,4,1,1770.0,37.37895850760928
32768,4,blackhole,riscv_1,9216,L1,unicast,all_from_all,True,False,False,4,1,3976.5,32.96615757106561
65536,4,blackhole,riscv_1,10240,L1,unicast,all_from_all,True,False,False,4,1,7507.5,34.91831098548699
64,16,blackhole,riscv_1,11264,L1,unicast,all_from_all,True,False,False,4,1,751.0,1.3649092603274615
128,16,blackhole,riscv_1,12288,L1,unicast,all_from_all,True,False,False,4,1,752.0,2.726417515963596
256,16,blackhole,riscv_1,13312,L1,unicast,all_from_all,True,False,False,4,1,757.5,5.411223852692601
512,16,blackhole,riscv_1,14336,L1,unicast,all_from_all,True,False,False,4,1,760.5,10.783051786208805
1024,16,blackhole,riscv_1,15360,L1,unicast,all_from_all,True,False,False,4,1,843.0,19.445227851237807
2048,16,blackhole,riscv_1,16384,L1,unicast,all_from_all,True,False,False,4,1,1193.5,27.485489309724912
4096,16,blackhole,riscv_1,17408,L1,unicast,all_from_all,True,False,False,4,1,1891.5,34.650948865526374
8192,16,blackhole,riscv_1,18432,L1,unicast,all_from_all,True,False,False,4,1,3322.5,39.49115343982516
16384,16,blackhole,riscv_1,19456,L1,unicast,all_from_all,True,False,False,4,1,7357.0,35.63246883931242
32768,16,blackhole,riscv_1,20480,L1,unicast,all_from_all,True,False,False,4,1,12571.5,41.8717281320864
65536,16,blackhole,riscv_1,21504,L1,unicast,all_from_all,True,False,False,4,1,31942.0,33.19746070896454
64,64,blackhole,riscv_1,22528,L1,unicast,all_from_all,True,False,False,4,1,2529.0,1.619770778657046
128,64,blackhole,riscv_1,23552,L1,unicast,all_from_all,True,False,False,4,1,2513.0,3.2601977704306586
256,64,blackhole,riscv_1,24576,L1,unicast,all_from_all,True,False,False,4,1,2524.5,6.490426006013168
512,64,blackhole,riscv_1,25600,L1,unicast,all_from_all,True,False,False,4,1,2555.5,12.825155975083195
1024,64,blackhole,riscv_1,26624,L1,unicast,all_from_all,True,False,False,4,1,3114.0,21.074342216477444
2048,64,blackhole,riscv_1,27648,L1,unicast,all_from_all,True,False,False,4,1,4807.0,27.302264907710253
4096,64,blackhole,riscv_1,28672,L1,unicast,all_from_all,True,False,False,4,1,8641.5,30.36885517010611
8192,64,blackhole,riscv_1,29696,L1,unicast,all_from_all,True,False,False,4,1,15581.5,33.997910665827966
16384,64,blackhole,riscv_1,30720,L1,unicast,all_from_all,True,False,False,4,1,31371.5,33.86412029602465
32768,64,blackhole,riscv_1,31744,L1,unicast,all_from_all,True,False,False,4,1,75669.5,27.820887749099512
65536,64,blackhole,riscv_1,32768,L1,unicast,all_from_all,True,False,False,4,1,159150.5,26.39454396494746
64,256,blackhole,riscv_1,33792,L1,unicast,all_from_all,True,False,False,4,1,9881.5,1.6580669238486516
128,256,blackhole,riscv_1,34816,L1,unicast,all_from_all,True,False,False,4,1,9881.0,3.3162983178549306
256,256,blackhole,riscv_1,35840,L1,unicast,all_from_all,True,False,False,4,1,9899.0,6.620559208216708
512,256,blackhole,riscv_1,36864,L1,unicast,all_from_all,True,False,False,4,1,9961.0,13.158637577968797
1024,256,blackhole,riscv_1,37888,L1,unicast,all_from_all,True,False,False,4,1,12141.5,21.77554005070161
2048,256,blackhole,riscv_1,38912,L1,unicast,all_from_all,True,False,False,4,1,20497.0,25.775786270676825
4096,256,blackhole,riscv_1,39936,L1,unicast,all_from_all,True,False,False,4,1,42124.5,24.909308239998772
8192,256,blackhole,riscv_1,40960,L1,unicast,all_from_all,True,False,False,4,1,86412.0,24.269346726983784
16384,256,blackhole,riscv_1,41984,L1,unicast,all_from_all,True,False,False,4,1,143252.5,29.441042432755964
32768,256,blackhole,riscv_1,43008,L1,unicast,all_from_all,True,False,False,4,1,324816.5,25.87242058420553
65536,256,blackhole,riscv_1,44032,L1,unicast,all_from_all,True,False,False,4,1,636401.5,26.738282078670963
64,1024,blackhole,riscv_1,45056,L1,unicast,all_from_all,True,False,False,4,1,40153.5,1.6325730860969982
128,1024,blackhole,riscv_1,46080,L1,unicast,all_from_all,True,False,False,4,1,40144.5,3.2658521650508843
256,1024,blackhole,riscv_1,47104,L1,unicast,all_from_all,True,False,False,4,1,40158.5,6.529462928993774
512,1024,blackhole,riscv_1,48128,L1,unicast,all_from_all,True,False,False,4,1,40189.5,13.049171715429022
1024,1024,blackhole,riscv_1,49152,L1,unicast,all_from_all,True,False,False,4,1,48092.5,21.968521213637445
2048,1024,blackhole,riscv_1,50176,L1,unicast,all_from_all,True,False,False,4,1,80814.0,26.217127130777534
4096,1024,blackhole,riscv_1,51200,L1,unicast,all_from_all,True,False,False,4,1,157728.0,26.858833564147886
8192,1024,blackhole,riscv_1,52224,L1,unicast,all_from_all,True,False,False,4,1,313402.0,27.052785499877963
16384,1024,blackhole,riscv_1,53248,L1,unicast,all_from_all,True,False,False,4,1,635511.0,26.770822547297534
32768,1024,blackhole,riscv_1,54272,L1,unicast,all_from_all,True,False,False,4,1,1293297.0,26.49932489621495
65536,1024,blackhole,riscv_1,55296,L1,unicast,all_from_all,True,False,False,4,1,2622897.5,26.18934884358456
64,9,blackhole,riscv_1,56320,L1,unicast,all_from_all,True,False,False,9,1,629.0,0.9157392686804452
128,9,blackhole,riscv_1,57344,L1,unicast,all_from_all,True,False,False,9,1,620.0,1.8580645161290323
256,9,blackhole,riscv_1,58368,L1,unicast,all_from_all,True,False,False,9,1,635.0,3.6283464566929133
512,9,blackhole,riscv_1,59392,L1,unicast,all_from_all,True,False,False,9,1,660.0,6.9818181818181815
1024,9,blackhole,riscv_1,60416,L1,unicast,all_from_all,True,False,False,9,1,683.0,13.493411420204978
2048,9,blackhole,riscv_1,61440,L1,unicast,all_from_all,True,False,False,9,1,934.0,19.734475374732334
4096,9,blackhole,riscv_1,62464,L1,unicast,all_from_all,True,False,False,9,1,1482.0,24.874493927125506
8192,9,blackhole,riscv_1,63488,L1,unicast,all_from_all,True,False,False,9,1,2553.0,28.878965922444184
16384,9,blackhole,riscv_1,64512,L1,unicast,all_from_all,True,False,False,9,1,5356.0,27.530993278566093
32768,9,blackhole,riscv_1,65536,L1,unicast,all_from_all,True,False,False,9,1,10320.0,28.57674418604651
65536,9,blackhole,riscv_1,66560,L1,unicast,all_from_all,True,False,False,9,1,21485.0,27.452827554107518
64,36,blackhole,riscv_1,67584,L1,unicast,all_from_all,True,False,False,9,1,1597.0,1.4427050720100187
128,36,blackhole,riscv_1,68608,L1,unicast,all_from_all,True,False,False,9,1,1604.0,2.8728179551122195
256,36,blackhole,riscv_1,69632,L1,unicast,all_from_all,True,False,False,9,1,1612.0,5.71712158808933
512,36,blackhole,riscv_1,70656,L1,unicast,all_from_all,True,False,False,9,1,1637.0,11.25962125839951
1024,36,blackhole,riscv_1,71680,L1,unicast,all_from_all,True,False,False,9,1,1877.0,19.639850825785828
2048,36,blackhole,riscv_1,72704,L1,unicast,all_from_all,True,False,False,9,1,2978.0,24.75755540631296
4096,36,blackhole,riscv_1,73728,L1,unicast,all_from_all,True,False,False,9,1,5816.0,25.353507565337
8192,36,blackhole,riscv_1,74752,L1,unicast,all_from_all,True,False,False,9,1,9582.0,30.7777082028804
16384,36,blackhole,riscv_1,75776,L1,unicast,all_from_all,True,False,False,9,1,22045.0,26.755454751644365
32768,36,blackhole,riscv_1,76800,L1,unicast,all_from_all,True,False,False,9,1,52811.0,22.33716460585863
65536,36,blackhole,riscv_1,77824,L1,unicast,all_from_all,True,False,False,9,1,119815.0,19.691157200684387
64,144,blackhole,riscv_1,78848,L1,unicast,all_from_all,True,False,False,9,1,5816.0,1.5845942228335625
128,144,blackhole,riscv_1,79872,L1,unicast,all_from_all,True,False,False,9,1,5821.0,3.1664662429135886
256,144,blackhole,riscv_1,80896,L1,unicast,all_from_all,True,False,False,9,1,5832.0,6.320987654320987
512,144,blackhole,riscv_1,81920,L1,unicast,all_from_all,True,False,False,9,1,5813.0,12.68329606055393
1024,144,blackhole,riscv_1,82944,L1,unicast,all_from_all,True,False,False,9,1,7370.0,20.007598371777476
2048,144,blackhole,riscv_1,83968,L1,unicast,all_from_all,True,False,False,9,1,13667.0,21.57840052681642
4096,144,blackhole,riscv_1,84992,L1,unicast,all_from_all,True,False,False,9,1,32447.0,18.17807501463926
8192,144,blackhole,riscv_1,86016,L1,unicast,all_from_all,True,False,False,9,1,63841.0,18.477906047837596
16384,144,blackhole,riscv_1,87040,L1,unicast,all_from_all,True,False,False,9,1,128368.0,18.379159915243676
32768,144,blackhole,riscv_1,88064,L1,unicast,all_from_all,True,False,False,9,1,247803.0,19.041706516870256
65536,144,blackhole,riscv_1,89088,L1,unicast,all_from_all,True,False,False,9,1,458863.0,20.566452296219133
64,576,blackhole,riscv_1,90112,L1,unicast,all_from_all,True,False,False,9,1,23806.0,1.5485171805427203
128,576,blackhole,riscv_1,91136,L1,unicast,all_from_all,True,False,False,9,1,23789.0,3.0992475513892974
256,576,blackhole,riscv_1,92160,L1,unicast,all_from_all,True,False,False,9,1,23786.0,6.199276885562936
512,576,blackhole,riscv_1,93184,L1,unicast,all_from_all,True,False,False,9,1,23719.0,12.433576457692146
1024,576,blackhole,riscv_1,94208,L1,unicast,all_from_all,True,False,False,9,1,29844.0,19.76357056694813
2048,576,blackhole,riscv_1,95232,L1,unicast,all_from_all,True,False,False,9,1,52054.0,22.66200484112652
4096,576,blackhole,riscv_1,96256,L1,unicast,all_from_all,True,False,False,9,1,125194.0,18.845120373180823
8192,576,blackhole,riscv_1,97280,L1,unicast,all_from_all,True,False,False,9,1,212452.0,22.21015570575942
16384,576,blackhole,riscv_1,98304,L1,unicast,all_from_all,True,False,False,9,1,428172.0,22.040637874499033
32768,576,blackhole,riscv_1,99328,L1,unicast,all_from_all,True,False,False,9,1,1017428.0,18.551060124156205
65536,576,blackhole,riscv_1,100352,L1,unicast,all_from_all,True,False,False,9,1,1832298.0,20.601854065223016
64,2304,blackhole,riscv_1,101376,L1,unicast,all_from_all,True,False,False,9,1,94474.0,1.5608103816923176
128,2304,blackhole,riscv_1,102400,L1,unicast,all_from_all,True,False,False,9,1,94473.0,3.12165380584929
256,2304,blackhole,riscv_1,103424,L1,unicast,all_from_all,True,False,False,9,1,94528.0,6.239675016926202
512,2304,blackhole,riscv_1,104448,L1,unicast,all_from_all,True,False,False,9,1,95418.0,12.362950386719486
1024,2304,blackhole,riscv_1,105472,L1,unicast,all_from_all,True,False,False,9,1,129085.0,18.27707324631057
2048,2304,blackhole,riscv_1,106496,L1,unicast,all_from_all,True,False,False,9,1,235245.0,20.058203149907545
4096,2304,blackhole,riscv_1,107520,L1,unicast,all_from_all,True,False,False,9,1,446823.0,21.120631659516185
8192,2304,blackhole,riscv_1,108544,L1,unicast,all_from_all,True,False,False,9,1,1020034.0,18.50366556408904
16384,2304,blackhole,riscv_1,109568,L1,unicast,all_from_all,True,False,False,9,1,1840930.0,20.505253323048677
32768,2304,blackhole,riscv_1,110592,L1,unicast,all_from_all,True,False,False,9,1,3347821.0,22.551227201215358
65536,2304,blackhole,riscv_1,111616,L1,unicast,all_from_all,True,False,False,9,1,7180658.0,21.028009410836724
64,25,blackhole,riscv_1,112640,L1,unicast,all_from_all,True,False,False,25,1,1230.0,1.3008130081300813
128,25,blackhole,riscv_1,113664,L1,unicast,all_from_all,True,False,False,25,1,1230.0,2.6016260162601625
256,25,blackhole,riscv_1,114688,L1,unicast,all_from_all,True,False,False,25,1,1260.0,5.079365079365079
