Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
64,1,blackhole,riscv_1,0,L1,unicast,one_from_one,True,True,False,0,1,230.0,0.2782608695652174
128,1,blackhole,riscv_1,1024,L1,unicast,one_from_one,True,True,False,0,1,228.0,0.5614035087719298
256,1,blackhole,riscv_1,2048,L1,unicast,one_from_one,True,True,False,0,1,228.0,1.1228070175438596
512,1,blackhole,riscv_1,3072,L1,unicast,one_from_one,True,True,False,0,1,237.0,2.160337552742616
1024,1,blackhole,riscv_1,4096,L1,unicast,one_from_one,True,True,False,0,1,244.0,4.19672131147541
2048,1,blackhole,riscv_1,5120,L1,unicast,one_from_one,True,True,False,0,1,262.0,7.816793893129771
4096,1,blackhole,riscv_1,6144,L1,unicast,one_from_one,True,True,False,0,1,294.0,13.931972789115646
8192,1,blackhole,riscv_1,7168,L1,unicast,one_from_one,True,True,False,0,1,364.0,22.505494505494507
16384,1,blackhole,riscv_1,8192,L1,unicast,one_from_one,True,True,False,0,1,492.0,33.300813008130085
32768,1,blackhole,riscv_1,9216,L1,unicast,one_from_one,True,True,False,0,1,756.0,43.34391534391534
65536,1,blackhole,riscv_1,10240,L1,unicast,one_from_one,True,True,False,0,1,1311.0,49.98932112890923
64,4,blackhole,riscv_1,11264,L1,unicast,one_from_one,True,True,False,0,1,319.0,0.8025078369905956
128,4,blackhole,riscv_1,12288,L1,unicast,one_from_one,True,True,False,0,1,319.0,1.6050156739811912
256,4,blackhole,riscv_1,13312,L1,unicast,one_from_one,True,True,False,0,1,320.0,3.2
512,4,blackhole,riscv_1,14336,L1,unicast,one_from_one,True,True,False,0,1,326.0,6.282208588957055
1024,4,blackhole,riscv_1,15360,L1,unicast,one_from_one,True,True,False,0,1,334.0,12.263473053892216
2048,4,blackhole,riscv_1,16384,L1,unicast,one_from_one,True,True,False,0,1,370.0,22.14054054054054
4096,4,blackhole,riscv_1,17408,L1,unicast,one_from_one,True,True,False,0,1,494.0,33.16599190283401
8192,4,blackhole,riscv_1,18432,L1,unicast,one_from_one,True,True,False,0,1,775.0,42.281290322580645
16384,4,blackhole,riscv_1,19456,L1,unicast,one_from_one,True,True,False,0,1,1312.0,49.951219512195124
32768,4,blackhole,riscv_1,20480,L1,unicast,one_from_one,True,True,False,0,1,2367.0,55.37473595268272
65536,4,blackhole,riscv_1,21504,L1,unicast,one_from_one,True,True,False,0,1,4501.0,58.24127971561875
64,16,blackhole,riscv_1,22528,L1,unicast,one_from_one,True,True,False,0,1,729.0,1.4046639231824416
128,16,blackhole,riscv_1,23552,L1,unicast,one_from_one,True,True,False,0,1,726.0,2.8209366391184574
256,16,blackhole,riscv_1,24576,L1,unicast,one_from_one,True,True,False,0,1,726.0,5.641873278236915
512,16,blackhole,riscv_1,25600,L1,unicast,one_from_one,True,True,False,0,1,736.0,11.130434782608695
1024,16,blackhole,riscv_1,26624,L1,unicast,one_from_one,True,True,False,0,1,743.0,22.05114401076716
2048,16,blackhole,riscv_1,27648,L1,unicast,one_from_one,True,True,False,0,1,784.0,41.795918367346935
4096,16,blackhole,riscv_1,28672,L1,unicast,one_from_one,True,True,False,0,1,1318.0,49.72382397572079
8192,16,blackhole,riscv_1,29696,L1,unicast,one_from_one,True,True,False,0,1,2382.0,55.026028547439125
16384,16,blackhole,riscv_1,30720,L1,unicast,one_from_one,True,True,False,0,1,4503.0,58.215411947590496
32768,16,blackhole,riscv_1,31744,L1,unicast,one_from_one,True,True,False,0,1,8720.0,60.12477064220184
65536,16,blackhole,riscv_1,32768,L1,unicast,one_from_one,True,True,False,0,1,17240.0,60.82227378190255
64,64,blackhole,riscv_1,33792,L1,unicast,one_from_one,True,True,False,0,1,2358.0,1.7370653095843935
128,64,blackhole,riscv_1,34816,L1,unicast,one_from_one,True,True,False,0,1,2359.0,3.4726579058923273
256,64,blackhole,riscv_1,35840,L1,unicast,one_from_one,True,True,False,0,1,2359.0,6.9453158117846545
512,64,blackhole,riscv_1,36864,L1,unicast,one_from_one,True,True,False,0,1,2368.0,13.837837837837839
1024,64,blackhole,riscv_1,37888,L1,unicast,one_from_one,True,True,False,0,1,2374.0,27.605728727885424
2048,64,blackhole,riscv_1,38912,L1,unicast,one_from_one,True,True,False,0,1,2447.0,53.56436452799346
4096,64,blackhole,riscv_1,39936,L1,unicast,one_from_one,True,True,False,0,1,4550.0,57.614065934065934
8192,64,blackhole,riscv_1,40960,L1,unicast,one_from_one,True,True,False,0,1,8760.0,59.85022831050228
16384,64,blackhole,riscv_1,41984,L1,unicast,one_from_one,True,True,False,0,1,17264.0,60.73772011121409
32768,64,blackhole,riscv_1,43008,L1,unicast,one_from_one,True,True,False,0,1,34280.0,61.177129521586934
65536,64,blackhole,riscv_1,44032,L1,unicast,one_from_one,True,True,False,0,1,68198.0,61.50186222469867
64,256,blackhole,riscv_1,45056,L1,unicast,one_from_one,True,True,False,0,1,8886.0,1.8437992347512941
128,256,blackhole,riscv_1,46080,L1,unicast,one_from_one,True,True,False,0,1,8887.0,3.687183526499381
