Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
32,4,wormhole_b0,riscv_0,0,L1,unicast,all_to_all,True,False,False,4,0,369.0,0.34801061007957557
64,4,wormhole_b0,riscv_0,1024,L1,unicast,all_to_all,True,False,False,4,0,367.5,0.6987729879081375
128,4,wormhole_b0,riscv_0,2048,L1,unicast,all_to_all,True,False,False,4,0,371.0,1.3826254685737163
256,4,wormhole_b0,riscv_0,3072,L1,unicast,all_to_all,True,False,False,4,0,375.0,2.737694632977813
512,4,wormhole_b0,riscv_0,4096,L1,unicast,all_to_all,True,False,False,4,0,382.0,5.3731868131868135
1024,4,wormhole_b0,riscv_0,5120,L1,unicast,all_to_all,True,False,False,4,0,426.0,9.618415540317068
2048,4,wormhole_b0,riscv_0,6144,L1,unicast,all_to_all,True,False,False,4,0,570.5,14.362522203578386
4096,4,wormhole_b0,riscv_0,7168,L1,unicast,all_to_all,True,False,False,4,0,948.0,17.292013092560843
8192,4,wormhole_b0,riscv_0,8192,L1,unicast,all_to_all,True,False,False,4,0,1802.5,18.28405008212671
16384,4,wormhole_b0,riscv_0,9216,L1,unicast,all_to_all,True,False,False,4,0,4066.0,16.251172841358372
32768,4,wormhole_b0,riscv_0,10240,L1,unicast,all_to_all,True,False,False,4,0,8224.0,16.269861942947028
65536,4,wormhole_b0,riscv_0,11264,L1,unicast,all_to_all,True,False,False,4,0,16710.5,15.824499125301914
32,16,wormhole_b0,riscv_0,12288,L1,unicast,all_to_all,True,False,False,4,0,601.5,0.8513753351947585
64,16,wormhole_b0,riscv_0,13312,L1,unicast,all_to_all,True,False,False,4,0,606.5,1.6889831660819667
128,16,wormhole_b0,riscv_0,14336,L1,unicast,all_to_all,True,False,False,4,0,612.5,3.344656388816305
256,16,wormhole_b0,riscv_0,15360,L1,unicast,all_to_all,True,False,False,4,0,635.0,6.454491536569811
512,16,wormhole_b0,riscv_0,16384,L1,unicast,all_to_all,True,False,False,4,0,720.5,11.423802427081116
1024,16,wormhole_b0,riscv_0,17408,L1,unicast,all_to_all,True,False,False,4,0,1151.0,14.27081578614796
2048,16,wormhole_b0,riscv_0,18432,L1,unicast,all_to_all,True,False,False,4,0,2291.5,14.301307704907416
4096,16,wormhole_b0,riscv_0,19456,L1,unicast,all_to_all,True,False,False,4,0,5158.5,12.806525569945247
8192,16,wormhole_b0,riscv_0,20480,L1,unicast,all_to_all,True,False,False,4,0,7889.0,16.885293522095314
16384,16,wormhole_b0,riscv_0,21504,L1,unicast,all_to_all,True,False,False,4,0,17503.5,15.17468345347838
32768,16,wormhole_b0,riscv_0,22528,L1,unicast,all_to_all,True,False,False,4,0,34984.5,15.214380904834222
65536,16,wormhole_b0,riscv_0,23552,L1,unicast,all_to_all,True,False,False,4,0,69350.5,15.358526243608122
32,64,wormhole_b0,riscv_0,24576,L1,unicast,all_to_all,True,False,False,4,0,1672.0,1.2249241991726656
64,64,wormhole_b0,riscv_0,25600,L1,unicast,all_to_all,True,False,False,4,0,1669.0,2.454220557408606
128,64,wormhole_b0,riscv_0,26624,L1,unicast,all_to_all,True,False,False,4,0,1685.0,4.862159467045959
256,64,wormhole_b0,riscv_0,27648,L1,unicast,all_to_all,True,False,False,4,0,1813.5,9.04892606301884
512,64,wormhole_b0,riscv_0,28672,L1,unicast,all_to_all,True,False,False,4,0,2717.5,12.09328804956009
1024,64,wormhole_b0,riscv_0,29696,L1,unicast,all_to_all,True,False,False,4,0,4015.0,16.466434704247916
2048,64,wormhole_b0,riscv_0,30720,L1,unicast,all_to_all,True,False,False,4,0,11799.5,11.154359623173491
4096,64,wormhole_b0,riscv_0,31744,L1,unicast,all_to_all,True,False,False,4,0,19410.0,13.659472677511278
8192,64,wormhole_b0,riscv_0,32768,L1,unicast,all_to_all,True,False,False,4,0,34326.5,15.536370703792091
16384,64,wormhole_b0,riscv_0,33792,L1,unicast,all_to_all,True,False,False,4,0,71090.0,15.015991914503498
32768,64,wormhole_b0,riscv_0,34816,L1,unicast,all_to_all,True,False,False,4,0,141980.0,15.01450029810037
65536,64,wormhole_b0,riscv_0,35840,L1,unicast,all_to_all,True,False,False,4,0,279395.0,15.267329758477524
32,256,wormhole_b0,riscv_0,36864,L1,unicast,all_to_all,True,False,False,4,0,5941.5,1.3787792251571116
64,256,wormhole_b0,riscv_0,37888,L1,unicast,all_to_all,True,False,False,4,0,5949.0,2.7540840973118748
128,256,wormhole_b0,riscv_0,38912,L1,unicast,all_to_all,True,False,False,4,0,5983.5,5.47665686700344
256,256,wormhole_b0,riscv_0,39936,L1,unicast,all_to_all,True,False,False,4,0,8004.5,8.196008666866236
512,256,wormhole_b0,riscv_0,40960,L1,unicast,all_to_all,True,False,False,4,0,9458.0,14.019462967995864
1024,256,wormhole_b0,riscv_0,41984,L1,unicast,all_to_all,True,False,False,4,0,17485.5,15.461110399772469
2048,256,wormhole_b0,riscv_0,43008,L1,unicast,all_to_all,True,False,False,4,0,40800.5,12.997064448552205
4096,256,wormhole_b0,riscv_0,44032,L1,unicast,all_to_all,True,False,False,4,0,86228.0,12.256065600612796
8192,256,wormhole_b0,riscv_0,45056,L1,unicast,all_to_all,True,False,False,4,0,142905.0,14.921828206882044
16384,256,wormhole_b0,riscv_0,46080,L1,unicast,all_to_all,True,False,False,4,0,284308.0,15.000993134885892
32768,256,wormhole_b0,riscv_0,47104,L1,unicast,all_to_all,True,False,False,4,0,561359.0,15.217598998649708
65536,256,wormhole_b0,riscv_0,48128,L1,unicast,all_to_all,True,False,False,4,0,1126683.0,15.160823982836309
32,1024,wormhole_b0,riscv_0,49152,L1,unicast,all_to_all,True,False,False,4,0,23035.0,1.4225313172455212
64,1024,wormhole_b0,riscv_0,50176,L1,unicast,all_to_all,True,False,False,4,0,23030.0,2.845679891797599
128,1024,wormhole_b0,riscv_0,51200,L1,unicast,all_to_all,True,False,False,4,0,23112.0,5.671252491713831
256,1024,wormhole_b0,riscv_0,52224,L1,unicast,all_to_all,True,False,False,4,0,32728.5,8.010251996324897
512,1024,wormhole_b0,riscv_0,53248,L1,unicast,all_to_all,True,False,False,4,0,40349.5,13.174053944606845
1024,1024,wormhole_b0,riscv_0,54272,L1,unicast,all_to_all,True,False,False,4,0,68821.5,16.064040935990654
2048,1024,wormhole_b0,riscv_0,55296,L1,unicast,all_to_all,True,False,False,4,0,199177.5,10.530370715469552
4096,1024,wormhole_b0,riscv_0,56320,L1,unicast,all_to_all,True,False,False,4,0,344961.0,12.266051128372073
8192,1024,wormhole_b0,riscv_0,57344,L1,unicast,all_to_all,True,False,False,4,0,567334.5,15.058221605808647
16384,1024,wormhole_b0,riscv_0,58368,L1,unicast,all_to_all,True,False,False,4,0,1129476.5,15.121035221280977
32768,1024,wormhole_b0,riscv_0,59392,L1,unicast,all_to_all,True,False,False,4,0,2267329.0,15.078439756365054
65536,1024,wormhole_b0,riscv_0,60416,L1,unicast,all_to_all,True,False,False,4,0,4526269.5,15.092949821465623
32,9,wormhole_b0,riscv_0,61440,L1,unicast,all_to_all,True,False,False,9,0,564.0,0.5106382978723404
64,9,wormhole_b0,riscv_0,62464,L1,unicast,all_to_all,True,False,False,9,0,562.0,1.0249110320284698
128,9,wormhole_b0,riscv_0,63488,L1,unicast,all_to_all,True,False,False,9,0,563.0,2.0461811722912966
256,9,wormhole_b0,riscv_0,64512,L1,unicast,all_to_all,True,False,False,9,0,578.0,3.986159169550173
512,9,wormhole_b0,riscv_0,65536,L1,unicast,all_to_all,True,False,False,9,0,614.0,7.504885993485342
