Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_0,102400,L1,multicast,one_to_all,True,False,True,4,0,326.0,0.09815950920245399
64,1,wormhole_b0,riscv_0,103424,L1,multicast,one_to_all,True,False,True,4,0,328.0,0.1951219512195122
128,1,wormhole_b0,riscv_0,104448,L1,multicast,one_to_all,True,False,True,4,0,330.0,0.3878787878787879
256,1,wormhole_b0,riscv_0,105472,L1,multicast,one_to_all,True,False,True,4,0,343.0,0.7463556851311953
512,1,wormhole_b0,riscv_0,106496,L1,multicast,one_to_all,True,False,True,4,0,343.0,1.4927113702623906
1024,1,wormhole_b0,riscv_0,107520,L1,multicast,one_to_all,True,False,True,4,0,370.0,2.7675675675675677
2048,1,wormhole_b0,riscv_0,108544,L1,multicast,one_to_all,True,False,True,4,0,408.0,5.019607843137255
4096,1,wormhole_b0,riscv_0,109568,L1,multicast,one_to_all,True,False,True,4,0,496.0,8.258064516129032
8192,1,wormhole_b0,riscv_0,110592,L1,multicast,one_to_all,True,False,True,4,0,673.0,12.172362555720653
16384,1,wormhole_b0,riscv_0,111616,L1,multicast,one_to_all,True,False,True,4,0,968.0,16.925619834710744
32768,1,wormhole_b0,riscv_0,112640,L1,multicast,one_to_all,True,False,True,4,0,1604.0,20.428927680798004
65536,1,wormhole_b0,riscv_0,113664,L1,multicast,one_to_all,True,False,True,4,0,2811.0,23.314123087869085
32,4,wormhole_b0,riscv_0,114688,L1,multicast,one_to_all,True,False,True,4,0,440.0,0.2909090909090909
64,4,wormhole_b0,riscv_0,115712,L1,multicast,one_to_all,True,False,True,4,0,448.0,0.5714285714285714
128,4,wormhole_b0,riscv_0,116736,L1,multicast,one_to_all,True,False,True,4,0,460.0,1.1130434782608696
256,4,wormhole_b0,riscv_0,117760,L1,multicast,one_to_all,True,False,True,4,0,473.0,2.1649048625792813
512,4,wormhole_b0,riscv_0,118784,L1,multicast,one_to_all,True,False,True,4,0,518.0,3.9536679536679538
1024,4,wormhole_b0,riscv_0,119808,L1,multicast,one_to_all,True,False,True,4,0,587.0,6.977853492333901
2048,4,wormhole_b0,riscv_0,120832,L1,multicast,one_to_all,True,False,True,4,0,756.0,10.835978835978835
4096,4,wormhole_b0,riscv_0,121856,L1,multicast,one_to_all,True,False,True,4,0,1042.0,15.723608445297504
8192,4,wormhole_b0,riscv_0,122880,L1,multicast,one_to_all,True,False,True,4,0,1617.0,20.264687693259123
16384,4,wormhole_b0,riscv_0,123904,L1,multicast,one_to_all,True,False,True,4,0,2840.0,23.07605633802817
32768,4,wormhole_b0,riscv_0,124928,L1,multicast,one_to_all,True,False,True,4,0,5289.0,24.782000378143316
65536,4,wormhole_b0,riscv_0,125952,L1,multicast,one_to_all,True,False,True,4,0,10186.0,25.73571568819949
32,16,wormhole_b0,riscv_0,126976,L1,multicast,one_to_all,True,False,True,4,0,907.0,0.5644983461962514
64,16,wormhole_b0,riscv_0,128000,L1,multicast,one_to_all,True,False,True,4,0,930.0,1.1010752688172043
128,16,wormhole_b0,riscv_0,129024,L1,multicast,one_to_all,True,False,True,4,0,969.0,2.113519091847265
256,16,wormhole_b0,riscv_0,130048,L1,multicast,one_to_all,True,False,True,4,0,1024.0,4.0
512,16,wormhole_b0,riscv_0,131072,L1,multicast,one_to_all,True,False,True,4,0,1185.0,6.913080168776371
1024,16,wormhole_b0,riscv_0,132096,L1,multicast,one_to_all,True,False,True,4,0,1465.0,11.183617747440273
2048,16,wormhole_b0,riscv_0,133120,L1,multicast,one_to_all,True,False,True,4,0,2022.0,16.205736894164193
4096,16,wormhole_b0,riscv_0,134144,L1,multicast,one_to_all,True,False,True,4,0,3122.0,20.99167200512492
8192,16,wormhole_b0,riscv_0,135168,L1,multicast,one_to_all,True,False,True,4,0,5264.0,24.89969604863222
16384,16,wormhole_b0,riscv_0,136192,L1,multicast,one_to_all,True,False,True,4,0,10152.0,25.821907013396377
32768,16,wormhole_b0,riscv_0,137216,L1,multicast,one_to_all,True,False,True,4,0,19971.0,26.252466075809924
