Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_0,0,327.0,0.09785932721712538
64,1,wormhole_b0,riscv_0,1024,328.0,0.1951219512195122
128,1,wormhole_b0,riscv_0,2048,326.0,0.39263803680981596
256,1,wormhole_b0,riscv_0,3072,335.0,0.764179104477612
512,1,wormhole_b0,riscv_0,4096,334.0,1.532934131736527
1024,1,wormhole_b0,riscv_0,5120,359.0,2.852367688022284
2048,1,wormhole_b0,riscv_0,6144,409.0,5.007334963325183
4096,1,wormhole_b0,riscv_0,7168,481.0,8.515592515592516
8192,1,wormhole_b0,riscv_0,8192,626.0,13.08626198083067
16384,1,wormhole_b0,riscv_0,9216,935.0,17.522994652406418
32768,1,wormhole_b0,riscv_0,10240,2026.0,16.173741362290226
65536,1,wormhole_b0,riscv_0,11264,4141.0,15.82612895435885
32,4,wormhole_b0,riscv_0,12288,467.0,0.2740899357601713
64,4,wormhole_b0,riscv_0,13312,461.0,0.5553145336225597
128,4,wormhole_b0,riscv_0,14336,458.0,1.1179039301310043
256,4,wormhole_b0,riscv_0,15360,458.0,2.2358078602620086
512,4,wormhole_b0,riscv_0,16384,482.0,4.24896265560166
1024,4,wormhole_b0,riscv_0,17408,498.0,8.224899598393574
2048,4,wormhole_b0,riscv_0,18432,661.0,12.393343419062028
4096,4,wormhole_b0,riscv_0,19456,921.0,17.789359391965256
8192,4,wormhole_b0,riscv_0,20480,1473.0,22.245756958587915
16384,4,wormhole_b0,riscv_0,21504,2588.0,25.323029366306027
32768,4,wormhole_b0,riscv_0,22528,5207.0,25.17226810063376
65536,4,wormhole_b0,riscv_0,23552,10488.0,24.994660564454616
32,16,wormhole_b0,riscv_0,24576,919.0,0.5571273122959739
64,16,wormhole_b0,riscv_0,25600,917.0,1.1166848418756816
128,16,wormhole_b0,riscv_0,26624,921.0,2.223669923995657
256,16,wormhole_b0,riscv_0,27648,929.0,4.409041980624327
512,16,wormhole_b0,riscv_0,28672,996.0,8.224899598393574
1024,16,wormhole_b0,riscv_0,29696,998.0,16.416833667334668
2048,16,wormhole_b0,riscv_0,30720,1507.0,21.74386197743862
4096,16,wormhole_b0,riscv_0,31744,2537.0,25.83208513992905
8192,16,wormhole_b0,riscv_0,32768,4618.0,28.382849718492853
16384,16,wormhole_b0,riscv_0,33792,8861.0,29.584019862318023
32768,16,wormhole_b0,riscv_0,34816,17846.0,29.3784601591393
65536,16,wormhole_b0,riscv_0,35840,35871.0,29.2318586044437
32,64,wormhole_b0,riscv_0,36864,3054.0,0.6705959397511461
64,64,wormhole_b0,riscv_0,37888,3054.0,1.3411918795022921
128,64,wormhole_b0,riscv_0,38912,2803.0,2.9225829468426685
256,64,wormhole_b0,riscv_0,39936,3062.0,5.350751143043762
512,64,wormhole_b0,riscv_0,40960,3077.0,10.649333766655834
1024,64,wormhole_b0,riscv_0,41984,2835.0,23.116754850088185
2048,64,wormhole_b0,riscv_0,43008,4800.0,27.30666666666667
4096,64,wormhole_b0,riscv_0,44032,8937.0,29.332438178359627
8192,64,wormhole_b0,riscv_0,45056,17285.0,30.331964130749206
16384,64,wormhole_b0,riscv_0,46080,34140.0,30.714001171646164
32768,64,wormhole_b0,riscv_0,47104,68335.0,30.689280749250017
65536,64,wormhole_b0,riscv_0,48128,137315.0,30.545126169755672
32,256,wormhole_b0,riscv_0,49152,10362.0,0.7905809689249179
64,256,wormhole_b0,riscv_0,50176,10885.0,1.505190629306385
128,256,wormhole_b0,riscv_0,51200,11381.0,2.879184605922151
256,256,wormhole_b0,riscv_0,52224,11381.0,5.758369211844302
512,256,wormhole_b0,riscv_0,53248,10371.0,12.638318387812168
1024,256,wormhole_b0,riscv_0,54272,10394.0,25.220704252453338
2048,256,wormhole_b0,riscv_0,55296,17919.0,29.258775601317037
4096,256,wormhole_b0,riscv_0,56320,34551.0,30.348644033457788
8192,256,wormhole_b0,riscv_0,57344,67815.0,30.92460370124604
16384,256,wormhole_b0,riscv_0,58368,135168.0,31.03030303030303
32768,256,wormhole_b0,riscv_0,59392,270785.0,30.978850379452332
65536,256,wormhole_b0,riscv_0,60416,543171.0,30.887540019625497
