Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_0,552960,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,410.0,0.07804878048780488
64,1,wormhole_b0,riscv_0,553984,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,410.0,0.15609756097560976
128,1,wormhole_b0,riscv_0,555008,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,419.0,0.3054892601431981
256,1,wormhole_b0,riscv_0,556032,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,427.0,0.5995316159250585
512,1,wormhole_b0,riscv_0,557056,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,450.0,1.1377777777777778
1024,1,wormhole_b0,riscv_0,558080,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,468.0,2.1880341880341883
2048,1,wormhole_b0,riscv_0,559104,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,516.0,3.9689922480620154
4096,1,wormhole_b0,riscv_0,560128,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,659.0,6.215477996965099
8192,1,wormhole_b0,riscv_0,561152,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,761.0,10.764783180026281
32,4,wormhole_b0,riscv_0,562176,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,509.0,0.25147347740667975
64,4,wormhole_b0,riscv_0,563200,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,518.0,0.4942084942084942
128,4,wormhole_b0,riscv_0,564224,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,517.0,0.9903288201160542
256,4,wormhole_b0,riscv_0,565248,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,533.0,1.9212007504690432
512,4,wormhole_b0,riscv_0,566272,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,556.0,3.683453237410072
1024,4,wormhole_b0,riscv_0,567296,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,572.0,7.160839160839161
2048,4,wormhole_b0,riscv_0,568320,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,717.0,11.425383542538354
4096,4,wormhole_b0,riscv_0,569344,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,1021.0,16.047012732615084
8192,4,wormhole_b0,riscv_0,570368,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,1950.0,16.804102564102564
32,16,wormhole_b0,riscv_0,571392,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,930.0,0.5505376344086022
64,16,wormhole_b0,riscv_0,572416,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,944.0,1.0847457627118644
128,16,wormhole_b0,riscv_0,573440,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,1041.0,1.967339097022094
256,16,wormhole_b0,riscv_0,574464,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,951.0,4.307045215562566
512,16,wormhole_b0,riscv_0,575488,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,975.0,8.402051282051282
1024,16,wormhole_b0,riscv_0,576512,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,996.0,16.449799196787147
2048,16,wormhole_b0,riscv_0,577536,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,1520.0,21.557894736842105
4096,16,wormhole_b0,riscv_0,578560,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2701.0,24.26360607182525
8192,16,wormhole_b0,riscv_0,579584,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,5254.0,24.947087933003427
32,64,wormhole_b0,riscv_0,580608,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2609.0,0.7849750862399387
64,64,wormhole_b0,riscv_0,581632,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2618.0,1.5645530939648586
128,64,wormhole_b0,riscv_0,582656,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2616.0,3.1314984709480123
256,64,wormhole_b0,riscv_0,583680,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2765.0,5.925497287522604
512,64,wormhole_b0,riscv_0,584704,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2652.0,12.355957767722474
1024,64,wormhole_b0,riscv_0,585728,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,2673.0,24.517770295548072
2048,64,wormhole_b0,riscv_0,586752,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,4720.0,27.769491525423728
4096,64,wormhole_b0,riscv_0,587776,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9425.0,27.81368700265252
8192,64,wormhole_b0,riscv_0,588800,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,20695.0,25.334042039139888
32,256,wormhole_b0,riscv_0,589824,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9328.0,0.8782161234991424
64,256,wormhole_b0,riscv_0,590848,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9335.0,1.7551151580074986
128,256,wormhole_b0,riscv_0,591872,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9334.0,3.5106063852581957
256,256,wormhole_b0,riscv_0,592896,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9351.0,7.0084482943000745
512,256,wormhole_b0,riscv_0,593920,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9368.0,13.991460290350128
1024,256,wormhole_b0,riscv_0,594944,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,9391.0,27.914386114364817
2048,256,wormhole_b0,riscv_0,595968,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,17584.0,29.816196542311193
4096,256,wormhole_b0,riscv_0,596992,DRAM Interleaved,unicast,one_to_all,False,False,False,0,0,36327.0,28.86492140831888
