RISC-V Processor,Kernel,Run Host ID,Transaction Size (bytes),Number of Transactions,Latency (cycles),Bandwidth (bytes/cycle)
riscv_1,Receiver,153600,32,1,1422.0,0.02250351617440225
riscv_1,Receiver,154624,64,1,1425.0,0.04491228070175438
riscv_1,Receiver,155648,128,1,1427.0,0.08969866853538892
riscv_1,Receiver,156672,256,1,1429.0,0.17914625612316304
riscv_1,Receiver,157696,512,1,1437.0,0.3562978427279054
riscv_1,Receiver,158720,1024,1,1458.0,0.7023319615912208
riscv_1,Receiver,159744,2048,1,1494.0,1.3708165997322623
riscv_1,Receiver,160768,4096,1,1566.0,2.615581098339719
riscv_1,Receiver,161792,8192,1,1707.0,4.799062683069713
riscv_1,Receiver,162816,16384,1,2264.0,7.236749116607774
riscv_1,Receiver,163840,32768,1,3398.0,9.643319599764567
riscv_1,Receiver,164864,65536,1,5586.0,11.73218761188686
riscv_1,Receiver,165888,131072,1,10143.0,12.922409543527555
riscv_1,Receiver,166912,262144,1,18894.0,13.874457499735366
riscv_1,Receiver,167936,524288,1,37096.0,14.13327582488678
riscv_1,Receiver,168960,32,4,3861.0,0.033152033152033154
riscv_1,Receiver,169984,64,4,3865.0,0.06623544631306598
riscv_1,Receiver,171008,128,4,3875.0,0.13212903225806452
riscv_1,Receiver,172032,256,4,3883.0,0.2637136234869946
riscv_1,Receiver,173056,512,4,3894.0,0.5259373394966615
riscv_1,Receiver,174080,1024,4,4000.0,1.024
riscv_1,Receiver,175104,2048,4,4099.0,1.9985362283483776
riscv_1,Receiver,176128,4096,4,4383.0,3.7380789413643623
riscv_1,Receiver,177152,8192,4,4931.0,6.645305211924559
riscv_1,Receiver,178176,16384,4,6467.0,10.133910623163754
riscv_1,Receiver,179200,32768,4,9557.0,13.714764047295176
riscv_1,Receiver,180224,65536,4,15737.0,16.657812797864903
riscv_1,Receiver,181248,131072,4,28086.0,18.66723634551022
riscv_1,Receiver,182272,262144,4,52812.0,19.85488146633341
riscv_1,Receiver,183296,524288,4,102127.0,20.534745953567615
riscv_1,Receiver,184320,32,16,13627.0,0.037572466426946505
riscv_1,Receiver,185344,64,16,13633.0,0.07511186092569501
riscv_1,Receiver,186368,128,16,13631.0,0.15024576333357786
riscv_1,Receiver,187392,256,16,13698.0,0.29902175500073
riscv_1,Receiver,188416,512,16,13668.0,0.5993561603745976
riscv_1,Receiver,189440,1024,16,13880.0,1.1804034582132565
riscv_1,Receiver,190464,2048,16,14634.0,2.23916905835725
riscv_1,Receiver,191488,4096,16,15574.0,4.2080390394246825
riscv_1,Receiver,192512,8192,16,17874.0,7.333109544589907
riscv_1,Receiver,193536,16384,16,23168.0,11.314917127071823
riscv_1,Receiver,194560,32768,16,34967.0,14.993794148768838
riscv_1,Receiver,195584,65536,16,57139.0,18.351318714013196
riscv_1,Receiver,196608,131072,16,102362.0,20.487602821359488
riscv_1,Receiver,197632,262144,16,192524.0,21.785876046622757
riscv_1,Receiver,198656,524288,16,374407.0,22.405051187611342
riscv_1,Receiver,199680,32,64,52704.0,0.03885853066180935
riscv_1,Receiver,200704,64,64,52717.0,0.07769789631428192
riscv_1,Receiver,201728,128,64,52710.0,0.15541642952001516
riscv_1,Receiver,202752,256,64,52790.0,0.31036181094904336
riscv_1,Receiver,203776,512,64,52758.0,0.6211001175177224
riscv_1,Receiver,204800,1024,64,53624.0,1.222139340593764
riscv_1,Receiver,205824,2048,64,55848.0,2.346941698897006
riscv_1,Receiver,206848,4096,64,60398.0,4.340276168085036
riscv_1,Receiver,207872,8192,64,69564.0,7.536771893508137
riscv_1,Receiver,208896,16384,64,90325.0,11.60892333241074
riscv_1,Receiver,209920,32768,64,132373.0,15.84274738806252
riscv_1,Receiver,210944,65536,64,216971.0,19.331173290439736
riscv_1,Receiver,211968,131072,64,386068.0,21.728317291254392
riscv_1,Receiver,212992,262144,64,724604.0,23.153634260920448
riscv_1,Receiver,214016,524288,64,1401477.0,23.942192415573
riscv_1,Receiver,215040,32,256,209034.0,0.0391897968751495
riscv_1,Receiver,216064,64,256,210005.0,0.07801719006690316
riscv_1,Receiver,217088,128,256,209031.0,0.15676143729877387
riscv_1,Receiver,218112,256,256,209331.0,0.3130735533676331
riscv_1,Receiver,219136,512,256,209199.0,0.6265421918842824
riscv_1,Receiver,220160,1024,256,212518.0,1.2335143376090496
riscv_1,Receiver,221184,2048,256,225202.0,2.328078791484978
riscv_1,Receiver,222208,4096,256,239776.0,4.3731482717202725
riscv_1,Receiver,223232,8192,256,273734.0,7.661277006144651
riscv_1,Receiver,224256,16384,256,357582.0,11.729628448859282
riscv_1,Receiver,225280,32768,256,526350.0,15.937319274247175
riscv_1,Receiver,226304,65536,256,862342.0,19.455408642974596
riscv_1,Receiver,227328,131072,256,1534549.0,21.865989290664555
riscv_1,Receiver,228352,262144,256,2879147.0,23.30859244074721
riscv_1,Receiver,229376,524288,256,5576702.0,24.067581161769088
