Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_1,46080,449.0,0.07126948775055679
64,1,wormhole_b0,riscv_1,47104,377.0,0.16976127320954906
128,1,wormhole_b0,riscv_1,48128,386.0,0.3316062176165803
256,1,wormhole_b0,riscv_1,49152,385.0,0.6649350649350649
512,1,wormhole_b0,riscv_1,50176,402.0,1.2736318407960199
1024,1,wormhole_b0,riscv_1,51200,417.0,2.4556354916067145
2048,1,wormhole_b0,riscv_1,52224,467.0,4.385438972162741
4096,1,wormhole_b0,riscv_1,53248,546.0,7.501831501831502
8192,1,wormhole_b0,riscv_1,54272,713.0,11.489481065918653
32,4,wormhole_b0,riscv_1,55296,450.0,0.28444444444444444
64,4,wormhole_b0,riscv_1,56320,538.0,0.4758364312267658
128,4,wormhole_b0,riscv_1,57344,507.0,1.009861932938856
256,4,wormhole_b0,riscv_1,58368,458.0,2.2358078602620086
512,4,wormhole_b0,riscv_1,59392,474.0,4.320675105485232
1024,4,wormhole_b0,riscv_1,60416,498.0,8.224899598393574
2048,4,wormhole_b0,riscv_1,61440,615.0,13.320325203252033
4096,4,wormhole_b0,riscv_1,62464,850.0,19.275294117647057
8192,4,wormhole_b0,riscv_1,63488,1354.0,24.20088626292467
32,16,wormhole_b0,riscv_1,64512,955.0,0.5361256544502618
64,16,wormhole_b0,riscv_1,65536,955.0,1.0722513089005237
128,16,wormhole_b0,riscv_1,66560,963.0,2.12668743509865
256,16,wormhole_b0,riscv_1,67584,963.0,4.2533748701973
512,16,wormhole_b0,riscv_1,68608,979.0,8.367722165474975
1024,16,wormhole_b0,riscv_1,69632,1011.0,16.205736894164193
2048,16,wormhole_b0,riscv_1,70656,1412.0,23.206798866855525
4096,16,wormhole_b0,riscv_1,71680,2427.0,27.00288421920066
8192,16,wormhole_b0,riscv_1,72704,4571.0,28.67468825202363
32,64,wormhole_b0,riscv_1,73728,2775.0,0.738018018018018
64,64,wormhole_b0,riscv_1,74752,2783.0,1.471793029105282
128,64,wormhole_b0,riscv_1,75776,2791.0,2.9351486922250087
256,64,wormhole_b0,riscv_1,76800,2791.0,5.8702973844500175
512,64,wormhole_b0,riscv_1,77824,2807.0,11.673672960456003
1024,64,wormhole_b0,riscv_1,78848,2815.0,23.280994671403196
2048,64,wormhole_b0,riscv_1,79872,4610.0,28.432104121475053
4096,64,wormhole_b0,riscv_1,80896,8784.0,29.84335154826958
8192,64,wormhole_b0,riscv_1,81920,17199.0,30.483632769347054
32,256,wormhole_b0,riscv_1,82944,10315.0,0.7941832283082889
64,256,wormhole_b0,riscv_1,83968,10315.0,1.5883664566165778
128,256,wormhole_b0,riscv_1,84992,10281.0,3.187238595467367
256,256,wormhole_b0,riscv_1,86016,10338.0,6.339330624879087
512,256,wormhole_b0,riscv_1,87040,10345.0,12.670082165297245
1024,256,wormhole_b0,riscv_1,88064,10363.0,25.296149763581976
2048,256,wormhole_b0,riscv_1,89088,17290.0,30.323192596876808
4096,256,wormhole_b0,riscv_1,90112,34123.0,30.729302816282274
8192,256,wormhole_b0,riscv_1,91136,67585.0,31.02984390027373
