Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_1,0,L1,unicast,one_from_one,True,True,False,0,1,214.0,0.14953271028037382
64,1,wormhole_b0,riscv_1,1024,L1,unicast,one_from_one,True,True,False,0,1,214.0,0.29906542056074764
128,1,wormhole_b0,riscv_1,2048,L1,unicast,one_from_one,True,True,False,0,1,214.0,0.5981308411214953
256,1,wormhole_b0,riscv_1,3072,L1,unicast,one_from_one,True,True,False,0,1,222.0,1.1531531531531531
512,1,wormhole_b0,riscv_1,4096,L1,unicast,one_from_one,True,True,False,0,1,230.0,2.226086956521739
1024,1,wormhole_b0,riscv_1,5120,L1,unicast,one_from_one,True,True,False,0,1,246.0,4.162601626016261
2048,1,wormhole_b0,riscv_1,6144,L1,unicast,one_from_one,True,True,False,0,1,287.0,7.13588850174216
4096,1,wormhole_b0,riscv_1,7168,L1,unicast,one_from_one,True,True,False,0,1,358.0,11.441340782122905
8192,1,wormhole_b0,riscv_1,8192,L1,unicast,one_from_one,True,True,False,0,1,511.0,16.031311154598825
16384,1,wormhole_b0,riscv_1,9216,L1,unicast,one_from_one,True,True,False,0,1,817.0,20.053855569155445
32768,1,wormhole_b0,riscv_1,10240,L1,unicast,one_from_one,True,True,False,0,1,1381.0,23.72773352643012
65536,1,wormhole_b0,riscv_1,11264,L1,unicast,one_from_one,True,True,False,0,1,2525.0,25.954851485148517
32,4,wormhole_b0,riscv_1,12288,L1,unicast,one_from_one,True,True,False,0,1,267.0,0.4794007490636704
64,4,wormhole_b0,riscv_1,13312,L1,unicast,one_from_one,True,True,False,0,1,275.0,0.9309090909090909
128,4,wormhole_b0,riscv_1,14336,L1,unicast,one_from_one,True,True,False,0,1,275.0,1.8618181818181818
256,4,wormhole_b0,riscv_1,15360,L1,unicast,one_from_one,True,True,False,0,1,275.0,3.7236363636363636
512,4,wormhole_b0,riscv_1,16384,L1,unicast,one_from_one,True,True,False,0,1,291.0,7.037800687285223
1024,4,wormhole_b0,riscv_1,17408,L1,unicast,one_from_one,True,True,False,0,1,363.0,11.28374655647383
2048,4,wormhole_b0,riscv_1,18432,L1,unicast,one_from_one,True,True,False,0,1,524.0,15.633587786259541
4096,4,wormhole_b0,riscv_1,19456,L1,unicast,one_from_one,True,True,False,0,1,803.0,20.40348692403487
8192,4,wormhole_b0,riscv_1,20480,L1,unicast,one_from_one,True,True,False,0,1,1371.0,23.90080233406273
16384,4,wormhole_b0,riscv_1,21504,L1,unicast,one_from_one,True,True,False,0,1,2530.0,25.903557312252964
32768,4,wormhole_b0,riscv_1,22528,L1,unicast,one_from_one,True,True,False,0,1,4836.0,27.10339123242349
