Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,64,wormhole_b0,riscv_1,0,2915.0,0.7025728987993138
64,64,wormhole_b0,riscv_1,1024,2915.0,1.4051457975986277
128,64,wormhole_b0,riscv_1,2048,2915.0,2.8102915951972554
256,64,wormhole_b0,riscv_1,3072,2923.0,5.605200136845706
512,64,wormhole_b0,riscv_1,4096,2931.0,11.179802115319005
1024,64,wormhole_b0,riscv_1,5120,2947.0,22.238208347472007
2048,64,wormhole_b0,riscv_1,6144,4435.0,29.55400225479143
4096,64,wormhole_b0,riscv_1,7168,8531.0,30.728402297503223
8192,64,wormhole_b0,riscv_1,8192,16955.0,30.92232379828959
16384,64,wormhole_b0,riscv_1,9216,33829.0,30.99636406633362
32768,64,wormhole_b0,riscv_1,10240,67373.0,31.127484303801225
65536,64,wormhole_b0,riscv_1,11264,134570.0,31.16819499145426
32,256,wormhole_b0,riscv_1,12288,9638.0,0.8499688732102096
64,256,wormhole_b0,riscv_1,13312,9638.0,1.6999377464204193
128,256,wormhole_b0,riscv_1,14336,9638.0,3.3998754928408386
256,256,wormhole_b0,riscv_1,15360,9646.0,6.79411154882853
512,256,wormhole_b0,riscv_1,16384,9654.0,13.576962916925627
1024,256,wormhole_b0,riscv_1,17408,9678.0,27.08658813804505
2048,256,wormhole_b0,riscv_1,18432,17110.0,30.64219754529515
4096,256,wormhole_b0,riscv_1,19456,33830.0,30.995447827372153
8192,256,wormhole_b0,riscv_1,20480,67351.0,31.137652002197445
16384,256,wormhole_b0,riscv_1,21504,133372.0,31.44816003359026
32768,256,wormhole_b0,riscv_1,22528,269158.0,31.166110611611025
65536,256,wormhole_b0,riscv_1,23552,533856.0,31.426482047593357
32,1024,wormhole_b0,riscv_1,24576,36521.0,0.8972372059910736
64,1024,wormhole_b0,riscv_1,25600,36521.0,1.7944744119821472
128,1024,wormhole_b0,riscv_1,26624,36521.0,3.5889488239642944
256,1024,wormhole_b0,riscv_1,27648,36529.0,7.1763256590654
512,1024,wormhole_b0,riscv_1,28672,36537.0,14.349508717190792
1024,1024,wormhole_b0,riscv_1,29696,36633.0,28.62380913384107
2048,1024,wormhole_b0,riscv_1,30720,68033.0,30.82551114900122
4096,1024,wormhole_b0,riscv_1,31744,135139.0,31.036961942888432
8192,1024,wormhole_b0,riscv_1,32768,265958.0,31.541100474511012
16384,1024,wormhole_b0,riscv_1,33792,534207.0,31.405833319293833
32768,1024,wormhole_b0,riscv_1,34816,1079601.0,31.080400999999075
65536,1024,wormhole_b0,riscv_1,35840,2155376.0,31.135571705354426
32,4096,wormhole_b0,riscv_1,36864,144041.0,0.9099631354961435
64,4096,wormhole_b0,riscv_1,37888,144041.0,1.819926270992287
128,4096,wormhole_b0,riscv_1,38912,144038.0,3.639928352240381
256,4096,wormhole_b0,riscv_1,39936,144049.0,7.2793007934799965
512,4096,wormhole_b0,riscv_1,40960,144057.0,14.557793095788472
1024,4096,wormhole_b0,riscv_1,41984,144582.0,29.00986291516233
2048,4096,wormhole_b0,riscv_1,43008,271373.0,30.91172666403806
4096,4096,wormhole_b0,riscv_1,44032,540387.0,31.04666840616077
8192,4096,wormhole_b0,riscv_1,45056,1078070.0,31.1245392228705
16384,4096,wormhole_b0,riscv_1,46080,2154913.0,31.142261427723533
32768,4096,wormhole_b0,riscv_1,47104,4401166.0,30.495947664777926
65536,4096,wormhole_b0,riscv_1,48128,9082329.0,29.555795215081947
32,16384,wormhole_b0,riscv_1,49152,574118.0,0.9132059959799205
64,16384,wormhole_b0,riscv_1,50176,574118.0,1.826411991959841
128,16384,wormhole_b0,riscv_1,51200,574121.0,3.6528048965287807
256,16384,wormhole_b0,riscv_1,52224,574126.0,7.3055461693077826
512,16384,wormhole_b0,riscv_1,53248,574134.0,14.610888747226257
1024,16384,wormhole_b0,riscv_1,54272,578745.0,28.988960595771886
2048,16384,wormhole_b0,riscv_1,55296,1109272.0,30.2490570392113
4096,16384,wormhole_b0,riscv_1,56320,2211849.0,30.34061728445296
8192,16384,wormhole_b0,riscv_1,57344,4401734.0,30.492012465996353
16384,16384,wormhole_b0,riscv_1,58368,9081257.0,29.559284138748634
32768,16384,wormhole_b0,riscv_1,59392,18513163.0,28.99941582105662
65536,16384,wormhole_b0,riscv_1,60416,37374103.0,28.729567743739562
