Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_0,0,116.0,0.27586206896551724
64,1,wormhole_b0,riscv_0,1024,117.0,0.5470085470085471
128,1,wormhole_b0,riscv_0,2048,116.0,1.103448275862069
256,1,wormhole_b0,riscv_0,3072,125.0,2.048
512,1,wormhole_b0,riscv_0,4096,133.0,3.8496240601503757
1024,1,wormhole_b0,riscv_0,5120,148.0,6.918918918918919
2048,1,wormhole_b0,riscv_0,6144,181.0,11.314917127071823
4096,1,wormhole_b0,riscv_0,7168,248.0,16.516129032258064
8192,1,wormhole_b0,riscv_0,8192,385.0,21.277922077922078
16384,1,wormhole_b0,riscv_0,9216,642.0,25.5202492211838
32768,1,wormhole_b0,riscv_0,10240,1172.0,27.959044368600683
65536,1,wormhole_b0,riscv_0,11264,2233.0,29.34885803851321
32,4,wormhole_b0,riscv_0,12288,196.0,0.6530612244897959
64,4,wormhole_b0,riscv_0,13312,197.0,1.299492385786802
128,4,wormhole_b0,riscv_0,14336,203.0,2.522167487684729
256,4,wormhole_b0,riscv_0,15360,204.0,5.019607843137255
512,4,wormhole_b0,riscv_0,16384,214.0,9.570093457943925
1024,4,wormhole_b0,riscv_0,17408,244.0,16.78688524590164
2048,4,wormhole_b0,riscv_0,18432,379.0,21.614775725593667
4096,4,wormhole_b0,riscv_0,19456,649.0,25.244992295839754
8192,4,wormhole_b0,riscv_0,20480,1177.0,27.840271877655056
16384,4,wormhole_b0,riscv_0,21504,2227.0,29.427929950606195
32768,4,wormhole_b0,riscv_0,22528,4360.0,30.06238532110092
65536,4,wormhole_b0,riscv_0,23552,8634.0,30.361825341672457
32,16,wormhole_b0,riscv_0,24576,521.0,0.982725527831094
64,16,wormhole_b0,riscv_0,25600,520.0,1.9692307692307693
128,16,wormhole_b0,riscv_0,26624,527.0,3.886148007590133
256,16,wormhole_b0,riscv_0,27648,527.0,7.772296015180266
512,16,wormhole_b0,riscv_0,28672,537.0,15.25512104283054
1024,16,wormhole_b0,riscv_0,29696,665.0,24.637593984962407
2048,16,wormhole_b0,riscv_0,30720,1184.0,27.675675675675677
4096,16,wormhole_b0,riscv_0,31744,2261.0,28.985404688191068
8192,16,wormhole_b0,riscv_0,32768,4381.0,29.918283496918512
16384,16,wormhole_b0,riscv_0,33792,8646.0,30.31968540365487
32768,16,wormhole_b0,riscv_0,34816,17116.0,30.63145594765132
65536,16,wormhole_b0,riscv_0,35840,34245.0,30.619827712074756
32,64,wormhole_b0,riscv_0,36864,1816.0,1.1277533039647578
64,64,wormhole_b0,riscv_0,37888,1817.0,2.2542652724270775
128,64,wormhole_b0,riscv_0,38912,1823.0,4.4936917169500825
256,64,wormhole_b0,riscv_0,39936,1825.0,8.977534246575342
512,64,wormhole_b0,riscv_0,40960,1831.0,17.89623156744948
1024,64,wormhole_b0,riscv_0,41984,2321.0,28.236105127100387
2048,64,wormhole_b0,riscv_0,43008,4440.0,29.52072072072072
4096,64,wormhole_b0,riscv_0,44032,8749.0,29.962738598696994
8192,64,wormhole_b0,riscv_0,45056,17125.0,30.615357664233578
16384,64,wormhole_b0,riscv_0,46080,34254.0,30.61178256553979
32768,64,wormhole_b0,riscv_0,47104,68399.0,30.66056521294171
65536,64,wormhole_b0,riscv_0,48128,136686.0,30.685688366036025
32,256,wormhole_b0,riscv_0,49152,7001.0,1.1701185544922155
64,256,wormhole_b0,riscv_0,50176,6999.0,2.340905843691956
128,256,wormhole_b0,riscv_0,51200,7007.0,4.676466390752105
256,256,wormhole_b0,riscv_0,52224,7008.0,9.351598173515981
512,256,wormhole_b0,riscv_0,53248,7015.0,18.684533143264435
1024,256,wormhole_b0,riscv_0,54272,8957.0,29.26694205649213
2048,256,wormhole_b0,riscv_0,55296,17455.0,30.03655113148095
4096,256,wormhole_b0,riscv_0,56320,34645.0,30.26630105354308
8192,256,wormhole_b0,riscv_0,57344,68158.0,30.768977962968396
16384,256,wormhole_b0,riscv_0,58368,136199.0,30.795409657927003
32768,256,wormhole_b0,riscv_0,59392,273286.0,30.695344803612333
65536,256,wormhole_b0,riscv_0,60416,546478.0,30.7006247278024
