Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,56,wormhole_b0,riscv_0,67584,2469.5,0.7256544238194234
64,56,wormhole_b0,riscv_0,68608,2648.5,1.3532211663202434
128,56,wormhole_b0,riscv_0,69632,3127.5,2.291982755165721
256,56,wormhole_b0,riscv_0,70656,4587.5,3.1259057518958704
512,56,wormhole_b0,riscv_0,71680,7853.5,3.650944046612636
1024,56,wormhole_b0,riscv_0,72704,15173.0,3.779593266517466
2048,56,wormhole_b0,riscv_0,73728,30794.0,3.724720129706448
4096,56,wormhole_b0,riscv_0,74752,61087.5,3.7549014807316454
8192,56,wormhole_b0,riscv_0,75776,124266.5,3.6918199662908293
16384,56,wormhole_b0,riscv_0,76800,257220.0,3.567015365534147
32768,56,wormhole_b0,riscv_0,77824,499588.5,3.6731143775286106
65536,56,wormhole_b0,riscv_0,78848,1021193.5,3.593854291179153
32,224,wormhole_b0,riscv_0,79872,7560.0,0.9481611544739983
64,224,wormhole_b0,riscv_0,80896,8826.0,1.6243082126443813
128,224,wormhole_b0,riscv_0,81920,11007.5,2.60479970684277
256,224,wormhole_b0,riscv_0,82944,17184.0,3.339237082054355
512,224,wormhole_b0,riscv_0,83968,30967.0,3.703735595367321
1024,224,wormhole_b0,riscv_0,84992,61239.5,3.7455981491760246
2048,224,wormhole_b0,riscv_0,86016,124318.5,3.6902872388826835
4096,224,wormhole_b0,riscv_0,87040,254171.5,3.6097833303347993
8192,224,wormhole_b0,riscv_0,88064,498489.0,3.6811581687042643
16384,224,wormhole_b0,riscv_0,89088,998503.5,3.6756894254713988
32768,224,wormhole_b0,riscv_0,90112,2002409.0,3.665661985880422
65536,224,wormhole_b0,riscv_0,91136,4010868.0,3.660170504191853
32,896,wormhole_b0,riscv_0,92160,27393.5,1.0466759520694624
64,896,wormhole_b0,riscv_0,93184,31674.0,1.8104653378250166
128,896,wormhole_b0,riscv_0,94208,42523.5,2.6970620825745293
256,896,wormhole_b0,riscv_0,95232,70007.0,3.2765361863140297
512,896,wormhole_b0,riscv_0,96256,130707.0,3.5098517253413597
1024,896,wormhole_b0,riscv_0,97280,247666.5,3.7046021488488305
2048,896,wormhole_b0,riscv_0,98304,504385.0,3.6387101750643076
4096,896,wormhole_b0,riscv_0,99328,1013353.0,3.6225556261237366
8192,896,wormhole_b0,riscv_0,100352,2016967.0,3.6391449362221726
16384,896,wormhole_b0,riscv_0,101376,4047789.5,3.626687369700566
32768,896,wormhole_b0,riscv_0,102400,7945999.0,3.694965578505217
65536,896,wormhole_b0,riscv_0,103424,16188690.5,3.6286905407258168
32,3584,wormhole_b0,riscv_0,104448,107615.5,1.0657595079016633
64,3584,wormhole_b0,riscv_0,105472,125728.0,1.824443627666093
128,3584,wormhole_b0,riscv_0,106496,168373.5,2.72486105701547
256,3584,wormhole_b0,riscv_0,107520,280345.5,3.2727886644373845
512,3584,wormhole_b0,riscv_0,108544,518887.0,3.536442515952229
1024,3584,wormhole_b0,riscv_0,109568,997615.0,3.679609963739363
2048,3584,wormhole_b0,riscv_0,110592,2011335.5,3.6494313001093497
4096,3584,wormhole_b0,riscv_0,111616,4009358.5,3.6614781506091036
8192,3584,wormhole_b0,riscv_0,112640,8316018.0,3.5305554786033175
16384,3584,wormhole_b0,riscv_0,113664,16327307.5,3.5977072374047494
32768,3584,wormhole_b0,riscv_0,114688,32139680.0,3.65410686176327
65536,3584,wormhole_b0,riscv_0,115712,65702852.0,3.5749050308477175
32,14336,wormhole_b0,riscv_0,116736,435465.0,1.0534794972918462
64,14336,wormhole_b0,riscv_0,117760,505632.5,1.814903359885716
128,14336,wormhole_b0,riscv_0,118784,673721.0,2.7238349912965
256,14336,wormhole_b0,riscv_0,119808,1093089.0,3.358130953100768
512,14336,wormhole_b0,riscv_0,120832,2002662.0,3.6651656584000203
1024,14336,wormhole_b0,riscv_0,121856,4108986.5,3.5729703109163267
2048,14336,wormhole_b0,riscv_0,122880,8251646.0,3.5581109316886925
4096,14336,wormhole_b0,riscv_0,123904,16448522.5,3.5699619364807704
8192,14336,wormhole_b0,riscv_0,124928,32289406.5,3.6377709067111192
16384,14336,wormhole_b0,riscv_0,125952,65049522.0,3.6114796911847504
32768,14336,wormhole_b0,riscv_0,126976,129508678.0,3.6281101552457096
65536,14336,wormhole_b0,riscv_0,128000,255697951.0,3.674381059009993
