Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
64,1,wormhole_b0,riscv_1,323584,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,4096,1306.0,3.1362940275650844
128,1,wormhole_b0,riscv_1,324608,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,8192,1183.0,6.924767540152155
256,1,wormhole_b0,riscv_1,325632,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,16384,1189.0,13.77964676198486
512,1,wormhole_b0,riscv_1,326656,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,32768,1261.0,25.985725614591594
1024,1,wormhole_b0,riscv_1,327680,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,65536,1456.0,45.010989010989015
2048,1,wormhole_b0,riscv_1,328704,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,131072,2232.0,58.72401433691756
4096,1,wormhole_b0,riscv_1,329728,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,262144,3843.0,68.21337496747333
8192,1,wormhole_b0,riscv_1,330752,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,524288,7983.0,65.67556056620319
32,4,wormhole_b0,riscv_1,331776,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,8192,1340.0,6.113432835820896
64,4,wormhole_b0,riscv_1,332800,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,16384,1351.0,12.127313101406365
128,4,wormhole_b0,riscv_1,333824,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,32768,1364.0,24.023460410557185
256,4,wormhole_b0,riscv_1,334848,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,65536,1468.0,44.643051771117165
512,4,wormhole_b0,riscv_1,335872,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,131072,2234.0,58.671441360787824
1024,4,wormhole_b0,riscv_1,336896,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,262144,3994.0,65.63445167751627
2048,4,wormhole_b0,riscv_1,337920,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,524288,7712.0,67.98340248962656
4096,4,wormhole_b0,riscv_1,338944,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,1048576,15818.0,66.29004931091161
8192,4,wormhole_b0,riscv_1,339968,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,2097152,29765.0,70.4569796741139
32,16,wormhole_b0,riscv_1,340992,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,32768,1782.0,18.388327721661057
64,16,wormhole_b0,riscv_1,342016,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,65536,1932.0,33.92132505175984
128,16,wormhole_b0,riscv_1,343040,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,131072,2703.0,48.4913059563448
256,16,wormhole_b0,riscv_1,344064,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,262144,4421.0,59.29518208550102
512,16,wormhole_b0,riscv_1,345088,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,524288,8188.0,64.03126526624328
1024,16,wormhole_b0,riscv_1,346112,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,1048576,15576.0,67.31997945557268
2048,16,wormhole_b0,riscv_1,347136,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,2097152,31862.0,65.81984809490929
4096,16,wormhole_b0,riscv_1,348160,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,4194304,63693.0,65.85188325247672
8192,16,wormhole_b0,riscv_1,349184,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,8388608,127830.0,65.62315575373543
32,64,wormhole_b0,riscv_1,350208,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,131072,4220.0,31.059715639810427
64,64,wormhole_b0,riscv_1,351232,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,262144,5972.0,43.89551239115874
128,64,wormhole_b0,riscv_1,352256,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,524288,9426.0,55.62147252280925
256,64,wormhole_b0,riscv_1,353280,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,1048576,16845.0,62.248501038883944
512,64,wormhole_b0,riscv_1,354304,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,2097152,31418.0,66.75001591444395
1024,64,wormhole_b0,riscv_1,355328,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,4194304,62706.0,66.88839983414665
2048,64,wormhole_b0,riscv_1,356352,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,8388608,126533.0,66.29581215967376
4096,64,wormhole_b0,riscv_1,357376,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,16777216,257877.0,65.05898548532828
8192,64,wormhole_b0,riscv_1,358400,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,33554432,515293.0,65.11718963774008
32,256,wormhole_b0,riscv_1,359424,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,524288,17030.0,30.786142102172636
64,256,wormhole_b0,riscv_1,360448,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,1048576,23462.0,44.69252408149348
128,256,wormhole_b0,riscv_1,361472,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,2097152,36564.0,57.35565036648069
256,256,wormhole_b0,riscv_1,362496,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,4194304,64362.0,65.1673969112209
512,256,wormhole_b0,riscv_1,363520,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,8388608,122990.0,68.20561021221238
1024,256,wormhole_b0,riscv_1,364544,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,16777216,242228.0,69.26208365672011
2048,256,wormhole_b0,riscv_1,365568,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,33554432,493571.0,67.98298927611225
4096,256,wormhole_b0,riscv_1,366592,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,67108864,1005622.0,66.73368721050255
8192,256,wormhole_b0,riscv_1,367616,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,64,134217728,2065281.0,64.9876350966285
