Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
1024,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,250880,4x4,1x1,94450.5,2.775465320797367
2048,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,251904,4x4,1x1,185570.5,2.8252768319910357
4096,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,252928,4x4,1x1,369251.5,2.8397344645726506
8192,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,253952,4x4,1x1,737031.5,2.8454035931908663
16384,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,254976,4x4,1x1,1474375.5,2.8448004307006873
32768,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,256000,4x4,1x1,2954194.0,2.8395589644298513
65536,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,257024,4x4,1x1,5898397.0,2.8443687343047808
32,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,258048,8x8,4x4,1157.5,0.44233467681743543
64,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,259072,8x8,4x4,1284.5,0.7972245321489269
128,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,260096,8x8,4x4,1632.5,1.254616589476465
256,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,261120,8x8,4x4,2477.0,1.6537321062061374
512,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,262144,8x8,4x4,4127.5,1.985383342299491
1024,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,263168,8x8,4x4,7666.5,2.13711001695118
2048,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,264192,8x8,4x4,15350.0,2.134725745358531
4096,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,265216,8x8,4x4,30126.0,2.1759841339286723
8192,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,266240,8x8,4x4,61310.5,2.1378395749335026
16384,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,267264,8x8,4x4,119474.0,2.1943157056970026
32768,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,268288,8x8,4x4,239586.5,2.188304339950402
65536,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,269312,8x8,4x4,489163.5,2.143715043252022
32,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,270336,8x8,4x4,13970.0,0.5863998600210383
64,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,271360,8x8,4x4,15997.5,1.024163995880353
128,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,272384,8x8,4x4,22010.5,1.4887714515569903
256,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,273408,8x8,4x4,35433.0,1.849580382863922
512,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,274432,8x8,4x4,62808.5,2.0868987543742614
1024,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,275456,8x8,4x4,125316.5,2.091898473248112
2048,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,276480,8x8,4x4,246554.5,2.126514879016783
4096,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,277504,8x8,4x4,486812.0,2.15419909863218
8192,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,278528,8x8,4x4,965155.5,2.17286583762965
16384,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,279552,8x8,4x4,1936242.0,2.1662177984430517
32768,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,280576,8x8,4x4,3873085.0,2.1659747819363124
65536,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,281600,8x8,4x4,7756485.0,2.163072553323607
32,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,282624,8x8,4x4,215094.5,0.6093699156523757
64,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,283648,8x8,4x4,251182.5,1.0437023904178986
128,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,284672,8x8,4x4,358948.5,1.4614028851855312
256,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,285696,8x8,4x4,562763.5,1.8633450361147998
512,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,286720,8x8,4x4,1087264.0,1.928842857821007
1024,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,287744,8x8,4x4,2054113.5,2.044408993569921
2048,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,288768,8x8,4x4,3944776.0,2.1265927960388136
4096,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,289792,8x8,4x4,7860849.5,2.134315800296078
8192,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,290816,8x8,4x4,15524579.0,2.161446831270794
16384,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,291840,8x8,4x4,30991856.5,2.1654207932191847
32768,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,292864,8x8,4x4,62043630.0,2.1633352437324893
65536,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,293888,8x8,4x4,124154709.5,2.1621688146453018
32,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,294912,4x4,8x8,3772.0,0.542948038176034
64,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,295936,4x4,8x8,3778.5,1.0840280724423554
128,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,296960,4x4,8x8,3828.5,2.139791377130627
256,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,297984,4x4,8x8,3837.5,4.269545480720442
512,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,299008,4x4,8x8,5410.0,6.064810986629354
1024,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,300032,4x4,8x8,9299.5,7.05462681038634
2048,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,301056,4x4,8x8,17689.5,7.425451951170527
4096,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,302080,4x4,8x8,36148.5,7.257946753512428
8192,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,303104,4x4,8x8,70875.0,7.406017316043338
16384,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,304128,4x4,8x8,143681.5,7.309828666260898
32768,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,305152,4x4,8x8,281321.5,7.467242005198216
65536,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,306176,4x4,8x8,557230.5,7.541616794007565
32,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,307200,4x4,8x8,33810.5,0.9691664088701999
64,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,308224,4x4,8x8,34192.0,1.9167109888321092
128,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,309248,4x4,8x8,36881.5,3.554204288320827
256,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,310272,4x4,8x8,46597.0,5.629045202061324
512,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,311296,4x4,8x8,76231.5,6.887139091864892
1024,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,312320,4x4,8x8,143431.5,7.322545260683453
2048,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,313344,4x4,8x8,280712.5,7.484521619142034
4096,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,314368,4x4,8x8,516670.0,8.126127776169843
8192,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,315392,4x4,8x8,1016840.0,8.259501889588476
16384,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,316416,4x4,8x8,2040398.5,8.231952729653633
32768,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,317440,4x4,8x8,4099174.5,8.191898415126218
65536,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,318464,4x4,8x8,8136663.5,8.255989928254088
32,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,319488,4x4,8x8,518984.5,1.0102279537545402
64,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,320512,4x4,8x8,524312.0,1.9999894169907166
128,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,321536,4x4,8x8,563697.5,3.7212638371828715
256,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,322560,4x4,8x8,703446.5,5.96269590095069
512,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,323584,4x4,8x8,1130220.5,7.422838305986929
1024,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,324608,4x4,8x8,2080462.0,8.072517285134001
2048,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,325632,4x4,8x8,4134551.5,8.126672081862864
4096,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,326656,4x4,8x8,8270981.0,8.122662563467824
8192,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,327680,4x4,8x8,16896229.5,7.9467509474903855
16384,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,328704,4x4,8x8,32767328.0,8.199154927827514
32768,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,329728,4x4,8x8,65460620.0,8.20869315254284
65536,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,330752,4x4,8x8,132939876.5,8.081444695274502
