Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
32,8,wormhole_b0,riscv_0,0,L1,unicast,column_to_column,True,False,False,8,0,472.5,0.5417995485003763
64,8,wormhole_b0,riscv_0,1024,L1,unicast,column_to_column,True,False,False,8,0,472.0,1.0847457627118644
128,8,wormhole_b0,riscv_0,2048,L1,unicast,column_to_column,True,False,False,8,0,479.0,2.137787056367432
256,8,wormhole_b0,riscv_0,3072,L1,unicast,column_to_column,True,False,False,8,0,583.5,3.514626040410576
512,8,wormhole_b0,riscv_0,4096,L1,unicast,column_to_column,True,False,False,8,0,864.5,4.750025487344862
1024,8,wormhole_b0,riscv_0,5120,L1,unicast,column_to_column,True,False,False,8,0,1531.0,5.36972187970955
2048,8,wormhole_b0,riscv_0,6144,L1,unicast,column_to_column,True,False,False,8,0,2789.0,5.903068705968375
4096,8,wormhole_b0,riscv_0,7168,L1,unicast,column_to_column,True,False,False,8,0,5574.5,5.913793430547805
8192,8,wormhole_b0,riscv_0,8192,L1,unicast,column_to_column,True,False,False,8,0,10944.0,6.022528394390717
16384,8,wormhole_b0,riscv_0,9216,L1,unicast,column_to_column,True,False,False,8,0,21299.0,6.190292519649931
32768,8,wormhole_b0,riscv_0,10240,L1,unicast,column_to_column,True,False,False,8,0,42201.5,6.250394363952221
65536,8,wormhole_b0,riscv_0,11264,L1,unicast,column_to_column,True,False,False,8,0,83760.5,6.292454590956598
32,32,wormhole_b0,riscv_0,12288,L1,unicast,column_to_column,True,False,False,8,0,1073.0,0.9543369595900376
64,32,wormhole_b0,riscv_0,13312,L1,unicast,column_to_column,True,False,False,8,0,1083.0,1.8910691950449878
128,32,wormhole_b0,riscv_0,14336,L1,unicast,column_to_column,True,False,False,8,0,1231.0,3.3274112495834283
256,32,wormhole_b0,riscv_0,15360,L1,unicast,column_to_column,True,False,False,8,0,1890.5,4.345772132689506
512,32,wormhole_b0,riscv_0,16384,L1,unicast,column_to_column,True,False,False,8,0,3023.0,5.4373840219696135
1024,32,wormhole_b0,riscv_0,17408,L1,unicast,column_to_column,True,False,False,8,0,5553.5,5.918098425164842
2048,32,wormhole_b0,riscv_0,18432,L1,unicast,column_to_column,True,False,False,8,0,10531.5,6.249487585258638
4096,32,wormhole_b0,riscv_0,19456,L1,unicast,column_to_column,True,False,False,8,0,21274.5,6.179633239911878
8192,32,wormhole_b0,riscv_0,20480,L1,unicast,column_to_column,True,False,False,8,0,40661.5,6.468340875515775
16384,32,wormhole_b0,riscv_0,21504,L1,unicast,column_to_column,True,False,False,8,0,84711.5,6.228712816659513
32768,32,wormhole_b0,riscv_0,22528,L1,unicast,column_to_column,True,False,False,8,0,168031.0,6.272987065516003
65536,32,wormhole_b0,riscv_0,23552,L1,unicast,column_to_column,True,False,False,8,0,336314.0,6.268118959375437
32,128,wormhole_b0,riscv_0,24576,L1,unicast,column_to_column,True,False,False,8,0,3275.5,1.2507066685534778
64,128,wormhole_b0,riscv_0,25600,L1,unicast,column_to_column,True,False,False,8,0,3397.0,2.4117153581734203
128,128,wormhole_b0,riscv_0,26624,L1,unicast,column_to_column,True,False,False,8,0,4512.0,3.633484661747449
256,128,wormhole_b0,riscv_0,27648,L1,unicast,column_to_column,True,False,False,8,0,6703.5,4.9069538141563935
512,128,wormhole_b0,riscv_0,28672,L1,unicast,column_to_column,True,False,False,8,0,11510.0,5.723738654077708
1024,128,wormhole_b0,riscv_0,29696,L1,unicast,column_to_column,True,False,False,8,0,21764.0,6.054574687847748
2048,128,wormhole_b0,riscv_0,30720,L1,unicast,column_to_column,True,False,False,8,0,42258.0,6.232284470164858
4096,128,wormhole_b0,riscv_0,31744,L1,unicast,column_to_column,True,False,False,8,0,85427.0,6.169666976395076
8192,128,wormhole_b0,riscv_0,32768,L1,unicast,column_to_column,True,False,False,8,0,167647.5,6.286232701894498
16384,128,wormhole_b0,riscv_0,33792,L1,unicast,column_to_column,True,False,False,8,0,336869.0,6.259371954280299
