Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
65536,1,wormhole_b0,riscv_0,0,3238.0,20.23965410747375
131072,1,wormhole_b0,riscv_0,1024,4907.0,26.711228856735275
196608,1,wormhole_b0,riscv_0,2048,7535.0,26.092634372926344
262144,1,wormhole_b0,riscv_0,3072,9793.0,26.7685081180435
327680,1,wormhole_b0,riscv_0,4096,11678.0,28.05959924644631
393216,1,wormhole_b0,riscv_0,5120,13637.0,28.83449439026179
458752,1,wormhole_b0,riscv_0,6144,15656.0,29.30199284619315
524288,1,wormhole_b0,riscv_0,7168,17496.0,29.966163694558755
589824,1,wormhole_b0,riscv_0,8192,19522.0,30.21329781784653
655360,1,wormhole_b0,riscv_0,9216,21680.0,30.228782287822877
720896,1,wormhole_b0,riscv_0,10240,23955.0,30.09375913170528
786432,1,wormhole_b0,riscv_0,11264,26448.0,29.73502722323049
65536,4,wormhole_b0,riscv_0,12288,12267.0,21.36985408005217
131072,4,wormhole_b0,riscv_0,13312,17320.0,30.27066974595843
196608,4,wormhole_b0,riscv_0,14336,25855.0,30.417017984915876
262144,4,wormhole_b0,riscv_0,15360,34468.0,30.42172449808518
327680,4,wormhole_b0,riscv_0,16384,43100.0,30.411136890951276
393216,4,wormhole_b0,riscv_0,17408,51444.0,30.574294378353162
458752,4,wormhole_b0,riscv_0,18432,60186.0,30.48895091881833
524288,4,wormhole_b0,riscv_0,19456,68933.0,30.423048467352356
589824,4,wormhole_b0,riscv_0,20480,76355.0,30.899037391133522
655360,4,wormhole_b0,riscv_0,21504,85182.0,30.774576788523397
720896,4,wormhole_b0,riscv_0,22528,93379.0,30.88043350217929
786432,4,wormhole_b0,riscv_0,23552,101623.0,30.954882260905503
65536,16,wormhole_b0,riscv_0,24576,47739.0,21.964766752550325
131072,16,wormhole_b0,riscv_0,25600,67799.0,30.93190165046682
196608,16,wormhole_b0,riscv_0,26624,102158.0,30.792771980657413
262144,16,wormhole_b0,riscv_0,27648,135257.0,31.009884885809978
327680,16,wormhole_b0,riscv_0,28672,169996.0,30.841196263441493
393216,16,wormhole_b0,riscv_0,29696,202554.0,31.060635682336564
458752,16,wormhole_b0,riscv_0,30720,237468.0,30.909562551585896
524288,16,wormhole_b0,riscv_0,31744,270660.0,30.993157466932683
589824,16,wormhole_b0,riscv_0,32768,304280.0,31.01480215590903
655360,16,wormhole_b0,riscv_0,33792,336392.0,31.171252586268402
720896,16,wormhole_b0,riscv_0,34816,369676.0,31.20120321578896
786432,16,wormhole_b0,riscv_0,35840,403855.0,31.15700437038046
65536,64,wormhole_b0,riscv_0,36864,189792.0,22.099477322542572
131072,64,wormhole_b0,riscv_0,37888,269085.0,31.174565657691808
196608,64,wormhole_b0,riscv_0,38912,407999.0,30.84054617780926
262144,64,wormhole_b0,riscv_0,39936,538358.0,31.163679187455188
327680,64,wormhole_b0,riscv_0,40960,675253.0,31.057277790694748
393216,64,wormhole_b0,riscv_0,41984,809132.0,31.10224784089617
458752,64,wormhole_b0,riscv_0,43008,948057.0,30.96873711179813
524288,64,wormhole_b0,riscv_0,44032,1073353.0,31.261320367111285
589824,64,wormhole_b0,riscv_0,45056,1209921.0,31.199339461006133
655360,64,wormhole_b0,riscv_0,46080,1350564.0,31.055944035232688
720896,64,wormhole_b0,riscv_0,47104,1476729.0,31.242932183223868
786432,64,wormhole_b0,riscv_0,48128,1613442.0,31.195201314952755
65536,256,wormhole_b0,riscv_0,49152,757249.0,22.15548122216074
131072,256,wormhole_b0,riscv_0,50176,1075211.0,31.207299776508982
196608,256,wormhole_b0,riscv_0,51200,1628811.0,30.900852216739697
262144,256,wormhole_b0,riscv_0,52224,2151868.0,31.186329272985144
327680,256,wormhole_b0,riscv_0,53248,2698500.0,31.086188623309244
393216,256,wormhole_b0,riscv_0,54272,3228858.0,31.17612976476513
458752,256,wormhole_b0,riscv_0,55296,3766153.0,31.183149489678193
524288,256,wormhole_b0,riscv_0,56320,4307000.0,31.16269514743441
589824,256,wormhole_b0,riscv_0,57344,4839984.0,31.19740561125822
655360,256,wormhole_b0,riscv_0,58368,5381404.0,31.17628039076791
720896,256,wormhole_b0,riscv_0,59392,5901266.0,31.272844843801312
786432,256,wormhole_b0,riscv_0,60416,6466413.0,31.13419943947286
