Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
32768,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,34816,2x2,2x2,2737169.5,12.541264426603096
65536,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,35840,2x2,2x2,5604044.0,12.21579022347397
32,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,36864,4x4,4x4,982.0,0.5213849287169042
64,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,37888,4x4,4x4,990.0,1.0343434343434343
128,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,38912,4x4,4x4,993.0,2.0624370594159114
256,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,39936,4x4,4x4,1030.0,3.9766990291262134
512,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,40960,4x4,4x4,1210.5,6.768173174970004
1024,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,41984,4x4,4x4,1954.5,8.382733455879466
2048,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,43008,4x4,4x4,3054.0,10.748416094805325
4096,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,44032,4x4,4x4,5989.0,10.949414941052218
8192,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,45056,4x4,4x4,12785.0,10.261660991342321
16384,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,46080,4x4,4x4,29799.5,8.799147706314692
32768,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,47104,4x4,4x4,70029.0,7.48673188746679
65536,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,48128,4x4,4x4,179164.5,5.854096969167008
32,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,49152,4x4,4x4,9012.5,0.9092304506290663
64,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,50176,4x4,4x4,9062.0,1.8088529524136265
128,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,51200,4x4,4x4,9035.0,3.627798032222752
256,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,52224,4x4,4x4,11115.0,5.896589146021759
512,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,53248,4x4,4x4,17122.0,7.664096626020653
1024,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,54272,4x4,4x4,40467.5,6.483129832587769
2048,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,55296,4x4,4x4,111452.0,4.704478807555795
4096,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,56320,4x4,4x4,253053.5,4.14455637775846
8192,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,57344,4x4,4x4,457664.5,4.584989446465647
16384,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,58368,4x4,4x4,611372.0,6.862122800038183
32768,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,59392,4x4,4x4,1404839.0,5.971329715093827
65536,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,60416,4x4,4x4,2388886.5,7.0243986242254
32,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,61440,4x4,4x4,148346.5,0.8838400974199435
64,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,62464,4x4,4x4,148091.0,1.7706663374551095
128,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,63488,4x4,4x4,148731.0,3.5260965888071176
256,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,64512,4x4,4x4,170817.5,6.140169095536304
512,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,65536,4x4,4x4,272236.0,7.706499739975625
1024,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,66560,4x4,4x4,514688.5,8.150547118798944
2048,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,67584,4x4,4x4,1088700.5,7.705565102136628
4096,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,68608,4x4,4x4,2187982.0,7.669029656107825
8192,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,69632,4x4,4x4,4266817.5,7.864718416442178
16384,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,70656,4x4,4x4,8269467.5,8.116766989128656
32768,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,71680,4x4,4x4,17637433.0,7.618978241047685
65536,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,72704,4x4,4x4,34853234.0,7.703353859145976
32,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,73728,8x8,8x8,3127.0,0.6549408378637672
64,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,74752,8x8,8x8,3443.5,1.189488067064687
128,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,75776,8x8,8x8,4166.0,1.9664399444176706
256,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,76800,8x8,8x8,15299.0,1.0709201254941796
512,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,77824,8x8,8x8,23678.0,1.3839016546453118
1024,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,78848,8x8,8x8,42708.5,1.5344956520172879
2048,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,79872,8x8,8x8,98596.0,1.3293847566804948
4096,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,80896,8x8,8x8,197986.0,1.324054663247541
8192,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,81920,8x8,8x8,445281.0,1.1774318408167423
16384,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,82944,8x8,8x8,1073979.0,0.9763722764323324
32768,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,83968,8x8,8x8,2400190.5,0.8737878682034461
65536,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,84992,8x8,8x8,4497517.5,0.9327105863756071
32,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,86016,8x8,8x8,36965.5,0.8865156511691932
64,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,87040,8x8,8x8,38674.0,1.6946006592361798
128,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,88064,8x8,8x8,76287.5,1.7182450087844225
256,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,89088,8x8,8x8,164444.0,1.594123341487812
512,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,90112,8x8,8x8,393778.0,1.3314821107054846
1024,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,91136,8x8,8x8,930649.5,1.1267142044794092
2048,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,92160,8x8,8x8,1882230.0,1.1141856514914155
4096,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,93184,8x8,8x8,4165463.0,1.0075704634683953
8192,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,94208,8x8,8x8,9046258.5,0.9273023169900192
16384,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,95232,8x8,8x8,13215263.5,1.269533638422506
32768,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,96256,8x8,8x8,23510182.5,1.4272470239489743
65536,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,97280,8x8,8x8,40704867.0,1.648670198057657
32,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,98304,8x8,8x8,648458.5,0.8085170254636471
64,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,99328,8x8,8x8,651982.0,1.6083020580269398
128,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,100352,8x8,8x8,1143933.5,1.8332819199672277
256,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,101376,8x8,8x8,2378250.0,1.7636496304412161
512,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,102400,8x8,8x8,3819201.5,2.1969241541446607
1024,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,103424,8x8,8x8,8157427.0,2.057001604833279
2048,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,104448,8x8,8x8,15709826.5,2.1360617621107987
4096,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,105472,8x8,8x8,32999114.0,2.0336659827686945
8192,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,106496,8x8,8x8,61129851.0,2.1957448455641524
16384,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,107520,8x8,8x8,108691964.0,2.4700149428406855
32768,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,108544,8x8,8x8,225309578.5,2.3828479246924728
65536,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,109568,8x8,8x8,439126773.5,2.445184591556513
32,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,110592,2x2,1x1,234.0,0.13711272247857614
64,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,111616,2x2,1x1,234.0,0.2742254449571523
128,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,112640,2x2,1x1,242.0,0.5302293735022252
256,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,113664,2x2,1x1,238.0,1.0768469423824674
512,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,114688,2x2,1x1,250.0,2.0527294887420617
1024,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,115712,2x2,1x1,286.5,3.6005007240863014
2048,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,116736,2x2,1x1,370.0,5.728628020200187
4096,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,117760,2x2,1x1,570.0,7.289712622862781
8192,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,118784,2x2,1x1,914.5,8.966609136108046
16384,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,119808,2x2,1x1,1758.0,9.614805220816503
32768,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,120832,2x2,1x1,4358.0,7.519313073309474
65536,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,121856,2x2,1x1,8720.0,7.538057915609576
32,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,122880,2x2,1x1,912.0,0.56575682382134
64,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,123904,2x2,1x1,908.0,1.135709818636648
128,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,124928,2x2,1x1,904.0,2.2833688531060066
256,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,125952,2x2,1x1,908.0,4.549953022236141
512,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,126976,2x2,1x1,1296.0,6.391369678289347
1024,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,128000,2x2,1x1,2350.0,7.049160158652973
2048,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,129024,2x2,1x1,4430.0,7.462009928905353
4096,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,130048,2x2,1x1,8533.0,7.754914720976621
8192,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,131072,2x2,1x1,16860.0,7.853232242182084
16384,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,132096,2x2,1x1,33029.0,8.053904218636223
32768,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,133120,2x2,1x1,64958.0,8.203966456865569
65536,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,134144,2x2,1x1,129882.5,8.226660502953063
32,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,135168,2x2,1x1,11181.5,0.7503419669180879
64,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,136192,2x2,1x1,11170.0,1.502494638582815
128,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,137216,2x2,1x1,11184.0,3.00104487047016
256,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,138240,2x2,1x1,11177.0,6.004846926612667
512,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,139264,2x2,1x1,17331.5,7.715761835041285
1024,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,140288,2x2,1x1,33838.5,7.900932203250792
2048,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,141312,2x2,1x1,65517.0,8.160903193335832
4096,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,142336,2x2,1x1,130524.0,8.1911370235289
8192,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,143360,2x2,1x1,259163.0,8.252379660356132
16384,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,144384,2x2,1x1,517789.0,8.264569848495587
32768,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,145408,2x2,1x1,1034644.5,8.273233784584228
65536,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,146432,2x2,1x1,2068817.0,8.276195525211248
32,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,147456,4x4,2x2,454.0,0.28193832599118945
64,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,148480,4x4,2x2,454.0,0.5638766519823789
128,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,149504,4x4,2x2,454.0,1.1277533039647578
256,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,150528,4x4,2x2,462.0,2.2164502164502164
512,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,151552,4x4,2x2,566.0,3.618374558303887
1024,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,152576,4x4,2x2,894.0,4.5875331365602126
2048,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,153600,4x4,2x2,1486.0,5.512945784038273
4096,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,154624,4x4,2x2,3025.0,5.416349876163464
8192,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,155648,4x4,2x2,6269.0,5.22930838903415
16384,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,156672,4x4,2x2,11969.0,5.475891752619241
32768,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,157696,4x4,2x2,25541.0,5.133162942024992
65536,4,wormhole_b0,unicast,l1,all_from_all,riscv_1,158720,4x4,2x2,49783.0,5.26578904354896
32,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,159744,4x4,2x2,3761.0,0.5447088927849901
64,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,160768,4x4,2x2,3691.0,1.11046199715949
128,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,161792,4x4,2x2,3774.0,2.171265638409493
256,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,162816,4x4,2x2,3828.5,4.2795938495597206
512,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,163840,4x4,2x2,6365.0,5.149777079053134
1024,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,164864,4x4,2x2,11809.5,5.551527139559816
2048,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,165888,4x4,2x2,24721.0,5.3040008591214285
4096,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,166912,4x4,2x2,50421.0,5.205679074010135
8192,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,167936,4x4,2x2,103876.0,5.049186491032874
16384,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,168960,4x4,2x2,230659.0,4.550707454885943
32768,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,169984,4x4,2x2,477097.0,4.395699530013603
65536,64,wormhole_b0,unicast,l1,all_from_all,riscv_1,171008,4x4,2x2,953647.0,4.400991091769347
32,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,172032,4x4,2x2,66677.0,0.4914773887327553
64,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,173056,4x4,2x2,66512.5,0.9853853170561104
128,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,174080,4x4,2x2,66314.0,1.9766998597906498
256,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,175104,4x4,2x2,66958.0,3.915071401530747
512,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,176128,4x4,2x2,108291.5,4.841672608006899
1024,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,177152,4x4,2x2,231748.5,4.524681183535142
2048,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,178176,4x4,2x2,465438.5,4.505933220211967
4096,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,179200,4x4,2x2,946778.0,4.4300818421214
8192,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,180224,4x4,2x2,1872005.0,4.481159248588636
16384,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,181248,4x4,2x2,3722424.0,4.507082615702378
32768,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,182272,4x4,2x2,7027576.0,4.774684267415749
65536,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,183296,4x4,2x2,14219896.0,4.719454003253486
32,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,184320,2x2,4x4,895.0,0.5720670391061452
64,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,185344,2x2,4x4,904.5,1.13212030538382
128,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,186368,2x2,4x4,903.0,2.2679955703211516
256,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,187392,2x2,4x4,908.5,4.508564685242668
512,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,188416,2x2,4x4,931.0,8.799303139908508
1024,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,189440,2x2,4x4,1111.0,14.750133907047037
2048,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,190464,2x2,4x4,1684.5,19.585054843990722
4096,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,191488,2x2,4x4,3130.0,21.106928023871994
8192,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,192512,2x2,4x4,7346.0,17.848054320832773
16384,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,193536,2x2,4x4,14452.0,18.15822947276984
32768,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,194560,2x2,4x4,27536.5,19.15988725170459
65536,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,195584,2x2,4x4,56153.5,18.677134665352426
32,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,196608,2x2,4x4,7671.0,1.067947171167929
64,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,197632,2x2,4x4,7742.5,2.1161371566128517
128,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,198656,2x2,4x4,7714.0,4.247889586349446
256,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,199680,2x2,4x4,7722.5,8.486478609905888
512,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,200704,2x2,4x4,9983.5,13.12888004371219
1024,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,201728,2x2,4x4,16560.0,15.954646586744966
2048,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,202752,2x2,4x4,29806.0,17.660050102449162
4096,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,203776,2x2,4x4,69177.5,15.169029722903847
8192,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,204800,2x2,4x4,131486.0,16.239058994404644
16384,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,205824,2x2,4x4,258119.5,16.26955661636352
32768,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,206848,2x2,4x4,593230.5,14.142716581698924
65536,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,207872,2x2,4x4,1283605.5,13.08528201896322
32,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,208896,2x2,4x4,117116.5,1.1195721638870024
64,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,209920,2x2,4x4,117108.0,2.2393124914116234
128,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,210944,2x2,4x4,117219.0,4.474423740291645
256,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,211968,2x2,4x4,117605.0,8.922689585020375
512,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,212992,2x2,4x4,155553.0,13.492639895430196
1024,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,214016,2x2,4x4,291249.5,14.434461348711348
2048,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,215040,2x2,4x4,569800.5,14.759141420133885
4096,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,216064,2x2,4x4,1148937.0,14.632563488808255
8192,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,217088,2x2,4x4,2183161.0,15.40851108802395
16384,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,218112,2x2,4x4,4217145.0,16.09969794907426
32768,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,219136,2x2,4x4,8895116.0,15.3421610935838
65536,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,220160,2x2,4x4,18724973.5,14.694254068050325
32,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,221184,4x4,1x1,334.0,0.09580838323353294
64,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,222208,4x4,1x1,350.0,0.18285714285714286
128,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,223232,4x4,1x1,342.0,0.3742690058479532
256,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,224256,4x4,1x1,350.5,0.7308149668507387
512,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,225280,4x4,1x1,366.5,1.3975839006151967
1024,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,226304,4x4,1x1,526.0,1.948571015121916
2048,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,227328,4x4,1x1,830.0,2.4711430548529094
4096,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,228352,4x4,1x1,1438.0,2.848753233236022
8192,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,229376,4x4,1x1,2726.5,3.0066523168957113
16384,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,230400,4x4,1x1,6234.0,2.6294195332849695
32768,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,231424,4x4,1x1,13808.0,2.3769710354297384
65536,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,232448,4x4,1x1,27607.0,2.3778252838417226
32,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,233472,4x4,1x1,2503.0,0.20455456720885273
64,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,234496,4x4,1x1,2479.0,0.41310534634181906
128,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,235520,4x4,1x1,2483.5,0.824660323884014
256,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,236544,4x4,1x1,2488.0,1.6463703382032113
512,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,237568,4x4,1x1,3875.0,2.1142369991474848
1024,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,238592,4x4,1x1,7219.0,2.2698664780089732
2048,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,239616,4x4,1x1,13762.0,2.3818352771125553
4096,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,240640,4x4,1x1,26679.0,2.4570357078904985
8192,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,241664,4x4,1x1,53938.0,2.4316549209346907
16384,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,242688,4x4,1x1,103762.0,2.5267707198168874
32768,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,243712,4x4,1x1,204567.5,2.562919923623171
65536,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,244736,4x4,1x1,406921.5,2.5768554315252987
32,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,245760,4x4,1x1,34221.0,0.2393851894046638
64,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,246784,4x4,1x1,34376.5,0.4766046799372984
128,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,247808,4x4,1x1,34211.0,0.9578206830461305
256,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,248832,4x4,1x1,34288.0,1.9113401804822234
512,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,249856,4x4,1x1,54073.0,2.4239854789832123
