Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,2,wormhole_b0,riscv_0,0,435.0,0.1471264367816092
64,2,wormhole_b0,riscv_0,1024,446.0,0.28699551569506726
128,2,wormhole_b0,riscv_0,2048,446.0,0.5739910313901345
256,2,wormhole_b0,riscv_0,3072,468.0,1.0940170940170941
512,2,wormhole_b0,riscv_0,4096,476.0,2.1512605042016806
1024,2,wormhole_b0,riscv_0,5120,507.0,4.039447731755424
2048,2,wormhole_b0,riscv_0,6144,579.0,7.07426597582038
4096,2,wormhole_b0,riscv_0,7168,732.0,11.191256830601093
8192,2,wormhole_b0,riscv_0,8192,1016.0,16.125984251968504
16384,2,wormhole_b0,riscv_0,9216,1523.0,21.51543007222587
32768,2,wormhole_b0,riscv_0,10240,2581.0,25.391708640061992
65536,2,wormhole_b0,riscv_0,11264,4683.0,27.988896006833226
32,4,wormhole_b0,riscv_0,12288,483.0,0.2650103519668737
64,4,wormhole_b0,riscv_0,13312,484.0,0.5289256198347108
128,4,wormhole_b0,riscv_0,14336,489.0,1.047034764826176
256,4,wormhole_b0,riscv_0,15360,504.0,2.0317460317460316
512,4,wormhole_b0,riscv_0,16384,529.0,3.8714555765595464
1024,4,wormhole_b0,riscv_0,17408,566.0,7.236749116607774
2048,4,wormhole_b0,riscv_0,18432,663.0,12.355957767722474
4096,4,wormhole_b0,riscv_0,19456,870.0,18.832183908045977
8192,4,wormhole_b0,riscv_0,20480,1287.0,25.46076146076146
16384,4,wormhole_b0,riscv_0,21504,2071.0,31.64461612747465
32768,4,wormhole_b0,riscv_0,22528,3656.0,35.85120350109409
65536,4,wormhole_b0,riscv_0,23552,6806.0,38.51660299735528
32,8,wormhole_b0,riscv_0,24576,647.0,0.3956723338485317
64,8,wormhole_b0,riscv_0,25600,629.0,0.8139904610492846
128,8,wormhole_b0,riscv_0,26624,624.0,1.641025641025641
256,8,wormhole_b0,riscv_0,27648,634.0,3.230283911671924
512,8,wormhole_b0,riscv_0,28672,634.0,6.460567823343848
1024,8,wormhole_b0,riscv_0,29696,646.0,12.681114551083592
2048,8,wormhole_b0,riscv_0,30720,799.0,20.505632040050063
4096,8,wormhole_b0,riscv_0,31744,1150.0,28.493913043478262
8192,8,wormhole_b0,riscv_0,32768,1811.0,36.18774157923799
16384,8,wormhole_b0,riscv_0,33792,3119.0,42.02372555306188
32768,8,wormhole_b0,riscv_0,34816,5768.0,45.447988904299585
65536,8,wormhole_b0,riscv_0,35840,11017.0,47.58899882000544
32,16,wormhole_b0,riscv_0,36864,974.0,0.5256673511293635
64,16,wormhole_b0,riscv_0,37888,973.0,1.052415210688592
128,16,wormhole_b0,riscv_0,38912,999.0,2.05005005005005
256,16,wormhole_b0,riscv_0,39936,1007.0,4.067527308838133
512,16,wormhole_b0,riscv_0,40960,1049.0,7.809342230695901
1024,16,wormhole_b0,riscv_0,41984,1035.0,15.829951690821256
2048,16,wormhole_b0,riscv_0,43008,1246.0,26.298555377207062
4096,16,wormhole_b0,riscv_0,44032,1775.0,36.92169014084507
8192,16,wormhole_b0,riscv_0,45056,2869.0,45.68560474032764
16384,16,wormhole_b0,riscv_0,46080,5237.0,50.056139010884095
32768,16,wormhole_b0,riscv_0,47104,10001.0,52.42355764423558
65536,16,wormhole_b0,riscv_0,48128,19525.0,53.70427656850192
32,30,wormhole_b0,riscv_0,49152,1638.0,0.5860805860805861
64,30,wormhole_b0,riscv_0,50176,1637.0,1.1728772144166157
128,30,wormhole_b0,riscv_0,51200,1746.0,2.1993127147766325
256,30,wormhole_b0,riscv_0,52224,1534.0,5.00651890482399
512,30,wormhole_b0,riscv_0,53248,1546.0,9.935316946959896
1024,30,wormhole_b0,riscv_0,54272,1615.0,19.021671826625386
2048,30,wormhole_b0,riscv_0,55296,2045.0,30.0440097799511
4096,30,wormhole_b0,riscv_0,56320,3036.0,40.47430830039526
8192,30,wormhole_b0,riscv_0,57344,5001.0,49.142171565686866
16384,30,wormhole_b0,riscv_0,58368,9388.0,52.356199403493825
32768,30,wormhole_b0,riscv_0,59392,17936.0,54.80820695807315
65536,30,wormhole_b0,riscv_0,60416,34969.0,56.22351225371043
