Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
32,63,wormhole_b0,riscv_1,0,L1,unicast,one_from_all,True,False,False,63,1,2405.0,0.8382536382536383
64,63,wormhole_b0,riscv_1,1024,L1,unicast,one_from_all,True,False,False,63,1,2409.0,1.6737235367372354
128,63,wormhole_b0,riscv_1,2048,L1,unicast,one_from_all,True,False,False,63,1,2409.0,3.347447073474471
256,63,wormhole_b0,riscv_1,3072,L1,unicast,one_from_all,True,False,False,63,1,2408.0,6.6976744186046515
512,63,wormhole_b0,riscv_1,4096,L1,unicast,one_from_all,True,False,False,63,1,2423.0,13.312422616591002
1024,63,wormhole_b0,riscv_1,5120,L1,unicast,one_from_all,True,False,False,63,1,2517.0,25.63051251489869
2048,63,wormhole_b0,riscv_1,6144,L1,unicast,one_from_all,True,False,False,63,1,4412.0,29.243880326382595
4096,63,wormhole_b0,riscv_1,7168,L1,unicast,one_from_all,True,False,False,63,1,8481.0,30.426600636717367
8192,63,wormhole_b0,riscv_1,8192,L1,unicast,one_from_all,True,False,False,63,1,16686.0,30.92988133764833
16384,63,wormhole_b0,riscv_1,9216,L1,unicast,one_from_all,True,False,False,63,1,32952.0,31.32410779315368
32768,63,wormhole_b0,riscv_1,10240,L1,unicast,one_from_all,True,False,False,63,1,66466.0,31.059248337495863
65536,63,wormhole_b0,riscv_1,11264,L1,unicast,one_from_all,True,False,False,63,1,132188.0,31.23406058038551
32,252,wormhole_b0,riscv_1,12288,L1,unicast,one_from_all,True,False,False,63,1,7140.0,1.1294117647058823
64,252,wormhole_b0,riscv_1,13312,L1,unicast,one_from_all,True,False,False,63,1,7134.0,2.260723296888141
128,252,wormhole_b0,riscv_1,14336,L1,unicast,one_from_all,True,False,False,63,1,7138.0,4.518912860745306
256,252,wormhole_b0,riscv_1,15360,L1,unicast,one_from_all,True,False,False,63,1,7151.0,9.021395609005733
512,252,wormhole_b0,riscv_1,16384,L1,unicast,one_from_all,True,False,False,63,1,7163.0,18.01256456791847
1024,252,wormhole_b0,riscv_1,17408,L1,unicast,one_from_all,True,False,False,63,1,8732.0,29.55199267063674
2048,252,wormhole_b0,riscv_1,18432,L1,unicast,one_from_all,True,False,False,63,1,16890.0,30.556305506216695
4096,252,wormhole_b0,riscv_1,19456,L1,unicast,one_from_all,True,False,False,63,1,33145.0,31.14171066525871
8192,252,wormhole_b0,riscv_1,20480,L1,unicast,one_from_all,True,False,False,63,1,65863.0,31.34360718461048
16384,252,wormhole_b0,riscv_1,21504,L1,unicast,one_from_all,True,False,False,63,1,132374.0,31.190173296870988
32768,252,wormhole_b0,riscv_1,22528,L1,unicast,one_from_all,True,False,False,63,1,264368.0,31.235005749561218
65536,252,wormhole_b0,riscv_1,23552,L1,unicast,one_from_all,True,False,False,63,1,529920.0,31.16521739130435
32,1008,wormhole_b0,riscv_1,24576,L1,unicast,one_from_all,True,False,False,63,1,20603.0,1.565597243119934
64,1008,wormhole_b0,riscv_1,25600,L1,unicast,one_from_all,True,False,False,63,1,20614.0,3.129523624721063
128,1008,wormhole_b0,riscv_1,26624,L1,unicast,one_from_all,True,False,False,63,1,20612.0,6.259654570153309
256,1008,wormhole_b0,riscv_1,27648,L1,unicast,one_from_all,True,False,False,63,1,20625.0,12.511418181818183
512,1008,wormhole_b0,riscv_1,28672,L1,unicast,one_from_all,True,False,False,63,1,20655.0,24.986492374727668
1024,1008,wormhole_b0,riscv_1,29696,L1,unicast,one_from_all,True,False,False,63,1,33882.0,30.464317336638924
2048,1008,wormhole_b0,riscv_1,30720,L1,unicast,one_from_all,True,False,False,63,1,66627.0,30.984195596379845
4096,1008,wormhole_b0,riscv_1,31744,L1,unicast,one_from_all,True,False,False,63,1,132764.0,31.0985508119671
8192,1008,wormhole_b0,riscv_1,32768,L1,unicast,one_from_all,True,False,False,63,1,262730.0,31.429741559776197
16384,1008,wormhole_b0,riscv_1,33792,L1,unicast,one_from_all,True,False,False,63,1,530176.0,31.150169000482858
32768,1008,wormhole_b0,riscv_1,34816,L1,unicast,one_from_all,True,False,False,63,1,1063530.0,31.057087247186256
65536,1008,wormhole_b0,riscv_1,35840,L1,unicast,one_from_all,True,False,False,63,1,2136162.0,30.924755706730107
32,4032,wormhole_b0,riscv_1,36864,L1,unicast,one_from_all,True,False,False,63,1,78069.0,1.6526918495177343
64,4032,wormhole_b0,riscv_1,37888,L1,unicast,one_from_all,True,False,False,63,1,78071.0,3.3052990226844794
128,4032,wormhole_b0,riscv_1,38912,L1,unicast,one_from_all,True,False,False,63,1,78063.0,6.611275508243342
256,4032,wormhole_b0,riscv_1,39936,L1,unicast,one_from_all,True,False,False,63,1,78082.0,13.219333521170052
512,4032,wormhole_b0,riscv_1,40960,L1,unicast,one_from_all,True,False,False,63,1,78131.0,26.422085983796446
1024,4032,wormhole_b0,riscv_1,41984,L1,unicast,one_from_all,True,False,False,63,1,135451.0,30.48163542535677
2048,4032,wormhole_b0,riscv_1,43008,L1,unicast,one_from_all,True,False,False,63,1,266481.0,30.987334931946368
4096,4032,wormhole_b0,riscv_1,44032,L1,unicast,one_from_all,True,False,False,63,1,531140.0,31.09363256391912
8192,4032,wormhole_b0,riscv_1,45056,L1,unicast,one_from_all,True,False,False,63,1,1058033.0,31.218444037189766
16384,4032,wormhole_b0,riscv_1,46080,L1,unicast,one_from_all,True,False,False,63,1,2133609.0,30.96175916018352
32768,4032,wormhole_b0,riscv_1,47104,L1,unicast,one_from_all,True,False,False,63,1,4330292.0,30.510777564191976
65536,4032,wormhole_b0,riscv_1,48128,L1,unicast,one_from_all,True,False,False,63,1,8934181.0,29.576426983066494
32,16128,wormhole_b0,riscv_1,49152,L1,unicast,one_from_all,True,False,False,63,1,307899.0,1.676186022039695
64,16128,wormhole_b0,riscv_1,50176,L1,unicast,one_from_all,True,False,False,63,1,307883.0,3.3525462594557025
