Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
32,7,wormhole_b0,riscv_0,0,L1,unicast,one_to_column,True,False,False,7,0,436.0,0.5137614678899083
64,7,wormhole_b0,riscv_0,1024,L1,unicast,one_to_column,True,False,False,7,0,437.0,1.0251716247139588
128,7,wormhole_b0,riscv_0,2048,L1,unicast,one_to_column,True,False,False,7,0,437.0,2.0503432494279177
256,7,wormhole_b0,riscv_0,3072,L1,unicast,one_to_column,True,False,False,7,0,446.0,4.017937219730942
512,7,wormhole_b0,riscv_0,4096,L1,unicast,one_to_column,True,False,False,7,0,451.0,7.946784922394679
1024,7,wormhole_b0,riscv_0,5120,L1,unicast,one_to_column,True,False,False,7,0,494.0,14.510121457489879
2048,7,wormhole_b0,riscv_0,6144,L1,unicast,one_to_column,True,False,False,7,0,730.0,19.638356164383563
4096,7,wormhole_b0,riscv_0,7168,L1,unicast,one_to_column,True,False,False,7,0,1215.0,23.598353909465022
8192,7,wormhole_b0,riscv_0,8192,L1,unicast,one_to_column,True,False,False,7,0,2128.0,26.94736842105263
16384,7,wormhole_b0,riscv_0,9216,L1,unicast,one_to_column,True,False,False,7,0,3974.0,28.859587317564166
32768,7,wormhole_b0,riscv_0,10240,L1,unicast,one_to_column,True,False,False,7,0,7672.0,29.8978102189781
65536,7,wormhole_b0,riscv_0,11264,L1,unicast,one_to_column,True,False,False,7,0,14987.0,30.60999532928538
32,28,wormhole_b0,riscv_0,12288,L1,unicast,one_to_column,True,False,False,7,0,933.0,0.9603429796355841
64,28,wormhole_b0,riscv_0,13312,L1,unicast,one_to_column,True,False,False,7,0,931.0,1.9248120300751879
128,28,wormhole_b0,riscv_0,14336,L1,unicast,one_to_column,True,False,False,7,0,946.0,3.788583509513742
256,28,wormhole_b0,riscv_0,15360,L1,unicast,one_to_column,True,False,False,7,0,942.0,7.6093418259023355
512,28,wormhole_b0,riscv_0,16384,L1,unicast,one_to_column,True,False,False,7,0,955.0,15.01151832460733
1024,28,wormhole_b0,riscv_0,17408,L1,unicast,one_to_column,True,False,False,7,0,1224.0,23.424836601307188
2048,28,wormhole_b0,riscv_0,18432,L1,unicast,one_to_column,True,False,False,7,0,2174.0,26.377184912603497
4096,28,wormhole_b0,riscv_0,19456,L1,unicast,one_to_column,True,False,False,7,0,3980.0,28.81608040201005
8192,28,wormhole_b0,riscv_0,20480,L1,unicast,one_to_column,True,False,False,7,0,7640.0,30.02303664921466
16384,28,wormhole_b0,riscv_0,21504,L1,unicast,one_to_column,True,False,False,7,0,14990.0,30.60386924616411
32768,28,wormhole_b0,riscv_0,22528,L1,unicast,one_to_column,True,False,False,7,0,29681.0,30.912166032141773
65536,28,wormhole_b0,riscv_0,23552,L1,unicast,one_to_column,True,False,False,7,0,58999.0,31.102357667079104
