Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_0,645120,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,2048,1153.0,1.7762359063313096
64,1,wormhole_b0,riscv_0,646144,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,4096,1097.0,3.7338195077484047
128,1,wormhole_b0,riscv_0,647168,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,8192,1101.0,7.440508628519527
256,1,wormhole_b0,riscv_0,648192,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,16384,1219.0,13.440525020508614
512,1,wormhole_b0,riscv_0,649216,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,32768,1218.0,26.90311986863711
1024,1,wormhole_b0,riscv_0,650240,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,65536,1728.0,37.925925925925924
2048,1,wormhole_b0,riscv_0,651264,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,131072,2961.0,44.2661263086795
4096,1,wormhole_b0,riscv_0,652288,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,262144,5831.0,44.95695421025553
8192,1,wormhole_b0,riscv_0,653312,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,524288,11723.0,44.723023116949584
32,4,wormhole_b0,riscv_0,654336,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,8192,1917.0,4.273343766301513
64,4,wormhole_b0,riscv_0,655360,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,16384,2070.0,7.914975845410628
128,4,wormhole_b0,riscv_0,656384,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,32768,1369.0,23.93571950328707
256,4,wormhole_b0,riscv_0,657408,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,65536,1816.0,36.08810572687225
512,4,wormhole_b0,riscv_0,658432,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,131072,3194.0,41.0369442705072
1024,4,wormhole_b0,riscv_0,659456,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,262144,5861.0,44.726838423477226
2048,4,wormhole_b0,riscv_0,660480,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,524288,10739.0,48.82093304776981
4096,4,wormhole_b0,riscv_0,661504,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,1048576,22037.0,47.58252030675682
8192,4,wormhole_b0,riscv_0,662528,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,2097152,46516.0,45.084530054174905
32,16,wormhole_b0,riscv_0,663552,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,32768,6056.0,5.4108322324966975
64,16,wormhole_b0,riscv_0,664576,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,65536,6094.0,10.754184443715129
128,16,wormhole_b0,riscv_0,665600,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,131072,3775.0,34.72105960264901
256,16,wormhole_b0,riscv_0,666624,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,262144,6221.0,42.138562932004504
512,16,wormhole_b0,riscv_0,667648,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,524288,11220.0,46.727985739750444
1024,16,wormhole_b0,riscv_0,668672,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,1048576,21118.0,49.6531868548158
2048,16,wormhole_b0,riscv_0,669696,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,2097152,41576.0,50.441408504906676
4096,16,wormhole_b0,riscv_0,670720,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,4194304,88363.0,47.466745130880575
8192,16,wormhole_b0,riscv_0,671744,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,8388608,183895.0,45.61629190570706
32,64,wormhole_b0,riscv_0,672768,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,131072,22313.0,5.874243714426568
64,64,wormhole_b0,riscv_0,673792,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,262144,22713.0,11.54158411482411
128,64,wormhole_b0,riscv_0,674816,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,524288,13539.0,38.72427801166999
256,64,wormhole_b0,riscv_0,675840,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,1048576,22474.0,46.65729287176293
512,64,wormhole_b0,riscv_0,676864,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,2097152,41837.0,50.12672992805412
1024,64,wormhole_b0,riscv_0,677888,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,4194304,81392.0,51.532140750933756
2048,64,wormhole_b0,riscv_0,678912,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,8388608,163076.0,51.43986852755771
4096,64,wormhole_b0,riscv_0,679936,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,16777216,341694.0,49.10011881976271
8192,64,wormhole_b0,riscv_0,680960,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,33554432,742777.0,45.17430130442919
32,256,wormhole_b0,riscv_0,681984,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,524288,87594.0,5.985432792200379
64,256,wormhole_b0,riscv_0,683008,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,1048576,89435.0,11.724447923072622
128,256,wormhole_b0,riscv_0,684032,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,2097152,51440.0,40.76889580093312
256,256,wormhole_b0,riscv_0,685056,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,4194304,88233.0,47.5366812870468
512,256,wormhole_b0,riscv_0,686080,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,8388608,165329.0,50.73887823672798
1024,256,wormhole_b0,riscv_0,687104,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,16777216,321480.0,52.18743312181162
2048,256,wormhole_b0,riscv_0,688128,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,33554432,647637.0,51.81055436919139
4096,256,wormhole_b0,riscv_0,689152,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,67108864,1382025.0,48.558357482679405
8192,256,wormhole_b0,riscv_0,690176,DRAM Interleaved,unicast,all_to_all,False,False,False,0,0,64,134217728,2966207.0,45.24894183042519
32,1,wormhole_b0,riscv_0,691200,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,2048,1172.0,1.7474402730375427
64,1,wormhole_b0,riscv_0,692224,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,4096,1306.0,3.1362940275650844
128,1,wormhole_b0,riscv_0,693248,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,8192,1217.0,6.7313064913722265
256,1,wormhole_b0,riscv_0,694272,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,16384,1313.0,12.478293983244479
512,1,wormhole_b0,riscv_0,695296,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,32768,1261.0,25.985725614591594
1024,1,wormhole_b0,riscv_0,696320,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,65536,1398.0,46.87839771101574
2048,1,wormhole_b0,riscv_0,697344,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,131072,1749.0,74.94110920526015
4096,1,wormhole_b0,riscv_0,698368,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,262144,2274.0,115.2788038698329
8192,1,wormhole_b0,riscv_0,699392,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,524288,4388.0,119.48222424794895
32,4,wormhole_b0,riscv_0,700416,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,8192,1919.0,4.268890046899426
64,4,wormhole_b0,riscv_0,701440,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,16384,1968.0,8.325203252032521
128,4,wormhole_b0,riscv_0,702464,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,32768,1499.0,21.859906604402934
256,4,wormhole_b0,riscv_0,703488,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,65536,1481.0,44.25118163403106
512,4,wormhole_b0,riscv_0,704512,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,131072,1586.0,82.64312736443884
1024,4,wormhole_b0,riscv_0,705536,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,262144,2618.0,100.13139801375095
2048,4,wormhole_b0,riscv_0,706560,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,524288,4183.0,125.337795840306
4096,4,wormhole_b0,riscv_0,707584,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,1048576,8078.0,129.8063877197326
8192,4,wormhole_b0,riscv_0,708608,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,2097152,16270.0,128.89686539643515
32,16,wormhole_b0,riscv_0,709632,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,32768,5931.0,5.524869330635643
64,16,wormhole_b0,riscv_0,710656,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,65536,6126.0,10.698008488410055
128,16,wormhole_b0,riscv_0,711680,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,131072,1769.0,74.09383832673826
256,16,wormhole_b0,riscv_0,712704,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,262144,2386.0,109.86756077116513
512,16,wormhole_b0,riscv_0,713728,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,524288,3729.0,140.59747921694824
1024,16,wormhole_b0,riscv_0,714752,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,1048576,7170.0,146.24490934449094
2048,16,wormhole_b0,riscv_0,715776,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,2097152,15842.0,132.37924504481757
4096,16,wormhole_b0,riscv_0,716800,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,4194304,32547.0,128.86914308538422
8192,16,wormhole_b0,riscv_0,717824,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,8388608,68528.0,122.41139388279244
32,64,wormhole_b0,riscv_0,718848,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,131072,22248.0,5.891405969075872
64,64,wormhole_b0,riscv_0,719872,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,262144,22863.0,11.46586187289507
128,64,wormhole_b0,riscv_0,720896,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,524288,5292.0,99.07180650037793
256,64,wormhole_b0,riscv_0,721920,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,1048576,7543.0,139.01312475142515
512,64,wormhole_b0,riscv_0,722944,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,2097152,14106.0,148.67092017581172
1024,64,wormhole_b0,riscv_0,723968,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,4194304,28068.0,149.43366110873592
2048,64,wormhole_b0,riscv_0,724992,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,8388608,58568.0,143.22852069389427
4096,64,wormhole_b0,riscv_0,726016,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,16777216,123716.0,135.61072132949658
