Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_1,0,235.0,0.13617021276595745
64,1,wormhole_b0,riscv_1,1024,235.0,0.2723404255319149
128,1,wormhole_b0,riscv_1,2048,235.0,0.5446808510638298
256,1,wormhole_b0,riscv_1,3072,235.0,1.0893617021276596
512,1,wormhole_b0,riscv_1,4096,251.0,2.039840637450199
1024,1,wormhole_b0,riscv_1,5120,275.0,3.7236363636363636
2048,1,wormhole_b0,riscv_1,6144,299.0,6.849498327759197
4096,1,wormhole_b0,riscv_1,7168,379.0,10.807387862796833
8192,1,wormhole_b0,riscv_1,8192,515.0,15.906796116504854
32,4,wormhole_b0,riscv_1,9216,297.0,0.43097643097643096
64,4,wormhole_b0,riscv_1,10240,297.0,0.8619528619528619
128,4,wormhole_b0,riscv_1,11264,305.0,1.678688524590164
256,4,wormhole_b0,riscv_1,12288,305.0,3.357377049180328
512,4,wormhole_b0,riscv_1,13312,314.0,6.522292993630574
1024,4,wormhole_b0,riscv_1,14336,377.0,10.86472148541114
2048,4,wormhole_b0,riscv_1,15360,525.0,15.603809523809524
4096,4,wormhole_b0,riscv_1,16384,818.0,20.029339853300733
8192,4,wormhole_b0,riscv_1,17408,1393.0,23.52333094041637
32,16,wormhole_b0,riscv_1,18432,553.0,0.9258589511754068
64,16,wormhole_b0,riscv_1,19456,553.0,1.8517179023508137
128,16,wormhole_b0,riscv_1,20480,561.0,3.6506238859180034
256,16,wormhole_b0,riscv_1,21504,564.0,7.26241134751773
512,16,wormhole_b0,riscv_1,22528,569.0,14.397188049209138
1024,16,wormhole_b0,riscv_1,23552,825.0,19.85939393939394
2048,16,wormhole_b0,riscv_1,24576,1393.0,23.52333094041637
4096,16,wormhole_b0,riscv_1,25600,2545.0,25.750884086444007
8192,16,wormhole_b0,riscv_1,26624,4865.0,26.941829393627955
32,64,wormhole_b0,riscv_1,27648,1580.0,1.2962025316455696
64,64,wormhole_b0,riscv_1,28672,1577.0,2.5973367152821814
128,64,wormhole_b0,riscv_1,29696,1585.0,5.168454258675079
256,64,wormhole_b0,riscv_1,30720,1585.0,10.336908517350158
512,64,wormhole_b0,riscv_1,31744,1593.0,20.569993722536097
1024,64,wormhole_b0,riscv_1,32768,2617.0,25.04241497898357
2048,64,wormhole_b0,riscv_1,33792,4865.0,26.941829393627955
4096,64,wormhole_b0,riscv_1,34816,9457.0,27.71957280321455
8192,64,wormhole_b0,riscv_1,35840,18617.0,28.161787613471557
32,256,wormhole_b0,riscv_1,36864,5673.0,1.444033139432399
64,256,wormhole_b0,riscv_1,37888,5674.0,2.8875572788156503
128,256,wormhole_b0,riscv_1,38912,5681.0,5.767998591797219
256,256,wormhole_b0,riscv_1,39936,5681.0,11.535997183594437
512,256,wormhole_b0,riscv_1,40960,5689.0,23.03955000878889
1024,256,wormhole_b0,riscv_1,41984,9729.0,26.94459862267448
2048,256,wormhole_b0,riscv_1,43008,18733.0,27.987401911066033
4096,256,wormhole_b0,riscv_1,44032,37101.0,28.262742244144363
8192,256,wormhole_b0,riscv_1,45056,74247.0,28.245612617344808
