Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Latency (cycles),Bandwidth (bytes/cycle)
32,1,wormhole_b0,riscv_0,0,245.0,0.1306122448979592
64,1,wormhole_b0,riscv_0,1024,246.0,0.2601626016260163
128,1,wormhole_b0,riscv_0,2048,244.0,0.5245901639344263
256,1,wormhole_b0,riscv_0,3072,251.0,1.0199203187250996
512,1,wormhole_b0,riscv_0,4096,269.0,1.903345724907063
1024,1,wormhole_b0,riscv_0,5120,283.0,3.618374558303887
2048,1,wormhole_b0,riscv_0,6144,326.0,6.282208588957055
4096,1,wormhole_b0,riscv_0,7168,412.0,9.941747572815533
8192,1,wormhole_b0,riscv_0,8192,557.0,14.707360861759426
32,4,wormhole_b0,riscv_0,9216,316.0,0.4050632911392405
64,4,wormhole_b0,riscv_0,10240,316.0,0.810126582278481
128,4,wormhole_b0,riscv_0,11264,316.0,1.620253164556962
256,4,wormhole_b0,riscv_0,12288,323.0,3.170278637770898
512,4,wormhole_b0,riscv_0,13312,335.0,6.113432835820896
1024,4,wormhole_b0,riscv_0,14336,400.0,10.24
2048,4,wormhole_b0,riscv_0,15360,558.0,14.68100358422939
4096,4,wormhole_b0,riscv_0,16384,816.0,20.07843137254902
8192,4,wormhole_b0,riscv_0,17408,1341.0,24.435495898583145
32,16,wormhole_b0,riscv_0,18432,604.0,0.847682119205298
64,16,wormhole_b0,riscv_0,19456,605.0,1.6925619834710743
128,16,wormhole_b0,riscv_0,20480,607.0,3.3739703459637562
256,16,wormhole_b0,riscv_0,21504,615.0,6.660162601626016
512,16,wormhole_b0,riscv_0,22528,619.0,13.234248788368337
1024,16,wormhole_b0,riscv_0,23552,829.0,19.76357056694813
2048,16,wormhole_b0,riscv_0,24576,1356.0,24.16519174041298
4096,16,wormhole_b0,riscv_0,25600,2407.0,27.22725384295804
8192,16,wormhole_b0,riscv_0,26624,4524.0,28.97259062776304
32,64,wormhole_b0,riscv_0,27648,1760.0,1.1636363636363636
64,64,wormhole_b0,riscv_0,28672,1756.0,2.3325740318906605
128,64,wormhole_b0,riscv_0,29696,1759.0,4.657191586128482
256,64,wormhole_b0,riscv_0,30720,1764.0,9.287981859410431
512,64,wormhole_b0,riscv_0,31744,1769.0,18.523459581684566
1024,64,wormhole_b0,riscv_0,32768,2455.0,26.6949083503055
2048,64,wormhole_b0,riscv_0,33792,4541.0,28.86412684430742
4096,64,wormhole_b0,riscv_0,34816,8748.0,29.966163694558755
8192,64,wormhole_b0,riscv_0,35840,17100.0,30.66011695906433
32,256,wormhole_b0,riscv_0,36864,6361.0,1.2878478226693917
64,256,wormhole_b0,riscv_0,37888,6362.0,2.575290789060044
128,256,wormhole_b0,riscv_0,38912,6364.0,5.148962916404777
256,256,wormhole_b0,riscv_0,39936,6372.0,10.284996861268048
512,256,wormhole_b0,riscv_0,40960,6380.0,20.54420062695925
1024,256,wormhole_b0,riscv_0,41984,8884.0,29.5074290859973
2048,256,wormhole_b0,riscv_0,43008,17273.0,30.353036531002143
4096,256,wormhole_b0,riscv_0,44032,33941.0,30.894080905100026
8192,256,wormhole_b0,riscv_0,45056,67540.0,31.050518211430262
