RISC-V Processor,Kernel,Run Host ID,Transaction Size (bytes),Number of Transactions,Latency (cycles),Bandwidth (bytes/cycle)
riscv_1,Receiver,76800,32,1,831.0,0.03850782190132371
riscv_1,Receiver,77824,64,1,711.0,0.090014064697609
riscv_1,Receiver,78848,128,1,717.0,0.17852161785216178
riscv_1,Receiver,79872,256,1,719.0,0.3560500695410292
riscv_1,Receiver,80896,512,1,729.0,0.7023319615912208
riscv_1,Receiver,81920,1024,1,745.0,1.374496644295302
riscv_1,Receiver,82944,2048,1,782.0,2.6189258312020463
riscv_1,Receiver,83968,4096,1,855.0,4.790643274853801
riscv_1,Receiver,84992,8192,1,996.0,8.224899598393574
riscv_1,Receiver,86016,16384,1,1442.0,11.361997226074896
riscv_1,Receiver,87040,32768,1,2323.0,14.105897546276367
riscv_1,Receiver,88064,65536,1,4101.0,15.980492562789564
riscv_1,Receiver,89088,131072,1,7664.0,17.102296450939455
riscv_1,Receiver,90112,262144,1,15582.0,16.82351431138493
riscv_1,Receiver,91136,524288,1,28976.0,18.093870789618997
riscv_1,Receiver,92160,32,4,1885.0,0.06790450928381962
riscv_1,Receiver,93184,64,4,1873.0,0.1366791243993593
riscv_1,Receiver,94208,128,4,1887.0,0.2713301536830949
riscv_1,Receiver,95232,256,4,1891.0,0.5415124272871497
riscv_1,Receiver,96256,512,4,1905.0,1.0750656167979002
riscv_1,Receiver,97280,1024,4,1961.0,2.088730239673636
riscv_1,Receiver,98304,2048,4,2120.0,3.8641509433962264
riscv_1,Receiver,99328,4096,4,2378.0,6.88982338099243
riscv_1,Receiver,100352,8192,4,2975.0,11.014453781512605
riscv_1,Receiver,101376,16384,4,4344.0,15.086556169429098
riscv_1,Receiver,102400,32768,4,7646.0,17.142558200366203
riscv_1,Receiver,103424,65536,4,12382.0,21.171377806493297
riscv_1,Receiver,104448,131072,4,23283.0,22.51806038740712
riscv_1,Receiver,105472,262144,4,44131.0,23.760531145906505
riscv_1,Receiver,106496,524288,4,88208.0,23.77507709051333
riscv_1,Receiver,107520,32,16,6547.0,0.07820375744615854
riscv_1,Receiver,108544,64,16,6581.0,0.15559945297067315
riscv_1,Receiver,109568,128,16,6611.0,0.30978671910452277
riscv_1,Receiver,110592,256,16,6635.0,0.6173323285606631
riscv_1,Receiver,111616,512,16,6579.0,1.245174038607691
riscv_1,Receiver,112640,1024,16,6842.0,2.394621455714703
riscv_1,Receiver,113664,2048,16,7381.0,4.439506841891343
riscv_1,Receiver,114688,4096,16,8543.0,7.671309844316984
riscv_1,Receiver,115712,8192,16,10846.0,12.084823898211322
riscv_1,Receiver,116736,16384,16,15831.0,16.558903417345714
riscv_1,Receiver,117760,32768,16,25835.0,20.293710083220436
riscv_1,Receiver,118784,65536,16,45778.0,22.90567521516886
riscv_1,Receiver,119808,131072,16,84310.0,24.874297236389516
riscv_1,Receiver,120832,262144,16,165604.0,25.32731093451849
riscv_1,Receiver,121856,524288,16,324833.0,25.824371292325594
riscv_1,Receiver,122880,32,64,25161.0,0.08139581097730615
riscv_1,Receiver,123904,64,64,25164.0,0.1627722142743602
riscv_1,Receiver,124928,128,64,25168.0,0.32549268912905277
riscv_1,Receiver,125952,256,64,25417.0,0.6446079395680057
riscv_1,Receiver,126976,512,64,25394.0,1.2903835551705127
riscv_1,Receiver,128000,1024,64,26127.0,2.508362996134267
riscv_1,Receiver,129024,2048,64,28486.0,4.601277820683845
riscv_1,Receiver,130048,4096,64,33004.0,7.94279481274997
riscv_1,Receiver,131072,8192,64,42247.0,12.410064619973015
riscv_1,Receiver,132096,16384,64,61699.0,16.995024230538583
riscv_1,Receiver,133120,32768,64,100835.0,20.7978578866465
riscv_1,Receiver,134144,65536,64,179003.0,23.4314732155327
riscv_1,Receiver,135168,131072,64,334602.0,25.07040603463219
riscv_1,Receiver,136192,262144,64,647103.0,25.926654643851133
riscv_1,Receiver,137216,524288,64,1273574.0,26.346668509250346
riscv_1,Receiver,138240,32,256,100041.0,0.0818864265651083
riscv_1,Receiver,139264,64,256,99658.0,0.16440225571454373
riscv_1,Receiver,140288,128,256,99660.0,0.32879791290387317
riscv_1,Receiver,141312,256,256,100680.0,0.6509336511720302
riscv_1,Receiver,142336,512,256,100448.0,1.304874163746416
riscv_1,Receiver,143360,1024,256,103525.0,2.532180632697416
riscv_1,Receiver,144384,2048,256,112746.0,4.650169407340393
riscv_1,Receiver,145408,4096,256,130880.0,8.011735941320293
riscv_1,Receiver,146432,8192,256,167397.0,12.528014241593338
riscv_1,Receiver,147456,16384,256,245851.0,17.06034956131966
riscv_1,Receiver,148480,32768,256,400542.0,20.94314204253237
riscv_1,Receiver,149504,65536,256,711352.0,23.584970591212226
riscv_1,Receiver,150528,131072,256,1332603.0,25.179616134737802
riscv_1,Receiver,151552,262144,256,2563389.0,26.179742520546043
riscv_1,Receiver,152576,524288,256,5062287.0,26.51325932330585
